Year/Month,Date,Year,Month,Zip Code,City,State,Median Listing Price,Household Count Rank,Hotness Rank,Hotness Score,Supply Score,Demand Score,Median Days on Market (DOM),Median DOM vs. US,Viewers per Property vs. US,Median List Price vs. US
201803,2018-03-01,2018,March,28213,charlotte, nc,"$210,000.00",1585,660,91.73,85.42,98.03,35.0,-30.0,4.30,0.73
201803,2018-03-01,2018,March,28273,charlotte, nc,"$245,000.00",1971,729,91.11,87.20,95.02,32.0,-33.0,3.19,0.85
201803,2018-03-01,2018,March,28269,charlotte, nc,"$249,990.00",45,732,91.08,88.97,93.20,30.0,-35.0,2.85,0.86
201803,2018-03-01,2018,March,28212,charlotte, nc,"$179,999.00",1702,756,90.86,82.48,99.24,38.0,-27.0,5.70,0.62
201803,2018-03-01,2018,March,28209,charlotte, nc,"$504,445.00",3826,887,89.75,90.75,88.76,28.0,-37.0,2.33,1.75
201803,2018-03-01,2018,March,28215,charlotte, nc,"$218,900.00",492,950,89.28,83.39,95.16,37.0,-28.0,3.22,0.76
201803,2018-03-01,2018,March,28208,charlotte, nc,"$157,700.00",2204,975,89.12,83.39,94.85,37.0,-28.0,3.15,0.55
201803,2018-03-01,2018,March,28216,charlotte, nc,"$239,000.00",589,1014,88.82,81.49,96.16,39.0,-26.0,3.48,0.83
201803,2018-03-01,2018,March,28270,charlotte, nc,"$524,990.00",2561,1410,86.08,86.32,85.84,33.0,-32.0,2.11,1.82
201803,2018-03-01,2018,March,28203,charlotte, nc,"$499,900.00",6166,1435,85.89,86.00,85.78,34.0,-31.0,2.11,1.73
201803,2018-03-01,2018,March,28217,charlotte, nc,"$214,900.00",4081,2220,81.23,66.06,96.40,56.0,-9.0,3.56,0.74
201803,2018-03-01,2018,March,28207,charlotte, nc,"$1,299,000.00",9623,2230,81.14,77.05,85.23,44.0,-21.0,2.07,4.49
201803,2018-03-01,2018,March,28277,charlotte, nc,"$499,950.00",86,2295,80.74,86.00,75.48,34.0,-31.0,1.59,1.73
201803,2018-03-01,2018,March,28210,charlotte, nc,"$479,510.00",464,2378,80.23,78.28,82.19,43.0,-22.0,1.89,1.66
201803,2018-03-01,2018,March,28205,charlotte, nc,"$329,900.00",630,2484,79.42,83.39,75.44,37.0,-28.0,1.59,1.14
201803,2018-03-01,2018,March,28204,charlotte, nc,"$310,000.00",10785,3055,76.45,61.22,91.69,61.0,-4.0,2.67,1.07
201803,2018-03-01,2018,March,28227,charlotte, nc,"$365,500.00",482,3211,75.53,58.66,92.40,65.0,0.0,2.74,1.26
201803,2018-03-01,2018,March,28226,charlotte, nc,"$674,000.00",1124,3880,72.32,69.17,75.46,52.0,-13.0,1.59,2.33
201803,2018-03-01,2018,March,28211,charlotte, nc,"$850,000.00",2613,4117,71.16,64.98,77.33,57.0,-8.0,1.67,2.94
201803,2018-03-01,2018,March,28206,charlotte, nc,"$310,000.00",8412,4150,70.98,45.61,96.36,91.0,26.0,3.56,1.07
201803,2018-03-01,2018,March,28202,charlotte, nc,"$354,900.00",7277,5453,64.76,70.19,59.33,51.0,-14.0,1.15,1.23
201803,2018-03-01,2018,March,28278,charlotte, nc,"$422,999.00",5032,5984,62.15,58.66,65.63,65.0,0.0,1.30,1.46
201802,2018-02-01,2018,February,28209,charlotte, nc,"$480,725.00",3826,281,95.35,96.96,93.73,16.5,-68.5,3.00,1.73
201802,2018-02-01,2018,February,28213,charlotte, nc,"$215,000.00",1585,323,94.78,90.61,98.96,32.5,-52.5,5.38,0.78
201802,2018-02-01,2018,February,28262,charlotte, nc,"$209,900.00",1328,354,94.47,89.54,99.41,34.5,-50.5,6.38,0.76
201802,2018-02-01,2018,February,28212,charlotte, nc,"$208,875.00",1702,401,93.99,89.54,98.44,34.5,-50.5,4.81,0.75
201802,2018-02-01,2018,February,28217,charlotte, nc,"$230,900.00",4081,420,93.80,92.55,95.05,28.5,-56.5,3.27,0.83
201802,2018-02-01,2018,February,28269,charlotte, nc,"$226,490.00",45,487,93.10,90.61,95.59,32.5,-52.5,3.38,0.82
201802,2018-02-01,2018,February,28216,charlotte, nc,"$242,445.00",589,623,91.83,87.64,96.01,38.0,-47.0,3.50,0.87
201802,2018-02-01,2018,February,28215,charlotte, nc,"$219,900.00",492,1044,88.58,81.16,96.01,50.0,-35.0,3.50,0.79
201802,2018-02-01,2018,February,28208,charlotte, nc,"$152,500.00",2204,1118,88.13,80.16,96.10,52.0,-33.0,3.54,0.55
201802,2018-02-01,2018,February,28273,charlotte, nc,"$244,950.00",1971,1305,86.80,80.37,93.23,51.5,-33.5,2.92,0.88
201802,2018-02-01,2018,February,28207,charlotte, nc,"$1,295,000.00",9623,1517,85.33,80.37,90.28,51.5,-33.5,2.54,4.67
201802,2018-02-01,2018,February,28204,charlotte, nc,"$472,450.00",10785,1539,85.21,75.59,94.83,60.0,-25.0,3.23,1.70
201802,2018-02-01,2018,February,28270,charlotte, nc,"$492,000.00",2561,1713,84.15,78.69,89.61,54.5,-30.5,2.46,1.77
201802,2018-02-01,2018,February,28214,charlotte, nc,"$243,990.00",2030,1714,84.14,72.18,96.11,65.0,-20.0,3.54,0.88
201802,2018-02-01,2018,February,28277,charlotte, nc,"$487,450.00",86,1934,82.86,83.65,82.08,45.5,-39.5,1.92,1.76
201802,2018-02-01,2018,February,28206,charlotte, nc,"$250,000.00",8412,2136,81.60,66.46,96.75,73.5,-11.5,3.77,0.90
201802,2018-02-01,2018,February,28227,charlotte, nc,"$348,966.00",482,2712,78.18,62.42,93.94,79.5,-5.5,3.04,1.26
201802,2018-02-01,2018,February,28210,charlotte, nc,"$470,500.00",464,2725,78.11,69.78,86.43,68.5,-16.5,2.19,1.70
201802,2018-02-01,2018,February,28205,charlotte, nc,"$349,900.00",630,3132,76.01,73.11,78.90,63.5,-21.5,1.77,1.26
201802,2018-02-01,2018,February,28202,charlotte, nc,"$354,000.00",7277,4261,70.27,70.85,69.69,67.0,-18.0,1.42,1.28
201802,2018-02-01,2018,February,28211,charlotte, nc,"$899,000.00",2613,4439,69.34,58.88,79.80,85.0,0.0,1.81,3.24
201802,2018-02-01,2018,February,28226,charlotte, nc,"$689,900.00",1124,5252,65.53,48.31,82.75,101.0,16.0,1.96,2.49
201802,2018-02-01,2018,February,28203,charlotte, nc,"$514,450.00",6166,5297,65.31,47.96,82.66,101.5,16.5,1.96,1.86
201802,2018-02-01,2018,February,28278,charlotte, nc,"$427,687.00",5032,6400,60.07,53.07,67.06,94.0,9.0,1.35,1.54
201801,2018-01-01,2018,January,28217,charlotte, nc,"$180,000.00",4081,163,97.01,95.79,98.22,32.0,-58.5,4.60,0.66
201801,2018-01-01,2018,January,28213,charlotte, nc,"$227,400.00",1585,242,96.03,93.08,98.99,41.0,-49.5,5.40,0.84
201801,2018-01-01,2018,January,28212,charlotte, nc,"$204,950.00",1702,247,95.98,93.59,98.36,39.5,-51.0,4.72,0.75
201801,2018-01-01,2018,January,28206,charlotte, nc,"$310,000.00",8412,406,94.21,91.30,97.11,45.5,-45.0,3.96,1.14
201801,2018-01-01,2018,January,28269,charlotte, nc,"$240,000.00",45,470,93.56,90.18,96.95,48.0,-42.5,3.88,0.88
201801,2018-01-01,2018,January,28216,charlotte, nc,"$234,995.00",589,525,93.04,88.21,97.88,52.0,-38.5,4.36,0.86
201801,2018-01-01,2018,January,28262,charlotte, nc,"$229,200.00",1328,609,92.27,84.98,99.55,58.0,-32.5,6.76,0.84
201801,2018-01-01,2018,January,28215,charlotte, nc,"$226,750.00",492,908,89.80,84.09,95.50,59.5,-31.0,3.36,0.83
201801,2018-01-01,2018,January,28273,charlotte, nc,"$240,094.50",1971,909,89.79,86.97,92.61,54.5,-36.0,2.80,0.88
201801,2018-01-01,2018,January,28209,charlotte, nc,"$449,950.00",3826,1044,88.77,83.10,94.44,61.0,-29.5,3.12,1.66
201801,2018-01-01,2018,January,28214,charlotte, nc,"$244,990.00",2030,1135,88.12,80.75,95.50,64.0,-26.5,3.36,0.90
201801,2018-01-01,2018,January,28227,charlotte, nc,"$337,445.00",482,1298,87.03,79.21,94.85,66.0,-24.5,3.20,1.24
201801,2018-01-01,2018,January,28208,charlotte, nc,"$155,000.00",2204,1504,85.66,75.20,96.12,70.5,-20.0,3.56,0.57
201801,2018-01-01,2018,January,28270,charlotte, nc,"$487,000.00",2561,1844,83.35,74.28,92.41,71.5,-19.0,2.76,1.79
201801,2018-01-01,2018,January,28207,charlotte, nc,"$984,000.00",9623,2136,81.33,68.05,94.62,78.5,-12.0,3.16,3.62
201801,2018-01-01,2018,January,28277,charlotte, nc,"$482,450.00",86,2465,79.31,73.91,84.70,72.0,-18.5,2.04,1.78
201801,2018-01-01,2018,January,28205,charlotte, nc,"$325,000.00",630,2611,78.51,78.76,78.27,66.5,-24.0,1.72,1.20
201801,2018-01-01,2018,January,28204,charlotte, nc,"$442,450.00",10785,2763,77.62,61.51,93.74,86.0,-4.5,3.00,1.63
201801,2018-01-01,2018,January,28210,charlotte, nc,"$467,425.00",464,2903,76.97,68.05,85.88,78.5,-12.0,2.12,1.72
201801,2018-01-01,2018,January,28202,charlotte, nc,"$342,450.00",7277,3454,74.05,73.91,74.19,72.0,-18.5,1.56,1.26
201801,2018-01-01,2018,January,28203,charlotte, nc,"$564,216.50",6166,3957,71.52,55.62,87.43,92.5,2.0,2.24,2.08
201801,2018-01-01,2018,January,28211,charlotte, nc,"$837,000.00",2613,3960,71.51,59.76,83.25,88.0,-2.5,1.96,3.08
201801,2018-01-01,2018,January,28226,charlotte, nc,"$696,950.00",1124,5267,65.08,43.17,86.99,109.5,19.0,2.20,2.57
201801,2018-01-01,2018,January,28278,charlotte, nc,"$425,000.00",5032,6033,61.39,48.50,74.28,102.0,11.5,1.56,1.56
201712,2017-12-01,2017,December,28213,charlotte, nc,"$185,000.00",1585,116,97.03,94.66,99.40,38.0,-47.0,6.22,0.68
201712,2017-12-01,2017,December,28262,charlotte, nc,"$214,900.00",1328,179,96.31,93.67,98.95,40.0,-45.0,5.22,0.79
201712,2017-12-01,2017,December,28212,charlotte, nc,"$217,900.00",1702,290,94.93,91.28,98.59,45.0,-40.0,4.78,0.80
201712,2017-12-01,2017,December,28273,charlotte, nc,"$262,172.00",1971,317,94.64,94.66,94.61,38.0,-47.0,3.06,0.97
201712,2017-12-01,2017,December,28217,charlotte, nc,"$189,900.00",4081,344,94.28,91.83,96.73,44.0,-41.0,3.67,0.70
201712,2017-12-01,2017,December,28269,charlotte, nc,"$248,500.00",45,435,93.54,91.28,95.80,45.0,-40.0,3.33,0.92
201712,2017-12-01,2017,December,28206,charlotte, nc,"$310,000.00",8412,490,93.00,87.60,98.39,51.0,-34.0,4.61,1.14
201712,2017-12-01,2017,December,28214,charlotte, nc,"$239,900.00",2030,788,90.11,84.88,95.34,55.0,-30.0,3.22,0.89
201712,2017-12-01,2017,December,28215,charlotte, nc,"$212,900.00",492,845,89.71,85.14,94.29,54.0,-31.0,3.00,0.79
201712,2017-12-01,2017,December,28227,charlotte, nc,"$320,000.00",482,919,89.09,83.30,94.89,57.0,-28.0,3.11,1.18
201712,2017-12-01,2017,December,28216,charlotte, nc,"$224,900.00",589,974,88.70,80.34,97.06,60.0,-25.0,3.78,0.83
201712,2017-12-01,2017,December,28208,charlotte, nc,"$158,900.00",2204,1084,87.82,82.31,93.34,58.0,-27.0,2.83,0.59
201712,2017-12-01,2017,December,28270,charlotte, nc,"$485,000.00",2561,1543,84.55,78.26,90.84,63.0,-22.0,2.50,1.79
201712,2017-12-01,2017,December,28209,charlotte, nc,"$419,900.00",3826,1548,84.54,78.26,90.81,63.0,-22.0,2.50,1.55
201712,2017-12-01,2017,December,28205,charlotte, nc,"$357,000.00",630,2065,81.32,85.14,77.49,54.0,-31.0,1.67,1.32
201712,2017-12-01,2017,December,28207,charlotte, nc,"$760,000.00",9623,2315,79.92,66.89,92.95,74.0,-11.0,2.78,2.81
201712,2017-12-01,2017,December,28210,charlotte, nc,"$490,000.00",464,2444,79.26,72.31,86.22,69.0,-16.0,2.11,1.81
201712,2017-12-01,2017,December,28277,charlotte, nc,"$474,000.00",86,2670,77.92,68.06,87.79,73.0,-12.0,2.22,1.75
201712,2017-12-01,2017,December,28203,charlotte, nc,"$499,900.00",6166,2769,77.35,70.39,84.32,71.0,-14.0,2.00,1.85
201712,2017-12-01,2017,December,28204,charlotte, nc,"$445,000.00",10785,3332,74.36,53.02,95.70,90.0,5.0,3.33,1.64
201712,2017-12-01,2017,December,28202,charlotte, nc,"$333,900.00",7277,3829,71.83,72.64,71.02,68.0,-17.0,1.44,1.23
201712,2017-12-01,2017,December,28211,charlotte, nc,"$819,999.00",2613,4184,69.87,58.38,81.36,84.0,-1.0,1.83,3.03
201712,2017-12-01,2017,December,28226,charlotte, nc,"$674,000.00",1124,5359,64.19,49.51,78.87,94.0,9.0,1.72,2.49
201712,2017-12-01,2017,December,28278,charlotte, nc,"$420,000.00",5032,6805,57.60,46.01,69.18,99.0,14.0,1.39,1.55
201711,2017-11-01,2017,November,28213,charlotte, nc,"$187,250.00",1585,78,97.42,95.99,98.85,29.0,-48.5,4.67,0.68
201711,2017-11-01,2017,November,28273,charlotte, nc,"$247,086.00",1971,307,94.42,93.23,95.61,35.5,-42.0,3.11,0.90
201711,2017-11-01,2017,November,28217,charlotte, nc,"$219,515.00",4081,319,94.24,91.89,96.59,38.0,-39.5,3.39,0.80
201711,2017-11-01,2017,November,28269,charlotte, nc,"$250,000.00",45,493,92.66,89.93,95.39,41.0,-36.5,3.06,0.91
201711,2017-11-01,2017,November,28215,charlotte, nc,"$207,912.50",492,498,92.63,90.95,94.30,39.5,-38.0,2.83,0.76
201711,2017-11-01,2017,November,28212,charlotte, nc,"$195,000.00",1702,511,92.54,86.68,98.40,45.5,-32.0,4.22,0.71
201711,2017-11-01,2017,November,28214,charlotte, nc,"$232,995.00",2030,600,91.63,88.64,94.62,43.0,-34.5,2.89,0.85
201711,2017-11-01,2017,November,28216,charlotte, nc,"$222,495.00",589,834,89.63,82.93,96.32,50.0,-27.5,3.28,0.81
201711,2017-11-01,2017,November,28208,charlotte, nc,"$169,950.00",2204,1174,87.01,82.06,91.95,51.0,-26.5,2.50,0.62
201711,2017-11-01,2017,November,28262,charlotte, nc,"$219,000.00",1328,1262,86.48,73.89,99.07,60.0,-17.5,4.94,0.80
201711,2017-11-01,2017,November,28227,charlotte, nc,"$324,000.00",482,1743,83.50,71.88,95.13,62.0,-15.5,3.00,1.18
201711,2017-11-01,2017,November,28209,charlotte, nc,"$435,000.00",3826,1799,83.19,76.01,90.38,57.5,-20.0,2.33,1.58
201711,2017-11-01,2017,November,28203,charlotte, nc,"$551,258.00",6166,2056,81.65,85.85,77.44,46.5,-31.0,1.61,2.00
201711,2017-11-01,2017,November,28207,charlotte, nc,"$845,250.00",9623,2248,80.56,69.71,91.40,64.0,-13.5,2.44,3.07
201711,2017-11-01,2017,November,28210,charlotte, nc,"$463,500.00",464,2266,80.45,73.30,87.60,60.5,-17.0,2.11,1.69
201711,2017-11-01,2017,November,28205,charlotte, nc,"$359,450.00",630,2470,79.21,82.40,76.02,50.5,-27.0,1.56,1.31
201711,2017-11-01,2017,November,28270,charlotte, nc,"$497,000.00",2561,2736,77.66,67.74,87.58,66.0,-11.5,2.11,1.81
201711,2017-11-01,2017,November,28211,charlotte, nc,"$797,000.00",2613,3331,74.27,68.16,80.38,65.5,-12.0,1.72,2.90
201711,2017-11-01,2017,November,28277,charlotte, nc,"$439,475.00",86,3445,73.63,68.16,79.10,65.5,-12.0,1.67,1.60
201711,2017-11-01,2017,November,28204,charlotte, nc,"$470,000.00",10785,3984,70.99,45.95,96.03,91.0,13.5,3.22,1.71
201711,2017-11-01,2017,November,28202,charlotte, nc,"$331,950.00",7277,4095,70.39,70.21,70.57,63.5,-14.0,1.39,1.21
201711,2017-11-01,2017,November,28226,charlotte, nc,"$654,500.00",1124,4732,67.19,56.71,77.66,78.0,0.5,1.61,2.38
201711,2017-11-01,2017,November,28278,charlotte, nc,"$405,499.50",5032,5622,63.10,53.61,72.60,81.5,4.0,1.44,1.47
201711,2017-11-01,2017,November,28206,charlotte, nc,"$331,500.00",8412,5696,62.77,26.10,99.44,124.5,47.0,5.78,1.21
201710,2017-10-01,2017,October,28206,charlotte, nc,"$407,497.50",8412,168,95.75,92.49,99.01,33.5,-41.0,4.89,1.47
201710,2017-10-01,2017,October,28273,charlotte, nc,"$233,750.00",1971,184,95.58,93.39,97.77,32.0,-42.5,3.78,0.84
201710,2017-10-01,2017,October,28216,charlotte, nc,"$218,995.00",589,210,95.23,92.49,97.97,33.5,-41.0,3.89,0.79
201710,2017-10-01,2017,October,28212,charlotte, nc,"$189,450.00",1702,226,94.97,91.26,98.68,35.5,-39.0,4.44,0.68
201710,2017-10-01,2017,October,28213,charlotte, nc,"$202,000.00",1585,305,94.14,89.31,98.98,38.5,-36.0,4.83,0.73
201710,2017-10-01,2017,October,28215,charlotte, nc,"$175,950.00",492,468,92.58,88.30,96.86,40.0,-34.5,3.39,0.63
201710,2017-10-01,2017,October,28217,charlotte, nc,"$147,400.00",4081,501,92.27,87.07,97.47,41.5,-33.0,3.67,0.53
201710,2017-10-01,2017,October,28262,charlotte, nc,"$242,900.00",1328,900,88.90,78.82,98.98,51.5,-23.0,4.83,0.87
201710,2017-10-01,2017,October,28269,charlotte, nc,"$249,450.00",45,989,88.13,80.62,95.65,49.5,-25.0,3.06,0.90
201710,2017-10-01,2017,October,28208,charlotte, nc,"$152,950.00",2204,1013,87.97,84.43,91.51,45.0,-29.5,2.44,0.55
201710,2017-10-01,2017,October,28214,charlotte, nc,"$234,995.00",2030,1339,85.75,77.68,93.81,53.0,-21.5,2.72,0.85
201710,2017-10-01,2017,October,28209,charlotte, nc,"$431,944.00",3826,1528,84.59,78.82,90.35,51.5,-23.0,2.33,1.56
201710,2017-10-01,2017,October,28203,charlotte, nc,"$547,000.00",6166,1619,83.99,84.43,83.54,45.0,-29.5,1.89,1.97
201710,2017-10-01,2017,October,28205,charlotte, nc,"$374,950.00",630,1821,82.69,88.30,77.09,40.0,-34.5,1.61,1.35
201710,2017-10-01,2017,October,28227,charlotte, nc,"$322,000.00",482,2123,80.93,67.69,94.16,63.5,-11.0,2.78,1.16
201710,2017-10-01,2017,October,28204,charlotte, nc,"$499,900.00",10785,2355,79.51,66.22,92.80,65.0,-9.5,2.61,1.80
201710,2017-10-01,2017,October,28270,charlotte, nc,"$499,000.00",2561,2747,77.36,72.16,82.55,59.0,-15.5,1.83,1.80
201710,2017-10-01,2017,October,28210,charlotte, nc,"$417,000.00",464,2780,77.11,71.62,82.61,59.5,-15.0,1.83,1.50
201710,2017-10-01,2017,October,28211,charlotte, nc,"$766,950.00",2613,3578,72.69,68.30,77.08,63.0,-11.5,1.61,2.76
201710,2017-10-01,2017,October,28277,charlotte, nc,"$432,500.00",86,3943,70.80,67.69,73.91,63.5,-11.0,1.50,1.56
201710,2017-10-01,2017,October,28207,charlotte, nc,"$942,000.00",9623,4026,70.36,49.81,90.92,82.0,7.5,2.39,3.39
201710,2017-10-01,2017,October,28202,charlotte, nc,"$334,500.00",7277,4242,69.25,66.58,71.92,64.5,-10.0,1.44,1.20
201710,2017-10-01,2017,October,28226,charlotte, nc,"$650,000.00",1124,4792,66.66,57.68,75.63,73.5,-1.0,1.56,2.34
201710,2017-10-01,2017,October,28278,charlotte, nc,"$405,250.00",5032,5679,62.37,54.53,70.21,76.5,2.0,1.39,1.46
201709,2017-09-01,2017,September,28213,charlotte, nc,"$215,000.00",1585,98,96.52,94.12,98.92,29.0,-42.0,4.65,0.77
201709,2017-09-01,2017,September,28212,charlotte, nc,"$170,000.00",1702,253,94.67,90.94,98.40,35.0,-36.0,4.24,0.61
201709,2017-09-01,2017,September,28273,charlotte, nc,"$225,000.00",1971,302,93.99,89.97,98.01,36.0,-35.0,4.00,0.81
201709,2017-09-01,2017,September,28215,charlotte, nc,"$184,900.00",492,356,93.58,90.94,96.21,35.0,-36.0,3.29,0.67
201709,2017-09-01,2017,September,28208,charlotte, nc,"$144,950.00",2204,366,93.48,90.94,96.01,35.0,-36.0,3.24,0.52
201709,2017-09-01,2017,September,28262,charlotte, nc,"$235,000.00",1328,471,92.40,86.20,98.59,41.0,-30.0,4.35,0.85
201709,2017-09-01,2017,September,28217,charlotte, nc,"$170,000.00",4081,473,92.38,86.20,98.57,41.0,-30.0,4.35,0.61
201709,2017-09-01,2017,September,28216,charlotte, nc,"$214,990.00",589,662,90.67,83.32,98.02,44.0,-27.0,4.00,0.77
201709,2017-09-01,2017,September,28269,charlotte, nc,"$245,000.00",45,986,88.27,83.32,93.22,44.0,-27.0,2.71,0.88
201709,2017-09-01,2017,September,28209,charlotte, nc,"$450,250.00",3826,1157,87.01,82.27,91.76,45.0,-26.0,2.53,1.62
201709,2017-09-01,2017,September,28203,charlotte, nc,"$575,000.00",6166,1318,85.93,83.32,88.53,44.0,-27.0,2.24,2.07
201709,2017-09-01,2017,September,28205,charlotte, nc,"$365,900.00",630,1373,85.60,90.94,80.26,35.0,-36.0,1.76,1.32
201709,2017-09-01,2017,September,28214,charlotte, nc,"$206,990.00",2030,1420,85.40,75.57,95.24,52.0,-19.0,3.06,0.74
201709,2017-09-01,2017,September,28204,charlotte, nc,"$499,000.00",10785,1588,84.26,74.32,94.19,53.0,-18.0,2.88,1.79
201709,2017-09-01,2017,September,28206,charlotte, nc,"$349,000.00",8412,1677,83.66,69.34,97.97,58.0,-13.0,4.00,1.26
201709,2017-09-01,2017,September,28210,charlotte, nc,"$435,000.00",464,2298,79.83,78.05,81.61,50.0,-21.0,1.82,1.56
201709,2017-09-01,2017,September,28270,charlotte, nc,"$495,000.00",2561,2517,78.40,78.05,78.75,50.0,-21.0,1.71,1.78
201709,2017-09-01,2017,September,28227,charlotte, nc,"$334,900.00",482,2569,78.19,61.74,94.64,65.0,-6.0,2.94,1.20
201709,2017-09-01,2017,September,28277,charlotte, nc,"$419,000.00",86,3125,75.06,74.32,75.80,53.0,-18.0,1.59,1.51
201709,2017-09-01,2017,September,28226,charlotte, nc,"$645,000.00",1124,3908,70.90,63.01,78.78,64.0,-7.0,1.71,2.32
201709,2017-09-01,2017,September,28207,charlotte, nc,"$1,065,000.00",9623,4364,68.55,49.49,87.62,78.0,7.0,2.18,3.83
201709,2017-09-01,2017,September,28278,charlotte, nc,"$409,999.00",5032,4906,65.85,59.49,72.21,67.0,-4.0,1.47,1.47
201709,2017-09-01,2017,September,28202,charlotte, nc,"$339,000.00",7277,4937,65.76,61.74,69.79,65.0,-6.0,1.41,1.22
201709,2017-09-01,2017,September,28211,charlotte, nc,"$719,000.00",2613,5891,61.10,44.81,77.38,84.0,13.0,1.65,2.59
201708,2017-08-01,2017,August,28212,charlotte, nc,"$151,250.00",1702,58,97.25,95.67,98.82,23.5,-43.0,4.50,0.54
201708,2017-08-01,2017,August,28215,charlotte, nc,"$184,950.00",492,260,94.67,92.45,96.89,29.5,-37.0,3.39,0.66
201708,2017-08-01,2017,August,28262,charlotte, nc,"$282,200.00",1328,301,94.26,90.20,98.32,33.0,-33.5,4.06,1.01
201708,2017-08-01,2017,August,28273,charlotte, nc,"$231,000.00",1971,367,93.65,91.60,95.70,31.0,-35.5,3.06,0.83
201708,2017-08-01,2017,August,28217,charlotte, nc,"$230,750.00",4081,402,93.31,88.65,97.96,35.0,-31.5,3.83,0.83
201708,2017-08-01,2017,August,28213,charlotte, nc,"$192,500.00",1585,584,91.68,84.32,99.03,40.0,-26.5,4.78,0.69
201708,2017-08-01,2017,August,28216,charlotte, nc,"$209,995.00",589,596,91.60,85.22,97.98,39.0,-27.5,3.83,0.75
201708,2017-08-01,2017,August,28214,charlotte, nc,"$200,990.00",2030,649,91.20,90.20,92.19,33.0,-33.5,2.50,0.72
201708,2017-08-01,2017,August,28206,charlotte, nc,"$262,450.00",8412,691,90.80,82.90,98.71,41.5,-25.0,4.39,0.94
201708,2017-08-01,2017,August,28269,charlotte, nc,"$246,950.00",45,959,88.67,84.67,92.66,39.5,-27.0,2.56,0.89
201708,2017-08-01,2017,August,28204,charlotte, nc,"$549,900.00",10785,982,88.50,82.52,94.48,42.0,-24.5,2.83,1.97
201708,2017-08-01,2017,August,28209,charlotte, nc,"$482,499.50",3826,1481,84.95,79.28,90.61,45.5,-21.0,2.33,1.73
201708,2017-08-01,2017,August,28205,charlotte, nc,"$370,000.00",630,1484,84.91,82.06,87.75,42.5,-24.0,2.11,1.33
201708,2017-08-01,2017,August,28208,charlotte, nc,"$160,395.00",2204,1598,84.21,72.07,96.34,52.5,-14.0,3.22,0.57
201708,2017-08-01,2017,August,28203,charlotte, nc,"$578,641.50",6166,2161,80.88,76.77,84.99,48.0,-18.5,1.94,2.07
201708,2017-08-01,2017,August,28227,charlotte, nc,"$339,452.50",482,2190,80.77,67.68,93.86,56.5,-10.0,2.72,1.22
201708,2017-08-01,2017,August,28210,charlotte, nc,"$423,450.00",464,2381,79.56,73.04,86.07,51.5,-15.0,2.00,1.52
201708,2017-08-01,2017,August,28270,charlotte, nc,"$499,000.00",2561,2618,78.18,74.69,81.67,50.0,-16.5,1.78,1.79
201708,2017-08-01,2017,August,28277,charlotte, nc,"$437,450.00",86,2702,77.82,77.80,77.83,47.0,-19.5,1.61,1.57
201708,2017-08-01,2017,August,28202,charlotte, nc,"$330,000.00",7277,4660,67.58,68.81,66.34,55.5,-11.0,1.28,1.18
201708,2017-08-01,2017,August,28278,charlotte, nc,"$421,555.00",5032,4818,66.94,61.09,72.78,62.5,-4.0,1.44,1.51
201708,2017-08-01,2017,August,28207,charlotte, nc,"$1,100,000.00",9623,4998,66.20,45.63,86.76,78.0,11.5,2.06,3.94
201708,2017-08-01,2017,August,28226,charlotte, nc,"$611,800.00",1124,5030,66.02,50.32,81.73,73.0,6.5,1.78,2.19
201708,2017-08-01,2017,August,28211,charlotte, nc,"$782,000.00",2613,6340,59.73,40.26,79.21,84.5,18.0,1.67,2.80
