Year/Month,Date,Year,Month,Zip Code,City,State,Median Listing Price,Household Count Rank,Hotness Rank,Hotness Score,Supply Score,Demand Score,Median Days on Market (DOM),Median DOM vs. US,Viewers per Property vs. US,Median List Price vs. US
202104,2021-04-01,2021,April,28269,charlotte, nc,"$305,000.00",45,209,92.97,89.16,96.79,13.0,-30.0,3.76,0.81
202104,2021-04-01,2021,April,28213,charlotte, nc,"$280,117.50",1585,248,92.38,91.24,93.52,11.0,-32.0,2.84,0.75
202104,2021-04-01,2021,April,28215,charlotte, nc,"$330,450.00",492,302,91.64,89.55,93.73,12.5,-30.5,2.89,0.88
202104,2021-04-01,2021,April,28262,charlotte, nc,"$370,700.00",1328,306,91.59,89.55,93.62,12.5,-30.5,2.87,0.99
202104,2021-04-01,2021,April,28214,charlotte, nc,"$290,000.00",2030,394,90.41,84.90,95.92,17.0,-26.0,3.42,0.77
202104,2021-04-01,2021,April,28270,charlotte, nc,"$734,950.00",2561,408,90.22,90.62,89.83,11.5,-31.5,2.37,1.96
202104,2021-04-01,2021,April,28273,charlotte, nc,"$324,950.00",1971,415,90.16,87.50,92.82,14.5,-28.5,2.73,0.87
202104,2021-04-01,2021,April,28212,charlotte, nc,"$255,500.00",1702,489,89.30,85.37,93.24,16.5,-26.5,2.80,0.68
202104,2021-04-01,2021,April,28216,charlotte, nc,"$284,950.00",589,865,85.54,81.60,89.49,19.5,-23.5,2.33,0.76
202104,2021-04-01,2021,April,28227,charlotte, nc,"$352,470.00",482,1574,80.19,72.54,87.83,26.0,-17.0,2.20,0.94
202104,2021-04-01,2021,April,28277,charlotte, nc,"$496,147.00",86,2059,77.38,77.57,77.18,22.5,-20.5,1.64,1.32
202104,2021-04-01,2021,April,28278,charlotte, nc,"$597,901.50",5032,2399,75.64,69.71,81.56,28.0,-15.0,1.83,1.59
202104,2021-04-01,2021,April,28210,charlotte, nc,"$447,000.00",464,3667,68.84,69.71,67.97,28.0,-15.0,1.36,1.19
202104,2021-04-01,2021,April,28209,charlotte, nc,"$734,000.00",3826,4606,64.44,74.16,54.72,25.0,-18.0,1.07,1.96
202104,2021-04-01,2021,April,28208,charlotte, nc,"$402,450.00",2204,4911,63.16,61.50,64.81,34.0,-9.0,1.28,1.07
202104,2021-04-01,2021,April,28226,charlotte, nc,"$630,517.50",1124,5773,59.34,55.66,63.03,38.5,-4.5,1.23,1.68
202104,2021-04-01,2021,April,28217,charlotte, nc,"$360,117.50",4081,6454,56.38,57.59,55.17,37.0,-6.0,1.08,0.96
202104,2021-04-01,2021,April,28204,charlotte, nc,"$630,311.50",10785,7849,50.48,66.78,34.17,30.0,-13.0,0.72,1.68
202104,2021-04-01,2021,April,28211,charlotte, nc,"$1,024,500.00",2613,8103,49.39,55.23,43.54,39.0,-4.0,0.87,2.73
202104,2021-04-01,2021,April,28203,charlotte, nc,"$532,000.00",6166,8571,47.32,53.99,40.64,40.0,-3.0,0.82,1.42
202104,2021-04-01,2021,April,28205,charlotte, nc,"$463,140.00",630,8590,47.21,55.23,39.20,39.0,-4.0,0.80,1.24
202104,2021-04-01,2021,April,28206,charlotte, nc,"$212,500.00",8412,9578,42.89,30.75,55.04,76.5,33.5,1.08,0.57
202104,2021-04-01,2021,April,28202,charlotte, nc,"$409,950.00",7277,11891,30.51,46.71,14.31,48.0,5.0,0.41,1.09
202104,2021-04-01,2021,April,28207,charlotte, nc,"$1,299,250.00",9623,12107,29.14,26.10,32.18,90.5,47.5,0.69,3.46
202103,2021-03-01,2021,March,28212,charlotte, nc,"$230,500.00",1702,239,93.26,89.25,97.27,12.5,-41.5,3.70,0.62
202103,2021-03-01,2021,March,28213,charlotte, nc,"$267,670.00",1585,561,89.44,90.21,88.68,11.5,-42.5,2.22,0.72
202103,2021-03-01,2021,March,28269,charlotte, nc,"$295,750.00",45,641,88.61,87.36,89.87,14.5,-39.5,2.32,0.80
202103,2021-03-01,2021,March,28262,charlotte, nc,"$363,500.00",1328,858,86.80,80.76,92.83,21.5,-32.5,2.65,0.98
202103,2021-03-01,2021,March,28273,charlotte, nc,"$310,000.00",1971,964,86.03,87.98,84.09,14.0,-40.0,1.91,0.84
202103,2021-03-01,2021,March,28214,charlotte, nc,"$317,500.00",2030,1332,83.42,71.29,95.55,31.5,-22.5,3.10,0.86
202103,2021-03-01,2021,March,28216,charlotte, nc,"$266,250.00",589,1345,83.32,80.76,85.87,21.5,-32.5,2.01,0.72
202103,2021-03-01,2021,March,28270,charlotte, nc,"$720,000.00",2561,1484,82.37,81.78,82.97,20.5,-33.5,1.86,1.95
202103,2021-03-01,2021,March,28227,charlotte, nc,"$398,000.00",482,1718,80.67,73.78,87.57,29.0,-25.0,2.13,1.08
202103,2021-03-01,2021,March,28215,charlotte, nc,"$353,052.50",492,1924,79.51,74.16,84.85,28.5,-25.5,1.95,0.95
202103,2021-03-01,2021,March,28210,charlotte, nc,"$439,950.00",464,2169,77.97,82.43,73.50,20.0,-34.0,1.49,1.19
202103,2021-03-01,2021,March,28277,charlotte, nc,"$502,462.50",86,2256,77.52,77.60,77.43,25.0,-29.0,1.62,1.36
202103,2021-03-01,2021,March,28217,charlotte, nc,"$370,670.00",4081,4122,67.56,82.75,52.37,19.5,-34.5,1.01,1.00
202103,2021-03-01,2021,March,28278,charlotte, nc,"$603,975.00",5032,4389,66.25,57.35,75.14,47.0,-7.0,1.55,1.63
202103,2021-03-01,2021,March,28204,charlotte, nc,"$547,910.00",10785,5171,62.53,79.44,45.62,23.0,-31.0,0.90,1.48
202103,2021-03-01,2021,March,28211,charlotte, nc,"$1,149,750.00",2613,5413,61.44,68.95,53.93,34.0,-20.0,1.04,3.11
202103,2021-03-01,2021,March,28226,charlotte, nc,"$750,000.00",1124,5791,59.74,51.65,67.83,54.0,0.0,1.34,2.03
202103,2021-03-01,2021,March,28208,charlotte, nc,"$398,250.00",2204,5915,59.25,68.00,50.49,35.0,-19.0,0.97,1.08
202103,2021-03-01,2021,March,28203,charlotte, nc,"$467,200.00",6166,6692,55.87,68.36,43.37,34.5,-19.5,0.86,1.26
202103,2021-03-01,2021,March,28206,charlotte, nc,"$251,250.00",8412,7081,54.17,52.64,55.70,52.5,-1.5,1.08,0.68
202103,2021-03-01,2021,March,28205,charlotte, nc,"$465,000.00",630,7448,52.67,63.53,41.81,39.5,-14.5,0.83,1.26
202103,2021-03-01,2021,March,28209,charlotte, nc,"$727,000.00",3826,7775,51.29,60.79,41.79,42.5,-11.5,0.83,1.97
202103,2021-03-01,2021,March,28202,charlotte, nc,"$399,950.00",7277,10357,39.13,55.91,22.34,48.5,-5.5,0.53,1.08
202103,2021-03-01,2021,March,28207,charlotte, nc,"$1,299,000.00",9623,12475,27.54,23.57,31.52,131.0,77.0,0.68,3.51
202102,2021-02-01,2021,February,28212,charlotte, nc,"$249,750.00",1702,147,95.52,93.62,97.41,12.0,-58.0,3.98,0.71
202102,2021-02-01,2021,February,28273,charlotte, nc,"$328,915.00",1971,338,92.61,95.94,89.29,8.0,-62.0,2.32,0.93
202102,2021-02-01,2021,February,28216,charlotte, nc,"$253,950.00",589,352,92.44,89.11,95.77,18.5,-51.5,3.33,0.72
202102,2021-02-01,2021,February,28213,charlotte, nc,"$176,450.00",1585,361,92.35,91.15,93.55,15.5,-54.5,2.84,0.50
202102,2021-02-01,2021,February,28269,charlotte, nc,"$289,000.00",45,542,90.42,86.57,94.26,22.0,-48.0,2.96,0.82
202102,2021-02-01,2021,February,28217,charlotte, nc,"$365,900.00",4081,703,88.96,93.62,84.31,12.0,-58.0,1.96,1.04
202102,2021-02-01,2021,February,28277,charlotte, nc,"$485,202.50",86,844,87.79,89.57,86.01,18.0,-52.0,2.06,1.38
202102,2021-02-01,2021,February,28262,charlotte, nc,"$350,050.00",1328,985,86.69,81.54,91.85,28.0,-42.0,2.60,0.99
202102,2021-02-01,2021,February,28214,charlotte, nc,"$315,000.00",2030,1068,85.92,77.26,94.59,32.5,-37.5,3.02,0.89
202102,2021-02-01,2021,February,28215,charlotte, nc,"$292,500.00",492,1147,85.34,88.32,82.36,19.5,-50.5,1.85,0.83
202102,2021-02-01,2021,February,28210,charlotte, nc,"$445,000.00",464,1597,81.86,86.83,76.88,21.5,-48.5,1.62,1.26
202102,2021-02-01,2021,February,28227,charlotte, nc,"$350,900.00",482,1754,80.83,80.11,81.54,29.5,-40.5,1.81,1.00
202102,2021-02-01,2021,February,28270,charlotte, nc,"$667,500.00",2561,1993,79.10,69.42,88.79,41.5,-28.5,2.27,1.89
202102,2021-02-01,2021,February,28278,charlotte, nc,"$533,088.00",5032,2024,78.84,66.63,91.06,46.0,-24.0,2.50,1.51
202102,2021-02-01,2021,February,28203,charlotte, nc,"$434,900.00",6166,3688,69.52,82.45,56.60,27.0,-43.0,1.09,1.23
202102,2021-02-01,2021,February,28206,charlotte, nc,"$258,750.00",8412,4000,68.02,78.12,57.92,31.5,-38.5,1.12,0.73
202102,2021-02-01,2021,February,28226,charlotte, nc,"$844,750.00",1124,5445,61.56,49.17,73.96,75.0,5.0,1.52,2.40
202102,2021-02-01,2021,February,28208,charlotte, nc,"$349,925.00",2204,5495,61.24,71.66,50.82,39.0,-31.0,0.99,0.99
202102,2021-02-01,2021,February,28205,charlotte, nc,"$455,932.00",630,6373,57.38,71.96,42.79,38.5,-31.5,0.85,1.29
202102,2021-02-01,2021,February,28209,charlotte, nc,"$639,900.00",3826,6503,56.77,62.04,51.51,54.0,-16.0,1.00,1.82
202102,2021-02-01,2021,February,28204,charlotte, nc,"$449,157.50",10785,7236,53.64,71.08,36.20,39.5,-30.5,0.75,1.27
202102,2021-02-01,2021,February,28211,charlotte, nc,"$1,057,390.50",2613,10166,40.88,40.83,40.93,90.5,20.5,0.82,3.00
202102,2021-02-01,2021,February,28202,charlotte, nc,"$432,500.00",7277,10539,39.23,55.10,23.36,65.0,-5.0,0.55,1.23
202102,2021-02-01,2021,February,28207,charlotte, nc,"$1,235,000.00",9623,12321,29.08,21.84,36.32,139.0,69.0,0.75,3.50
202101,2021-01-01,2021,January,28213,charlotte, nc,"$259,900.00",1585,115,95.51,93.51,97.51,19.0,-57.0,4.13,0.75
202101,2021-01-01,2021,January,28206,charlotte, nc,"$299,900.00",8412,197,93.81,95.47,92.14,14.0,-62.0,2.64,0.87
202101,2021-01-01,2021,January,28212,charlotte, nc,"$288,000.00",1702,245,93.24,91.54,94.93,24.0,-52.0,3.16,0.83
202101,2021-01-01,2021,January,28269,charlotte, nc,"$291,900.00",45,266,92.83,92.94,92.72,21.0,-55.0,2.73,0.84
202101,2021-01-01,2021,January,28273,charlotte, nc,"$324,490.00",1971,315,92.21,89.49,94.93,29.0,-47.0,3.16,0.94
202101,2021-01-01,2021,January,28214,charlotte, nc,"$324,390.00",2030,407,91.07,89.49,92.64,29.0,-47.0,2.72,0.94
202101,2021-01-01,2021,January,28227,charlotte, nc,"$345,900.00",482,734,87.39,92.00,82.78,23.0,-53.0,1.87,1.00
202101,2021-01-01,2021,January,28216,charlotte, nc,"$289,000.00",589,921,85.63,77.30,93.95,46.0,-30.0,2.94,0.83
202101,2021-01-01,2021,January,28215,charlotte, nc,"$300,000.00",492,1197,83.37,84.92,81.82,37.0,-39.0,1.83,0.87
202101,2021-01-01,2021,January,28262,charlotte, nc,"$332,705.00",1328,1679,79.82,81.41,78.23,42.0,-34.0,1.67,0.96
202101,2021-01-01,2021,January,28277,charlotte, nc,"$440,985.00",86,1797,79.06,70.93,87.19,54.0,-22.0,2.14,1.27
202101,2021-01-01,2021,January,28217,charlotte, nc,"$352,900.00",4081,2442,75.10,66.85,83.35,58.0,-18.0,1.91,1.02
202101,2021-01-01,2021,January,28210,charlotte, nc,"$463,400.00",464,3142,71.39,65.70,77.08,59.0,-17.0,1.63,1.34
202101,2021-01-01,2021,January,28278,charlotte, nc,"$459,900.00",5032,3673,68.72,60.36,77.08,65.0,-11.0,1.63,1.33
202101,2021-01-01,2021,January,28208,charlotte, nc,"$349,950.00",2204,3736,68.43,76.38,60.47,48.0,-28.0,1.19,1.01
202101,2021-01-01,2021,January,28270,charlotte, nc,"$600,000.00",2561,4114,66.71,43.36,90.06,86.0,10.0,2.38,1.73
202101,2021-01-01,2021,January,28204,charlotte, nc,"$456,820.00",10785,5057,62.41,80.45,44.36,43.0,-33.0,0.90,1.32
202101,2021-01-01,2021,January,28226,charlotte, nc,"$890,000.00",1124,6035,58.13,38.60,77.66,93.0,17.0,1.65,2.57
202101,2021-01-01,2021,January,28203,charlotte, nc,"$619,900.00",6166,6915,54.32,54.80,53.84,71.0,-5.0,1.06,1.79
202101,2021-01-01,2021,January,28211,charlotte, nc,"$892,200.00",2613,8124,49.26,51.95,46.56,74.0,-2.0,0.93,2.58
202101,2021-01-01,2021,January,28209,charlotte, nc,"$554,000.00",3826,8426,48.09,53.91,42.26,72.0,-4.0,0.86,1.60
202101,2021-01-01,2021,January,28205,charlotte, nc,"$453,208.00",630,8890,46.22,50.15,42.29,77.0,1.0,0.86,1.31
202101,2021-01-01,2021,January,28202,charlotte, nc,"$439,000.00",7277,9140,44.99,69.06,20.91,56.0,-20.0,0.53,1.27
202101,2021-01-01,2021,January,28207,charlotte, nc,"$1,295,000.00",9623,11845,31.49,17.82,45.15,146.0,70.0,0.91,3.74
202012,2020-12-01,2020,December,28212,charlotte, nc,"$255,000.00",1702,6,98.29,97.45,99.14,15.5,-50.5,8.26,0.75
202012,2020-12-01,2020,December,28213,charlotte, nc,"$242,450.00",1585,107,94.54,90.43,98.64,34.5,-31.5,5.79,0.71
202012,2020-12-01,2020,December,28206,charlotte, nc,"$314,950.00",8412,126,94.13,94.57,93.69,26.5,-39.5,2.91,0.93
202012,2020-12-01,2020,December,28273,charlotte, nc,"$323,990.00",1971,137,93.87,92.90,94.85,30.5,-35.5,3.16,0.95
202012,2020-12-01,2020,December,28269,charlotte, nc,"$276,500.00",45,307,91.22,87.82,94.62,38.0,-28.0,3.10,0.81
202012,2020-12-01,2020,December,28214,charlotte, nc,"$290,705.00",2030,371,90.47,88.16,92.78,37.5,-28.5,2.74,0.85
202012,2020-12-01,2020,December,28216,charlotte, nc,"$267,000.00",589,523,89.09,83.42,94.77,42.0,-24.0,3.14,0.79
202012,2020-12-01,2020,December,28217,charlotte, nc,"$285,000.00",4081,1172,83.82,91.58,76.07,33.0,-33.0,1.62,0.84
202012,2020-12-01,2020,December,28215,charlotte, nc,"$284,905.00",492,1341,82.76,82.75,82.77,42.5,-23.5,1.90,0.84
202012,2020-12-01,2020,December,28262,charlotte, nc,"$328,500.00",1328,1661,80.74,71.79,89.68,51.5,-14.5,2.38,0.97
202012,2020-12-01,2020,December,28277,charlotte, nc,"$440,304.50",86,1757,80.21,72.99,87.42,50.5,-15.5,2.19,1.29
202012,2020-12-01,2020,December,28227,charlotte, nc,"$346,400.00",482,1824,79.77,69.69,89.85,53.0,-13.0,2.40,1.02
202012,2020-12-01,2020,December,28278,charlotte, nc,"$420,068.00",5032,1959,78.91,79.36,78.45,45.5,-20.5,1.71,1.24
202012,2020-12-01,2020,December,28270,charlotte, nc,"$577,450.00",2561,2887,73.68,59.95,87.41,60.5,-5.5,2.19,1.70
202012,2020-12-01,2020,December,28210,charlotte, nc,"$439,900.00",464,4356,66.66,63.71,69.62,57.5,-8.5,1.41,1.29
202012,2020-12-01,2020,December,28209,charlotte, nc,"$537,500.00",3826,5123,63.15,72.35,53.96,51.0,-15.0,1.07,1.58
202012,2020-12-01,2020,December,28208,charlotte, nc,"$292,495.00",2204,5322,62.26,64.28,60.23,57.0,-9.0,1.19,0.86
202012,2020-12-01,2020,December,28203,charlotte, nc,"$602,500.00",6166,6525,57.11,68.25,45.98,54.0,-12.0,0.93,1.77
202012,2020-12-01,2020,December,28226,charlotte, nc,"$820,100.00",1124,6596,56.81,35.56,78.06,87.5,21.5,1.69,2.41
202012,2020-12-01,2020,December,28204,charlotte, nc,"$424,900.00",10785,7542,52.87,50.10,55.63,69.5,3.5,1.10,1.25
202012,2020-12-01,2020,December,28211,charlotte, nc,"$794,450.00",2613,7911,51.07,49.14,53.00,70.5,4.5,1.05,2.34
202012,2020-12-01,2020,December,28205,charlotte, nc,"$447,097.00",630,8706,47.52,58.79,36.25,61.5,-4.5,0.78,1.31
202012,2020-12-01,2020,December,28202,charlotte, nc,"$412,500.00",7277,9085,45.82,63.71,27.93,57.5,-8.5,0.66,1.21
202012,2020-12-01,2020,December,28207,charlotte, nc,"$1,320,000.00",9623,11865,31.21,18.57,43.86,131.0,65.0,0.90,3.88
202011,2020-11-01,2020,November,28212,charlotte, nc,"$235,443.50",1702,86,94.78,91.49,98.07,28.0,-29.5,4.67,0.68
202011,2020-11-01,2020,November,28213,charlotte, nc,"$245,000.00",1585,123,93.91,90.35,97.48,29.5,-28.0,4.18,0.70
202011,2020-11-01,2020,November,28273,charlotte, nc,"$326,365.00",1971,318,90.95,87.30,94.59,33.0,-24.5,3.05,0.94
202011,2020-11-01,2020,November,28269,charlotte, nc,"$280,000.00",45,367,90.38,86.68,94.07,33.5,-24.0,2.95,0.80
202011,2020-11-01,2020,November,28216,charlotte, nc,"$281,250.00",589,368,90.36,87.73,92.99,32.5,-25.0,2.76,0.81
202011,2020-11-01,2020,November,28262,charlotte, nc,"$315,950.00",1328,873,85.51,83.58,87.43,36.0,-21.5,2.18,0.91
202011,2020-11-01,2020,November,28227,charlotte, nc,"$354,825.00",482,1078,83.92,78.61,89.22,39.5,-18.0,2.33,1.02
202011,2020-11-01,2020,November,28215,charlotte, nc,"$283,995.00",492,1112,83.70,83.58,83.82,36.0,-21.5,1.96,0.82
202011,2020-11-01,2020,November,28217,charlotte, nc,"$279,950.00",4081,1143,83.53,85.52,81.55,34.5,-23.0,1.85,0.80
202011,2020-11-01,2020,November,28270,charlotte, nc,"$557,450.00",2561,1160,83.40,82.97,83.82,36.5,-21.0,1.96,1.60
202011,2020-11-01,2020,November,28278,charlotte, nc,"$421,479.00",5032,1504,80.76,82.40,79.13,37.0,-20.5,1.75,1.21
202011,2020-11-01,2020,November,28214,charlotte, nc,"$294,660.00",2030,1602,80.05,66.12,93.98,48.0,-9.5,2.93,0.85
202011,2020-11-01,2020,November,28277,charlotte, nc,"$441,717.50",86,1915,78.16,77.18,79.14,40.5,-17.0,1.75,1.27
202011,2020-11-01,2020,November,28206,charlotte, nc,"$307,450.00",8412,2669,74.10,71.11,77.09,45.0,-12.5,1.67,0.88
202011,2020-11-01,2020,November,28210,charlotte, nc,"$439,700.00",464,3477,69.93,73.71,66.15,43.0,-14.5,1.35,1.26
202011,2020-11-01,2020,November,28203,charlotte, nc,"$595,000.00",6166,4538,65.11,80.17,50.05,38.5,-19.0,1.02,1.71
202011,2020-11-01,2020,November,28208,charlotte, nc,"$294,495.00",2204,5820,59.30,64.49,54.12,49.0,-8.5,1.09,0.85
202011,2020-11-01,2020,November,28209,charlotte, nc,"$619,700.00",3826,6427,56.83,63.58,50.09,49.5,-8.0,1.02,1.78
202011,2020-11-01,2020,November,28226,charlotte, nc,"$784,450.00",1124,6906,54.76,44.04,65.48,67.5,10.0,1.33,2.25
202011,2020-11-01,2020,November,28205,charlotte, nc,"$443,019.50",630,7509,52.26,67.71,36.82,47.0,-10.5,0.80,1.27
202011,2020-11-01,2020,November,28211,charlotte, nc,"$849,000.00",2613,9497,43.52,42.11,44.94,69.5,12.0,0.93,2.44
202011,2020-11-01,2020,November,28202,charlotte, nc,"$400,908.00",7277,10527,38.45,52.40,24.50,59.0,1.5,0.62,1.15
202011,2020-11-01,2020,November,28204,charlotte, nc,"$449,900.00",10785,10850,36.81,40.77,32.86,71.5,14.0,0.75,1.29
202011,2020-11-01,2020,November,28207,charlotte, nc,"$1,299,000.00",9623,12189,29.17,18.09,40.24,123.5,66.0,0.85,3.73
202010,2020-10-01,2020,October,28213,charlotte, nc,"$235,000.00",1585,24,96.83,96.23,97.43,15.0,-38.0,3.98,0.67
202010,2020-10-01,2020,October,28273,charlotte, nc,"$290,000.00",1971,32,96.49,96.23,96.75,15.0,-38.0,3.65,0.83
202010,2020-10-01,2020,October,28212,charlotte, nc,"$245,000.00",1702,48,95.98,93.98,97.98,20.0,-33.0,4.38,0.70
202010,2020-10-01,2020,October,28269,charlotte, nc,"$271,000.00",45,307,90.73,86.03,95.42,29.0,-24.0,3.22,0.77
202010,2020-10-01,2020,October,28262,charlotte, nc,"$301,588.00",1328,431,89.06,88.75,89.37,27.0,-26.0,2.35,0.86
202010,2020-10-01,2020,October,28216,charlotte, nc,"$275,000.00",589,613,87.01,78.97,95.06,35.0,-18.0,3.15,0.79
202010,2020-10-01,2020,October,28217,charlotte, nc,"$244,500.00",4081,1015,83.74,82.59,84.89,32.0,-21.0,2.03,0.70
202010,2020-10-01,2020,October,28215,charlotte, nc,"$274,490.00",492,1472,80.65,82.59,78.70,32.0,-21.0,1.74,0.78
202010,2020-10-01,2020,October,28227,charlotte, nc,"$358,350.00",482,1478,80.61,72.84,88.38,39.0,-14.0,2.26,1.02
202010,2020-10-01,2020,October,28270,charlotte, nc,"$575,000.00",2561,1703,79.19,75.55,82.83,37.0,-16.0,1.91,1.64
202010,2020-10-01,2020,October,28277,charlotte, nc,"$460,000.00",86,1868,78.21,80.94,75.48,34.0,-19.0,1.62,1.31
202010,2020-10-01,2020,October,28214,charlotte, nc,"$270,000.00",2030,2165,76.39,57.72,95.07,50.0,-3.0,3.15,0.77
202010,2020-10-01,2020,October,28278,charlotte, nc,"$449,000.00",5032,2219,76.04,69.26,82.83,42.0,-11.0,1.91,1.28
202010,2020-10-01,2020,October,28210,charlotte, nc,"$439,900.00",464,4013,67.02,67.53,66.50,43.0,-10.0,1.36,1.26
202010,2020-10-01,2020,October,28206,charlotte, nc,"$345,667.00",8412,4134,66.46,49.91,83.00,57.0,4.0,1.93,0.99
202010,2020-10-01,2020,October,28203,charlotte, nc,"$599,180.00",6166,4406,65.22,74.18,56.25,38.0,-15.0,1.13,1.71
202010,2020-10-01,2020,October,28208,charlotte, nc,"$278,000.00",2204,4637,64.19,71.18,57.21,41.0,-12.0,1.15,0.79
202010,2020-10-01,2020,October,28204,charlotte, nc,"$449,900.00",10785,5437,60.81,71.18,50.45,41.0,-12.0,1.03,1.29
202010,2020-10-01,2020,October,28209,charlotte, nc,"$649,500.00",3826,6675,55.76,62.77,48.76,46.0,-7.0,0.99,1.86
202010,2020-10-01,2020,October,28226,charlotte, nc,"$750,000.00",1124,6896,54.77,37.38,72.16,71.0,18.0,1.51,2.14
202010,2020-10-01,2020,October,28205,charlotte, nc,"$454,971.00",630,8565,47.41,61.10,33.71,48.0,-5.0,0.75,1.30
202010,2020-10-01,2020,October,28211,charlotte, nc,"$999,000.00",2613,9481,43.43,41.12,45.75,66.0,13.0,0.94,2.86
202010,2020-10-01,2020,October,28202,charlotte, nc,"$389,000.00",7277,11099,35.43,51.18,19.68,56.0,3.0,0.54,1.11
202010,2020-10-01,2020,October,28207,charlotte, nc,"$1,350,000.00",9623,12543,27.00,22.89,31.10,101.0,48.0,0.71,3.86
202009,2020-09-01,2020,September,28212,charlotte, nc,"$247,450.00",1702,65,96.38,94.07,98.69,18.5,-35.5,5.47,0.71
202009,2020-09-01,2020,September,28213,charlotte, nc,"$224,450.00",1585,85,95.69,93.42,97.95,19.5,-34.5,4.43,0.64
202009,2020-09-01,2020,September,28273,charlotte, nc,"$286,500.00",1971,148,94.42,90.68,98.16,24.0,-30.0,4.63,0.82
202009,2020-09-01,2020,September,28217,charlotte, nc,"$247,400.00",4081,465,90.11,87.19,93.03,28.0,-26.0,2.78,0.71
202009,2020-09-01,2020,September,28269,charlotte, nc,"$268,150.00",45,769,86.89,81.16,92.62,33.5,-20.5,2.72,0.77
202009,2020-09-01,2020,September,28216,charlotte, nc,"$246,000.00",589,803,86.62,78.59,94.65,35.5,-18.5,3.07,0.70
202009,2020-09-01,2020,September,28214,charlotte, nc,"$279,950.00",2030,1059,84.49,76.14,92.84,37.5,-16.5,2.75,0.80
202009,2020-09-01,2020,September,28215,charlotte, nc,"$279,950.00",492,1161,83.77,85.14,82.39,30.0,-24.0,1.90,0.80
202009,2020-09-01,2020,September,28227,charlotte, nc,"$367,450.00",482,1314,82.64,80.66,84.62,34.0,-20.0,2.02,1.05
202009,2020-09-01,2020,September,28206,charlotte, nc,"$329,950.00",8412,1426,81.98,80.66,83.30,34.0,-20.0,1.95,0.94
202009,2020-09-01,2020,September,28270,charlotte, nc,"$529,450.00",2561,1661,80.40,74.66,86.14,38.5,-15.5,2.10,1.51
202009,2020-09-01,2020,September,28262,charlotte, nc,"$307,530.50",1328,2040,78.09,64.77,91.42,46.0,-8.0,2.57,0.88
202009,2020-09-01,2020,September,28277,charlotte, nc,"$447,332.00",86,2473,75.58,72.72,78.44,40.0,-14.0,1.73,1.28
202009,2020-09-01,2020,September,28278,charlotte, nc,"$422,500.00",5032,2662,74.54,65.31,83.77,45.5,-8.5,1.97,1.21
202009,2020-09-01,2020,September,28210,charlotte, nc,"$437,200.00",464,3707,69.03,76.81,61.26,37.0,-17.0,1.23,1.25
202009,2020-09-01,2020,September,28208,charlotte, nc,"$289,900.00",2204,3798,68.62,76.81,60.43,37.0,-17.0,1.22,0.83
202009,2020-09-01,2020,September,28204,charlotte, nc,"$520,450.00",10785,4040,67.42,85.65,49.20,29.5,-24.5,1.00,1.49
202009,2020-09-01,2020,September,28209,charlotte, nc,"$613,650.00",3826,5539,60.46,70.55,50.37,41.5,-12.5,1.02,1.75
202009,2020-09-01,2020,September,28203,charlotte, nc,"$649,500.00",6166,5623,60.11,67.21,53.02,44.0,-10.0,1.07,1.86
202009,2020-09-01,2020,September,28226,charlotte, nc,"$672,500.00",1124,6301,57.17,50.96,63.39,57.5,3.5,1.28,1.92
202009,2020-09-01,2020,September,28205,charlotte, nc,"$451,786.00",630,8925,46.04,59.88,32.20,49.5,-4.5,0.72,1.29
202009,2020-09-01,2020,September,28211,charlotte, nc,"$1,032,000.00",2613,9072,45.44,45.04,45.84,63.5,9.5,0.93,2.95
202009,2020-09-01,2020,September,28202,charlotte, nc,"$379,900.00",7277,10356,39.72,59.32,20.12,50.0,-4.0,0.53,1.09
202009,2020-09-01,2020,September,28207,charlotte, nc,"$1,395,000.00",9623,11193,35.37,33.20,37.54,80.5,26.5,0.80,3.99
202008,2020-08-01,2020,August,28213,charlotte, nc,"$227,500.00",1585,88,96.06,94.28,97.83,18.0,-38.0,4.27,0.65
202008,2020-08-01,2020,August,28273,charlotte, nc,"$285,000.00",1971,163,94.08,91.38,96.78,23.0,-33.0,3.66,0.81
202008,2020-08-01,2020,August,28217,charlotte, nc,"$274,700.00",4081,180,93.84,92.98,94.71,21.0,-35.0,3.06,0.79
202008,2020-08-01,2020,August,28212,charlotte, nc,"$244,000.00",1702,344,91.20,84.73,97.68,31.0,-25.0,4.16,0.70
202008,2020-08-01,2020,August,28216,charlotte, nc,"$253,000.00",589,357,91.11,88.03,94.19,28.0,-28.0,2.97,0.72
202008,2020-08-01,2020,August,28269,charlotte, nc,"$270,000.00",45,513,89.54,85.82,93.26,30.0,-26.0,2.81,0.77
202008,2020-08-01,2020,August,28214,charlotte, nc,"$284,900.00",2030,548,89.14,85.82,92.47,30.0,-26.0,2.69,0.81
202008,2020-08-01,2020,August,28215,charlotte, nc,"$275,000.00",492,619,88.30,90.59,86.02,24.0,-32.0,2.10,0.79
202008,2020-08-01,2020,August,28262,charlotte, nc,"$300,061.00",1328,1085,84.17,82.40,85.94,34.0,-22.0,2.10,0.86
202008,2020-08-01,2020,August,28206,charlotte, nc,"$347,856.00",8412,1162,83.70,85.82,81.57,30.0,-26.0,1.87,0.99
202008,2020-08-01,2020,August,28208,charlotte, nc,"$275,000.00",2204,1382,82.16,90.59,73.73,24.0,-32.0,1.56,0.79
