Year/Month,Year,Month,Zip Code,City,State,Median Listing Price,Average Listing Price,Active Listing Count,Median Days on Market,New Listing Count,Price Increased Count,Price Reduced Count,Pending Listing Count,Median Price per Square Foot (List Price),Median Square Feet,Total Listing Count,Pending Ratio
202104,2021,April,28213,charlotte, nc,"$280,117.50","$285,710.02",16,11.0,36,0,0,28,$138.05,"2,109.0",44,1.75
202104,2021,April,28262,charlotte, nc,"$370,700.00","$337,630.05",13,12.5,12,0,0,26,$162.75,"2,262.0",39,2.0
202104,2021,April,28207,charlotte, nc,"$1,299,250.00","$1,530,404.68",52,90.5,20,0,12,45,$447.01,"2,740.5",97,0.865384615
202104,2021,April,28202,charlotte, nc,"$409,950.00","$559,791.09",85,48.0,28,0,20,41,$343.04,"1,221.5",126,0.48235294100000004
202104,2021,April,28226,charlotte, nc,"$630,517.50","$949,039.63",52,38.5,48,4,16,78,$231.56,"2,870.0",130,1.5
202104,2021,April,28208,charlotte, nc,"$402,450.00","$399,790.59",38,34.0,28,0,16,116,$252.79,"1,630.0",154,3.052631579
202104,2021,April,28278,charlotte, nc,"$597,901.50","$933,585.46",45,28.0,36,4,12,50,$192.41,"3,292.5",95,1.111111111
202104,2021,April,28203,charlotte, nc,"$532,000.00","$741,035.47",51,40.0,24,0,24,60,$352.99,"1,468.5",111,1.176470588
202104,2021,April,28227,charlotte, nc,"$352,470.00","$385,260.01",31,26.0,56,4,0,44,$183.90,"1,875.0",75,1.4193548390000001
202104,2021,April,28277,charlotte, nc,"$496,147.00","$615,104.87",49,22.5,68,0,8,77,$195.01,"2,618.5",126,1.571428571
202104,2021,April,28211,charlotte, nc,"$1,024,500.00","$1,312,736.89",77,39.0,36,0,32,81,$323.50,"3,251.0",158,1.051948052
202104,2021,April,28217,charlotte, nc,"$360,117.50","$354,780.48",13,37.0,20,4,0,15,$183.46,"1,772.5",28,1.153846154
202104,2021,April,28269,charlotte, nc,"$305,000.00","$308,460.93",28,13.0,56,4,0,54,$144.07,"2,106.5",82,1.928571429
202104,2021,April,28215,charlotte, nc,"$330,450.00","$329,077.10",22,12.5,40,4,8,230,$172.69,"1,754.0",252,10.45454545
202104,2021,April,28270,charlotte, nc,"$734,950.00","$792,334.23",26,11.5,36,0,4,36,$199.21,"3,166.5",62,1.384615385
202104,2021,April,28205,charlotte, nc,"$463,140.00","$504,962.61",64,39.0,60,8,12,107,$274.19,"1,768.5",171,1.671875
202104,2021,April,28204,charlotte, nc,"$630,311.50","$627,277.98",24,30.0,24,0,4,37,$289.59,"2,023.0",61,1.5416666669999999
202104,2021,April,28216,charlotte, nc,"$284,950.00","$365,958.01",23,19.5,40,0,4,67,$173.36,"1,596.0",90,2.913043478
202104,2021,April,28209,charlotte, nc,"$734,000.00","$842,187.20",49,25.0,36,0,20,64,$300.16,"2,604.0",113,1.306122449
202104,2021,April,28214,charlotte, nc,"$290,000.00","$343,822.64",16,17.0,20,4,4,37,$153.75,"1,789.0",53,2.3125
202104,2021,April,28210,charlotte, nc,"$447,000.00","$706,039.40",40,28.0,52,0,8,95,$239.44,"1,926.5",135,2.375
202103,2021,March,28205,charlotte, nc,"$465,000.00","$502,067.64",68,39.5,60,0,24,82,$275.32,"1,776.5",150,1.205882353
202103,2021,March,28226,charlotte, nc,"$750,000.00","$1,041,832.20",50,54.0,40,0,8,70,$238.26,"2,901.0",120,1.4
202103,2021,March,28202,charlotte, nc,"$399,950.00","$578,081.08",80,48.5,40,0,20,41,$350.86,"1,194.0",121,0.5125
202103,2021,March,28227,charlotte, nc,"$398,000.00","$435,701.10",27,29.0,32,4,4,45,$190.59,"1,958.0",72,1.6666666669999999
202103,2021,March,28203,charlotte, nc,"$467,200.00","$799,629.93",41,34.5,24,4,16,68,$352.00,"1,361.0",109,1.658536585
202103,2021,March,28277,charlotte, nc,"$502,462.50","$679,027.86",40,25.0,48,4,4,72,$199.93,"2,863.0",112,1.8
202103,2021,March,28211,charlotte, nc,"$1,149,750.00","$1,396,574.66",76,34.0,52,4,24,65,$329.85,"3,456.0",141,0.855263158
202103,2021,March,28214,charlotte, nc,"$317,500.00","$360,354.00",19,31.5,28,0,0,49,$161.54,"1,648.0",68,2.578947368
202103,2021,March,28269,charlotte, nc,"$295,750.00","$303,782.85",22,14.5,44,0,4,55,$160.01,"1,838.0",77,2.5
202103,2021,March,28270,charlotte, nc,"$720,000.00","$686,952.86",19,20.5,28,0,0,40,$216.59,"3,071.5",59,2.105263158
202103,2021,March,28210,charlotte, nc,"$439,950.00","$696,850.26",47,20.0,72,0,12,89,$236.19,"2,033.5",136,1.8936170209999998
202103,2021,March,28208,charlotte, nc,"$398,250.00","$387,573.04",50,35.0,40,8,12,109,$244.17,"1,519.0",159,2.18
202103,2021,March,28278,charlotte, nc,"$603,975.00","$917,209.44",45,47.0,48,16,4,72,$194.27,"3,559.5",117,1.6
202103,2021,March,28204,charlotte, nc,"$547,910.00","$548,301.96",34,23.0,28,8,8,32,$284.65,"1,854.0",66,0.9411764709999999
202103,2021,March,28217,charlotte, nc,"$370,670.00","$371,835.46",14,19.5,8,12,0,9,$186.82,"2,003.0",23,0.642857143
202103,2021,March,28213,charlotte, nc,"$267,670.00","$256,458.00",13,11.5,24,0,0,30,$146.90,"1,832.5",43,2.307692308
202103,2021,March,28209,charlotte, nc,"$727,000.00","$845,200.68",57,42.5,40,0,20,78,$294.72,"2,414.5",135,1.368421053
202103,2021,March,28207,charlotte, nc,"$1,299,000.00","$1,409,480.20",54,131.0,20,0,12,39,$399.37,"2,679.5",93,0.7222222220000001
202103,2021,March,28215,charlotte, nc,"$353,052.50","$342,212.48",29,28.5,40,4,8,249,$178.84,"1,804.0",278,8.586206897
202103,2021,March,28216,charlotte, nc,"$266,250.00","$363,421.30",23,21.5,32,0,8,71,$182.66,"1,546.5",94,3.086956522
202103,2021,March,28273,charlotte, nc,"$310,000.00","$297,963.33",14,14.0,20,0,0,24,$173.76,"1,768.0",38,1.714285714
202102,2021,February,28277,charlotte, nc,"$485,202.50","$649,247.43",45,18.0,56,4,4,67,$184.29,"2,908.5",112,1.488888889
202102,2021,February,28273,charlotte, nc,"$328,915.00","$316,750.25",16,8.0,44,0,0,30,$159.60,"2,024.5",46,1.875
202102,2021,February,28202,charlotte, nc,"$432,500.00","$587,036.03",85,65.0,36,0,12,38,$349.71,"1,241.5",123,0.44705882399999997
202102,2021,February,28227,charlotte, nc,"$350,900.00","$392,640.10",41,29.5,32,8,8,38,$186.57,"1,875.0",79,0.926829268
202102,2021,February,28214,charlotte, nc,"$315,000.00","$344,547.71",28,32.5,32,4,12,42,$149.73,"2,188.0",70,1.5
202102,2021,February,28213,charlotte, nc,"$176,450.00","$186,529.05",15,15.5,16,0,0,29,$131.04,"1,354.5",44,1.9333333330000002
202102,2021,February,28262,charlotte, nc,"$350,050.00","$332,871.26",17,28.0,16,12,0,36,$145.57,"2,393.0",53,2.1176470590000003
202102,2021,February,28205,charlotte, nc,"$455,932.00","$523,342.00",77,38.5,40,4,24,96,$277.42,"1,801.0",173,1.246753247
202102,2021,February,28217,charlotte, nc,"$365,900.00","$339,751.93",14,12.0,20,8,0,11,$177.95,"1,985.5",25,0.7857142859999999
202102,2021,February,28269,charlotte, nc,"$289,000.00","$287,681.53",36,22.0,40,4,4,55,$159.06,"1,790.0",91,1.5277777780000001
202102,2021,February,28211,charlotte, nc,"$1,057,390.50","$1,265,364.99",88,90.5,36,4,16,62,$314.09,"3,378.5",150,0.704545455
202102,2021,February,28204,charlotte, nc,"$449,157.50","$465,486.61",25,39.5,12,0,4,35,$293.38,"1,593.0",60,1.4
202102,2021,February,28215,charlotte, nc,"$292,500.00","$314,066.31",56,19.5,76,24,4,145,$176.64,"1,668.5",201,2.589285714
202102,2021,February,28216,charlotte, nc,"$253,950.00","$356,749.29",30,18.5,32,0,8,70,$170.39,"1,588.0",100,2.333333333
202102,2021,February,28270,charlotte, nc,"$667,500.00","$721,070.33",19,41.5,20,0,0,47,$202.81,"3,110.0",66,2.473684211
202102,2021,February,28208,charlotte, nc,"$349,925.00","$358,715.74",69,39.0,44,4,12,100,$239.61,"1,426.0",169,1.4492753619999998
202102,2021,February,28209,charlotte, nc,"$639,900.00","$764,080.69",69,54.0,48,0,24,61,$292.86,"2,162.0",130,0.8840579709999999
202102,2021,February,28210,charlotte, nc,"$445,000.00","$650,504.86",43,21.5,52,4,8,94,$224.80,"2,035.5",137,2.186046512
202102,2021,February,28226,charlotte, nc,"$844,750.00","$1,035,901.98",59,75.0,40,16,16,73,$245.66,"3,000.5",132,1.2372881359999999
202102,2021,February,28203,charlotte, nc,"$434,900.00","$767,957.38",44,27.0,36,0,8,65,$348.17,"1,364.0",109,1.477272727
202102,2021,February,28207,charlotte, nc,"$1,235,000.00","$1,327,490.14",55,139.0,20,0,12,44,$359.56,"2,597.0",99,0.8
202102,2021,February,28278,charlotte, nc,"$533,088.00","$867,873.12",41,46.0,36,4,0,46,$163.51,"3,120.0",87,1.12195122
202101,2021,January,28269,charlotte, nc,"$291,900.00","$301,874.60",39,21.0,60,24,4,52,$149.81,"1,850.0",91,1.333333333
202101,2021,January,28226,charlotte, nc,"$890,000.00","$1,014,522.23",62,93.0,36,8,16,54,$247.41,"3,233.0",116,0.870967742
202101,2021,January,28273,charlotte, nc,"$324,490.00","$302,566.14",19,29.0,24,4,4,25,$152.41,"1,995.0",44,1.315789474
202101,2021,January,28270,charlotte, nc,"$600,000.00","$695,606.52",31,86.0,20,0,8,41,$200.22,"3,113.0",72,1.322580645
202101,2021,January,28278,charlotte, nc,"$459,900.00","$723,786.13",63,65.0,28,40,8,44,$161.10,"2,825.0",107,0.6984126979999999
202101,2021,January,28208,charlotte, nc,"$349,950.00","$347,472.02",76,48.0,32,0,20,90,$233.36,"1,500.0",166,1.184210526
202101,2021,January,28216,charlotte, nc,"$289,000.00","$394,094.14",36,46.0,32,4,4,54,$166.29,"1,890.0",90,1.5
202101,2021,January,28277,charlotte, nc,"$440,985.00","$559,056.81",48,54.0,36,24,20,74,$182.31,"2,484.0",122,1.5416666669999999
202101,2021,January,28202,charlotte, nc,"$439,000.00","$588,647.70",82,56.0,24,4,12,28,$354.80,"1,240.0",110,0.341463415
202101,2021,January,28215,charlotte, nc,"$300,000.00","$309,159.67",60,37.0,52,40,8,141,$164.27,"1,824.0",201,2.35
202101,2021,January,28205,charlotte, nc,"$453,208.00","$519,162.79",90,77.0,64,4,28,85,$275.33,"1,705.0",175,0.944444444
202101,2021,January,28262,charlotte, nc,"$332,705.00","$338,658.57",27,42.0,12,4,0,27,$150.51,"2,262.0",54,1.0
202101,2021,January,28207,charlotte, nc,"$1,295,000.00","$1,383,325.31",57,146.0,20,0,16,35,$386.71,"2,690.0",92,0.614035088
202101,2021,January,28214,charlotte, nc,"$324,390.00","$381,268.46",26,29.0,28,20,0,50,$149.53,"2,293.0",76,1.9230769230000002
202101,2021,January,28227,charlotte, nc,"$345,900.00","$390,699.69",41,23.0,44,24,4,38,$181.19,"1,909.0",79,0.926829268
202101,2021,January,28203,charlotte, nc,"$619,900.00","$765,156.45",54,71.0,28,0,20,57,$339.57,"1,816.0",111,1.0555555559999998
202101,2021,January,28211,charlotte, nc,"$892,200.00","$1,131,311.70",94,74.0,28,8,20,41,$298.16,"3,100.0",135,0.436170213
202101,2021,January,28210,charlotte, nc,"$463,400.00","$632,696.19",55,59.0,36,0,16,78,$241.02,"2,012.0",133,1.418181818
202101,2021,January,28209,charlotte, nc,"$554,000.00","$669,787.01",73,72.0,24,8,20,40,$279.85,"1,904.0",113,0.547945205
202101,2021,January,28204,charlotte, nc,"$456,820.00","$466,232.60",26,43.0,20,4,4,31,$276.04,"1,668.0",57,1.192307692
202012,2020,December,28273,charlotte, nc,"$323,990.00","$307,134.66",22,30.5,20,0,0,33,$144.99,"2,163.5",55,1.5
202012,2020,December,28215,charlotte, nc,"$284,905.00","$297,565.24",70,42.5,44,48,4,143,$153.62,"1,854.0",213,2.042857143
202012,2020,December,28205,charlotte, nc,"$447,097.00","$484,771.19",119,61.5,40,8,28,91,$273.38,"1,623.0",210,0.764705882
202012,2020,December,28216,charlotte, nc,"$267,000.00","$361,040.84",39,42.0,32,8,8,62,$155.25,"1,856.5",101,1.58974359
202012,2020,December,28262,charlotte, nc,"$328,500.00","$330,941.61",33,51.5,16,0,4,30,$141.98,"2,345.0",63,0.9090909090000001
202012,2020,December,28208,charlotte, nc,"$292,495.00","$323,751.38",77,57.0,28,4,16,106,$215.59,"1,308.5",183,1.3766233769999998
202012,2020,December,28210,charlotte, nc,"$439,900.00","$626,183.07",76,57.5,28,0,28,92,$229.17,"2,032.0",168,1.210526316
202012,2020,December,28277,charlotte, nc,"$440,304.50","$512,166.03",65,50.5,40,0,16,100,$173.54,"2,497.5",165,1.5384615380000002
202012,2020,December,28202,charlotte, nc,"$412,500.00","$555,968.60",98,57.5,32,0,16,35,$343.78,"1,238.5",133,0.35714285700000004
202012,2020,December,28214,charlotte, nc,"$290,705.00","$297,918.84",37,37.5,24,16,4,59,$146.10,"1,972.5",96,1.594594595
202012,2020,December,28207,charlotte, nc,"$1,320,000.00","$1,330,148.75",64,131.0,4,0,8,25,$372.17,"2,841.5",89,0.390625
202012,2020,December,28211,charlotte, nc,"$794,450.00","$1,079,184.04",108,70.5,20,4,12,53,$278.84,"2,797.5",161,0.49074074100000004
202012,2020,December,28203,charlotte, nc,"$602,500.00","$725,768.55",65,54.0,20,0,12,57,$319.36,"1,851.0",122,0.876923077
202012,2020,December,28217,charlotte, nc,"$285,000.00","$282,080.60",17,33.0,8,0,0,16,$165.24,"1,518.0",33,0.9411764709999999
202012,2020,December,28209,charlotte, nc,"$537,500.00","$666,896.40",82,51.0,24,0,20,52,$278.00,"1,905.5",134,0.634146341
202012,2020,December,28204,charlotte, nc,"$424,900.00","$459,148.95",34,69.5,12,0,12,27,$273.44,"1,593.0",61,0.794117647
202012,2020,December,28269,charlotte, nc,"$276,500.00","$285,290.68",47,38.0,44,24,0,67,$146.18,"1,861.5",114,1.425531915
202012,2020,December,28270,charlotte, nc,"$577,450.00","$738,627.61",44,60.5,12,0,12,53,$177.10,"3,309.5",97,1.204545455
202012,2020,December,28278,charlotte, nc,"$420,068.00","$618,371.14",85,45.5,44,24,8,57,$156.96,"2,808.0",142,0.670588235
202012,2020,December,28226,charlotte, nc,"$820,100.00","$983,614.34",67,87.5,12,8,12,55,$244.03,"3,133.0",122,0.820895522
202012,2020,December,28227,charlotte, nc,"$346,400.00","$381,560.10",35,53.0,20,0,4,62,$168.27,"1,954.0",97,1.771428571
202011,2020,November,28202,charlotte, nc,"$400,908.00","$543,462.43",92,59.0,28,0,32,40,$336.93,"1,240.5",132,0.434782609
202011,2020,November,28204,charlotte, nc,"$449,900.00","$499,034.62",38,71.5,8,0,12,20,$273.44,"1,613.0",58,0.526315789
202011,2020,November,28212,charlotte, nc,"$235,443.50","$226,791.59",13,28.0,16,0,0,25,$141.81,"1,664.5",38,1.9230769230000002
202011,2020,November,28262,charlotte, nc,"$315,950.00","$314,400.19",32,36.0,20,12,4,38,$141.02,"2,270.5",70,1.1875
202011,2020,November,28277,charlotte, nc,"$441,717.50","$532,581.06",90,40.5,60,4,36,123,$174.69,"2,519.5",213,1.3666666669999998
202011,2020,November,28270,charlotte, nc,"$557,450.00","$692,795.54",59,36.5,32,0,28,53,$174.93,"3,204.0",112,0.898305085
202011,2020,November,28210,charlotte, nc,"$439,700.00","$652,708.22",100,43.0,60,4,36,98,$227.08,"2,040.0",198,0.98
202011,2020,November,28213,charlotte, nc,"$245,000.00","$234,978.56",16,29.5,20,4,4,42,$121.74,"1,740.5",58,2.625
202011,2020,November,28215,charlotte, nc,"$283,995.00","$303,669.28",75,36.0,56,12,12,154,$152.54,"1,900.0",229,2.0533333330000003
202011,2020,November,28214,charlotte, nc,"$294,660.00","$315,782.69",36,48.0,28,0,12,83,$135.01,"2,085.0",119,2.305555556
202011,2020,November,28211,charlotte, nc,"$849,000.00","$1,079,424.31",125,69.5,40,0,16,71,$279.76,"3,091.5",196,0.568
202011,2020,November,28217,charlotte, nc,"$279,950.00","$283,137.66",18,34.5,12,0,4,17,$161.34,"1,583.0",35,0.944444444
202011,2020,November,28207,charlotte, nc,"$1,299,000.00","$1,274,776.10",72,123.5,20,0,12,34,$353.73,"2,690.0",106,0.472222222
202011,2020,November,28216,charlotte, nc,"$281,250.00","$364,853.91",41,32.5,32,0,8,68,$157.72,"1,872.0",109,1.658536585
202011,2020,November,28203,charlotte, nc,"$595,000.00","$748,264.63",71,38.5,24,0,28,56,$322.45,"1,889.0",127,0.7887323940000001
202011,2020,November,28227,charlotte, nc,"$354,825.00","$382,001.10",52,39.5,36,0,20,76,$158.88,"2,055.0",128,1.4615384619999998
202011,2020,November,28209,charlotte, nc,"$619,700.00","$734,245.23",91,49.5,28,0,32,67,$288.18,"2,070.0",158,0.736263736
202011,2020,November,28269,charlotte, nc,"$280,000.00","$289,227.65",49,33.5,52,8,8,104,$138.97,"2,036.5",153,2.12244898
202011,2020,November,28208,charlotte, nc,"$294,495.00","$326,646.91",91,49.0,32,0,32,107,$210.81,"1,352.0",198,1.1758241759999999
202011,2020,November,28278,charlotte, nc,"$421,479.00","$607,846.45",87,37.0,56,8,16,60,$156.04,"2,825.5",147,0.689655172
202011,2020,November,28273,charlotte, nc,"$326,365.00","$301,698.36",22,33.0,16,0,4,40,$140.66,"2,175.0",62,1.8181818180000002
202011,2020,November,28205,charlotte, nc,"$443,019.50","$483,384.87",140,47.0,72,12,48,94,$274.07,"1,620.0",234,0.671428571
202011,2020,November,28226,charlotte, nc,"$784,450.00","$949,332.52",91,67.5,24,0,20,81,$230.60,"3,107.0",172,0.89010989
202010,2020,October,28214,charlotte, nc,"$270,000.00","$304,841.19",47,50.0,28,8,20,85,$137.52,"1,900.0",132,1.8085106380000002
202010,2020,October,28270,charlotte, nc,"$575,000.00","$683,334.40",65,37.0,44,0,32,45,$177.15,"3,100.0",110,0.692307692
202010,2020,October,28208,charlotte, nc,"$278,000.00","$328,139.54",98,41.0,44,4,40,101,$216.62,"1,374.0",199,1.030612245
202010,2020,October,28227,charlotte, nc,"$358,350.00","$386,753.13",64,39.0,52,8,24,85,$148.03,"2,421.0",149,1.328125
202010,2020,October,28202,charlotte, nc,"$389,000.00","$527,573.84",98,56.0,36,0,28,34,$336.00,"1,195.0",132,0.346938776
202010,2020,October,28211,charlotte, nc,"$999,000.00","$1,217,327.85",129,66.0,48,0,48,76,$298.97,"3,512.0",205,0.5891472870000001
202010,2020,October,28262,charlotte, nc,"$301,588.00","$283,722.02",36,27.0,24,8,12,41,$138.54,"2,150.0",77,1.138888889
202010,2020,October,28273,charlotte, nc,"$290,000.00","$288,062.31",21,15.0,40,8,4,46,$134.27,"2,136.0",67,2.19047619
202010,2020,October,28269,charlotte, nc,"$271,000.00","$278,792.11",58,29.0,80,24,8,112,$136.49,"1,976.0",170,1.9310344830000001
202010,2020,October,28205,charlotte, nc,"$454,971.00","$509,550.52",146,48.0,72,12,64,118,$274.28,"1,700.0",264,0.808219178
202010,2020,October,28216,charlotte, nc,"$275,000.00","$332,167.28",45,35.0,44,8,16,72,$150.94,"1,854.0",117,1.6
202010,2020,October,28215,charlotte, nc,"$274,490.00","$288,495.04",88,32.0,104,24,16,101,$148.05,"1,800.0",189,1.1477272729999999
202010,2020,October,28212,charlotte, nc,"$245,000.00","$245,238.46",17,20.0,24,0,4,27,$144.81,"1,704.0",44,1.588235294
202010,2020,October,28278,charlotte, nc,"$449,000.00","$602,891.84",75,42.0,52,28,16,74,$158.27,"2,762.0",149,0.986666667
202010,2020,October,28203,charlotte, nc,"$599,180.00","$779,766.96",66,38.0,36,0,36,59,$331.89,"2,034.0",125,0.8939393940000001
202010,2020,October,28226,charlotte, nc,"$750,000.00","$902,934.78",106,71.0,52,4,40,79,$220.16,"3,061.0",185,0.745283019
202010,2020,October,28209,charlotte, nc,"$649,500.00","$762,948.78",96,46.0,40,4,32,67,$292.65,"2,127.0",163,0.697916667
202010,2020,October,28217,charlotte, nc,"$244,500.00","$263,504.10",16,32.0,12,0,8,17,$160.42,"1,582.0",33,1.0625
202010,2020,October,28204,charlotte, nc,"$449,900.00","$515,331.61",38,41.0,12,0,16,22,$272.82,"1,633.0",60,0.578947368
202010,2020,October,28207,charlotte, nc,"$1,350,000.00","$1,362,775.90",82,101.0,12,0,20,38,$362.65,"2,895.0",120,0.463414634
202010,2020,October,28206,charlotte, nc,"$345,667.00","$357,768.93",13,57.0,8,0,4,24,$244.57,"1,432.0",37,1.846153846
202010,2020,October,28213,charlotte, nc,"$235,000.00","$239,281.32",20,15.0,24,0,4,48,$122.18,"1,615.0",68,2.4
202010,2020,October,28277,charlotte, nc,"$460,000.00","$558,002.54",111,34.0,88,8,52,133,$172.51,"2,656.0",244,1.198198198
202010,2020,October,28210,charlotte, nc,"$439,900.00","$673,013.30",104,43.0,64,0,40,96,$224.44,"2,105.0",200,0.923076923
202009,2020,September,28205,charlotte, nc,"$451,786.00","$512,823.12",154,49.5,84,4,72,117,$273.64,"1,700.0",271,0.75974026
202009,2020,September,28209,charlotte, nc,"$613,650.00","$772,392.14",87,41.5,48,0,32,67,$298.43,"2,127.0",154,0.7701149429999999
202009,2020,September,28269,charlotte, nc,"$268,150.00","$278,788.23",60,33.5,80,28,8,126,$134.32,"1,904.5",186,2.1
202009,2020,September,28212,charlotte, nc,"$247,450.00","$246,705.03",13,18.5,16,0,8,25,$154.14,"1,583.0",38,1.9230769230000002
202009,2020,September,28226,charlotte, nc,"$672,500.00","$854,428.56",113,57.5,48,4,36,79,$211.57,"2,949.0",192,0.699115044
202009,2020,September,28216,charlotte, nc,"$246,000.00","$327,742.09",44,35.5,40,0,8,86,$149.25,"1,807.0",130,1.954545455
202009,2020,September,28262,charlotte, nc,"$307,530.50","$288,091.22",28,46.0,24,12,4,40,$133.23,"2,294.0",68,1.428571429
202009,2020,September,28278,charlotte, nc,"$422,500.00","$558,572.54",75,45.5,48,16,20,91,$154.96,"2,904.5",166,1.213333333
202009,2020,September,28211,charlotte, nc,"$1,032,000.00","$1,224,781.04",130,63.5,44,0,44,83,$296.61,"3,547.0",213,0.6384615379999999
202009,2020,September,28202,charlotte, nc,"$379,900.00","$488,143.28",102,50.0,40,0,36,29,$338.76,"1,148.0",131,0.284313725
202009,2020,September,28207,charlotte, nc,"$1,395,000.00","$1,464,917.26",87,80.5,28,0,12,31,$373.75,"3,194.0",118,0.356321839
202009,2020,September,28210,charlotte, nc,"$437,200.00","$625,898.28",103,37.0,56,0,44,90,$231.59,"1,864.0",193,0.873786408
202009,2020,September,28213,charlotte, nc,"$224,450.00","$235,407.76",19,19.5,32,4,4,42,$124.57,"1,667.0",61,2.210526316
202009,2020,September,28214,charlotte, nc,"$279,950.00","$307,284.00",55,37.5,48,4,28,101,$136.00,"2,000.0",156,1.836363636
202009,2020,September,28204,charlotte, nc,"$520,450.00","$551,188.43",38,29.5,16,0,8,24,$285.79,"1,854.0",62,0.6315789470000001
202009,2020,September,28270,charlotte, nc,"$529,450.00","$647,802.48",59,38.5,44,0,24,49,$175.91,"3,013.5",108,0.830508475
202009,2020,September,28215,charlotte, nc,"$279,950.00","$291,863.83",74,30.0,64,32,8,86,$147.76,"1,732.0",160,1.162162162
202009,2020,September,28203,charlotte, nc,"$649,500.00","$796,466.63",62,44.0,44,0,24,54,$334.60,"2,055.5",116,0.870967742
202009,2020,September,28206,charlotte, nc,"$329,950.00","$338,155.32",13,34.0,8,0,8,27,$228.19,"1,480.0",40,2.076923077
202009,2020,September,28208,charlotte, nc,"$289,900.00","$329,993.54",82,37.0,52,4,24,97,$211.16,"1,357.0",179,1.1829268290000001
202009,2020,September,28273,charlotte, nc,"$286,500.00","$287,893.28",17,24.0,28,0,4,48,$138.40,"2,066.5",65,2.823529412
202009,2020,September,28217,charlotte, nc,"$247,400.00","$272,144.40",15,28.0,12,4,4,17,$155.82,"1,509.0",32,1.133333333
202009,2020,September,28277,charlotte, nc,"$447,332.00","$550,341.66",105,40.0,84,8,40,124,$168.33,"2,568.0",229,1.180952381
202009,2020,September,28227,charlotte, nc,"$367,450.00","$399,260.28",64,34.0,52,12,20,75,$144.80,"2,486.0",139,1.171875
202008,2020,August,28209,charlotte, nc,"$655,000.00","$784,124.74",81,49.0,48,4,24,65,$302.49,"2,204.0",146,0.8024691359999999
202008,2020,August,28211,charlotte, nc,"$1,000,000.00","$1,205,817.93",140,67.0,44,4,44,87,$294.41,"3,537.0",227,0.621428571
202008,2020,August,28202,charlotte, nc,"$349,900.00","$471,092.37",88,50.0,36,0,36,38,$343.58,"1,110.0",126,0.43181818200000005
202008,2020,August,28215,charlotte, nc,"$275,000.00","$285,638.81",72,24.0,76,32,12,100,$139.15,"1,836.0",172,1.388888889
202008,2020,August,28262,charlotte, nc,"$300,061.00","$288,704.69",35,34.0,24,4,8,42,$133.18,"2,275.0",77,1.2
202008,2020,August,28227,charlotte, nc,"$360,000.00","$383,252.92",64,41.0,56,12,24,78,$147.00,"2,350.0",142,1.21875
202008,2020,August,28212,charlotte, nc,"$244,000.00","$241,226.32",15,31.0,16,0,4,25,$137.78,"1,650.0",40,1.6666666669999999
202008,2020,August,28216,charlotte, nc,"$253,000.00","$334,734.54",48,28.0,48,0,12,82,$149.23,"1,768.0",130,1.7083333330000001
202008,2020,August,28217,charlotte, nc,"$274,700.00","$371,779.57",13,21.0,16,0,4,14,$158.45,"1,582.0",27,1.076923077
202008,2020,August,28204,charlotte, nc,"$550,000.00","$572,919.05",28,70.0,12,0,8,23,$296.48,"1,920.0",51,0.8214285709999999
202008,2020,August,28210,charlotte, nc,"$440,000.00","$725,280.09",93,41.0,64,4,44,97,$224.08,"2,106.0",190,1.043010753
202008,2020,August,28205,charlotte, nc,"$450,000.00","$507,482.99",144,50.0,60,4,56,126,$272.73,"1,669.0",270,0.875
202008,2020,August,28207,charlotte, nc,"$1,395,000.00","$1,475,778.51",85,64.0,24,0,24,37,$378.96,"3,157.0",122,0.43529411799999995
202008,2020,August,28278,charlotte, nc,"$449,900.00","$562,721.73",96,44.0,44,24,36,86,$149.45,"2,858.0",182,0.895833333
202008,2020,August,28208,charlotte, nc,"$275,000.00","$315,114.86",63,24.0,52,4,16,87,$205.70,"1,341.0",150,1.380952381
202008,2020,August,28203,charlotte, nc,"$675,000.00","$829,430.88",53,38.0,28,0,20,62,$330.04,"2,180.0",115,1.1698113209999998
202008,2020,August,28206,charlotte, nc,"$347,856.00","$340,049.67",15,30.0,16,0,4,22,$203.70,"1,520.0",37,1.466666667
202008,2020,August,28273,charlotte, nc,"$285,000.00","$282,879.97",26,23.0,36,4,12,44,$136.14,"2,030.0",70,1.692307692
202008,2020,August,28226,charlotte, nc,"$709,000.00","$852,871.40",118,50.0,52,8,44,99,$216.07,"3,005.0",217,0.8389830509999999
202008,2020,August,28269,charlotte, nc,"$270,000.00","$279,649.89",63,30.0,72,40,20,136,$134.27,"1,925.0",199,2.158730159
202008,2020,August,28214,charlotte, nc,"$284,900.00","$315,408.41",61,30.0,52,12,24,98,$135.48,"2,044.0",159,1.606557377
202008,2020,August,28270,charlotte, nc,"$524,900.00","$661,626.06",55,37.0,36,0,20,53,$167.22,"3,100.0",108,0.9636363640000001
202008,2020,August,28277,charlotte, nc,"$470,588.00","$588,173.14",122,42.0,80,4,56,113,$169.11,"2,794.0",235,0.9262295079999999
202008,2020,August,28213,charlotte, nc,"$227,500.00","$228,937.00",18,18.0,32,4,4,40,$124.31,"1,635.0",58,2.222222222
202007,2020,July,28215,charlotte, nc,"$280,400.00","$293,433.16",63,33.0,60,36,16,103,$138.65,"1,871.0",166,1.634920635
