Year/Month,Year,Month,Zip Code,City,State,Median Listing Price,Average Listing Price,Active Listing Count,Median Days on Market,New Listing Count,Price Increased Count,Price Reduced Count,Pending Listing Count,Median Price per Square Foot (List Price),Median Square Feet,Total Listing Count,Pending Ratio
201610,2016,October,28215,charlotte, nc,"$169,000.00","$187,478.02",112,45.0,48,4,28,128,$91.71,"1,690.0",240,1.142857143
201610,2016,October,28227,charlotte, nc,"$330,638.00","$339,737.73",151,52.0,72,8,56,99,$111.42,"2,871.0",250,0.655629139
201610,2016,October,28207,charlotte, nc,"$1,200,000.00","$1,293,808.88",86,113.0,24,0,20,32,$318.22,"3,312.0",118,0.37209302299999997
201610,2016,October,28210,charlotte, nc,"$375,000.00","$703,519.49",148,51.0,60,0,60,83,$190.67,"2,066.0",231,0.560810811
201610,2016,October,28202,charlotte, nc,"$349,900.00","$411,469.17",107,63.0,28,0,40,33,$317.01,"1,136.0",140,0.308411215
201610,2016,October,28273,charlotte, nc,"$202,500.00","$211,973.79",56,25.0,40,4,24,68,$98.78,"1,952.0",124,1.214285714
201610,2016,October,28269,charlotte, nc,"$233,000.00","$235,571.28",171,61.0,108,4,56,161,$97.28,"2,450.0",332,0.941520468
201610,2016,October,28213,charlotte, nc,"$179,000.00","$201,728.25",67,42.0,44,4,4,66,$89.65,"1,876.0",133,0.985074627
201610,2016,October,28203,charlotte, nc,"$508,150.00","$562,834.77",93,42.0,44,0,16,108,$273.05,"1,981.0",201,1.161290323
201610,2016,October,28226,charlotte, nc,"$579,900.00","$733,925.04",148,86.0,44,0,40,81,$168.11,"3,295.0",229,0.5472972970000001
201610,2016,October,28205,charlotte, nc,"$300,000.00","$350,832.03",109,40.0,56,0,60,73,$199.94,"1,587.0",182,0.669724771
201610,2016,October,28270,charlotte, nc,"$485,000.00","$542,343.21",143,60.0,72,0,44,52,$142.96,"3,397.0",195,0.363636364
201610,2016,October,28204,charlotte, nc,"$309,000.00","$494,387.45",22,64.0,8,0,8,14,$235.69,"1,581.0",36,0.636363636
201610,2016,October,28216,charlotte, nc,"$169,900.00","$244,124.28",93,63.0,44,0,28,89,$99.24,"1,804.0",182,0.956989247
201610,2016,October,28262,charlotte, nc,"$189,900.00","$216,242.76",58,48.0,36,0,16,36,$93.36,"2,092.0",94,0.620689655
201610,2016,October,28209,charlotte, nc,"$436,000.00","$584,054.98",94,60.0,32,0,40,61,$235.67,"1,926.0",155,0.64893617
201610,2016,October,28212,charlotte, nc,"$135,000.00","$140,757.89",20,21.0,24,0,4,26,$82.86,"1,501.0",46,1.3
201610,2016,October,28278,charlotte, nc,"$368,995.00","$477,967.59",189,78.0,44,8,60,72,$119.88,"3,040.0",261,0.380952381
201609,2016,September,28209,charlotte, nc,"$427,450.00","$583,680.19",106,50.5,44,0,44,52,$235.44,"1,950.0",158,0.490566038
201609,2016,September,28217,charlotte, nc,"$189,945.00","$221,546.81",25,63.5,8,0,4,16,$101.13,"1,612.5",41,0.64
201609,2016,September,28204,charlotte, nc,"$445,062.00","$490,846.49",25,65.0,4,0,8,12,$235.69,"1,610.5",37,0.48
201609,2016,September,28213,charlotte, nc,"$198,450.00","$209,767.76",73,42.0,40,0,20,56,$86.37,"2,152.0",129,0.767123288
201609,2016,September,28206,charlotte, nc,"$225,000.00","$224,855.03",14,59.5,4,0,0,24,$172.47,"1,470.0",38,1.714285714
201609,2016,September,28208,charlotte, nc,"$147,000.00","$201,896.63",79,57.0,52,4,24,39,$105.78,"1,281.5",118,0.49367088600000003
201609,2016,September,28202,charlotte, nc,"$344,450.00","$420,450.79",89,48.0,32,0,24,41,$308.59,"1,132.5",130,0.46067415700000003
201609,2016,September,28211,charlotte, nc,"$715,700.00","$979,787.34",158,73.0,48,0,48,54,$228.12,"3,004.0",212,0.34177215200000005
201609,2016,September,28210,charlotte, nc,"$381,250.00","$646,932.58",163,49.0,76,4,44,70,$180.73,"2,030.0",233,0.429447853
201609,2016,September,28269,charlotte, nc,"$226,000.00","$229,870.11",189,51.0,96,8,64,177,$96.22,"2,330.0",366,0.936507937
201609,2016,September,28205,charlotte, nc,"$304,500.00","$344,436.39",102,40.0,60,0,36,87,$204.53,"1,553.5",189,0.852941176
201609,2016,September,28215,charlotte, nc,"$161,900.00","$185,139.22",109,36.5,60,4,24,139,$93.11,"1,676.5",248,1.275229358
201609,2016,September,28277,charlotte, nc,"$434,450.00","$501,279.01",268,53.5,120,8,76,152,$143.96,"3,082.0",420,0.5671641789999999
201609,2016,September,28207,charlotte, nc,"$1,197,500.00","$1,316,617.60",81,113.0,16,0,20,28,$320.67,"3,413.5",109,0.345679012
201609,2016,September,28214,charlotte, nc,"$204,894.00","$260,667.86",159,55.5,68,4,32,122,$100.95,"2,110.0",281,0.767295597
201609,2016,September,28212,charlotte, nc,"$115,750.00","$139,132.02",19,39.5,12,0,8,35,$86.97,"1,376.0",54,1.842105263
201609,2016,September,28216,charlotte, nc,"$168,900.00","$236,799.49",105,52.0,52,0,28,106,$98.70,"1,750.0",211,1.00952381
201609,2016,September,28273,charlotte, nc,"$206,450.00","$207,905.11",53,33.5,40,4,16,71,$99.07,"2,002.0",124,1.339622642
201609,2016,September,28203,charlotte, nc,"$488,700.00","$551,047.91",75,69.0,32,0,24,102,$271.17,"1,966.0",177,1.36
201609,2016,September,28278,charlotte, nc,"$378,045.00","$478,895.43",221,67.5,64,20,88,74,$120.54,"3,028.5",295,0.334841629
201609,2016,September,28270,charlotte, nc,"$479,900.00","$542,700.03",133,64.0,52,0,40,63,$145.43,"3,293.5",196,0.473684211
201609,2016,September,28262,charlotte, nc,"$189,900.00","$219,675.48",56,45.5,20,0,20,44,$94.18,"2,172.5",100,0.7857142859999999
201609,2016,September,28226,charlotte, nc,"$574,450.00","$717,878.89",177,77.0,56,0,48,88,$169.06,"3,293.5",265,0.49717514100000004
201609,2016,September,28227,charlotte, nc,"$330,445.00","$339,565.43",158,56.0,68,4,56,96,$109.65,"2,991.5",254,0.607594937
201608,2016,August,28277,charlotte, nc,"$430,350.00","$522,240.22",269,42.5,108,8,104,183,$144.67,"3,069.5",452,0.680297398
201608,2016,August,28227,charlotte, nc,"$346,085.50","$351,834.02",147,60.0,72,12,48,109,$110.59,"3,073.5",256,0.7414965990000001
201608,2016,August,28208,charlotte, nc,"$165,945.00","$204,564.93",76,60.0,36,4,20,38,$101.96,"1,460.0",114,0.5
201608,2016,August,28210,charlotte, nc,"$376,950.00","$637,877.44",150,46.0,64,0,52,88,$178.19,"2,097.0",238,0.586666667
201608,2016,August,28203,charlotte, nc,"$439,000.00","$529,525.34",77,74.5,28,4,16,104,$270.29,"1,696.0",181,1.350649351
201608,2016,August,28205,charlotte, nc,"$272,562.50","$345,409.89",99,39.5,64,4,36,104,$191.83,"1,594.5",203,1.050505051
201608,2016,August,28202,charlotte, nc,"$362,450.00","$438,902.30",87,46.5,44,0,16,34,$301.97,"1,185.0",121,0.39080459799999995
201608,2016,August,28278,charlotte, nc,"$355,471.00","$460,877.25",234,60.0,84,28,68,69,$117.72,"2,994.5",303,0.294871795
201608,2016,August,28270,charlotte, nc,"$475,000.00","$540,474.74",138,56.0,52,4,68,69,$143.93,"3,238.0",207,0.5
201608,2016,August,28214,charlotte, nc,"$206,000.00","$258,784.35",161,50.0,84,4,32,117,$101.06,"2,110.0",278,0.726708075
201608,2016,August,28226,charlotte, nc,"$595,000.00","$756,287.64",169,70.0,56,0,40,94,$171.99,"3,319.0",263,0.556213018
201608,2016,August,28207,charlotte, nc,"$1,199,500.00","$1,319,071.24",79,99.5,16,0,12,32,$319.68,"3,417.0",111,0.405063291
201608,2016,August,28262,charlotte, nc,"$183,200.00","$212,084.98",63,34.0,36,0,20,53,$94.00,"2,043.0",116,0.8412698409999999
201608,2016,August,28213,charlotte, nc,"$175,000.00","$192,833.67",66,45.5,48,0,20,56,$85.52,"1,935.0",122,0.848484848
201608,2016,August,28217,charlotte, nc,"$171,280.00","$226,982.52",30,45.5,12,0,8,17,$105.83,"1,582.5",47,0.566666667
201608,2016,August,28209,charlotte, nc,"$449,500.00","$609,540.33",89,64.0,44,0,24,53,$240.07,"2,055.0",142,0.595505618
201608,2016,August,28212,charlotte, nc,"$116,950.00","$132,391.32",22,42.0,12,4,8,48,$79.69,"1,506.0",70,2.1818181819999998
201608,2016,August,28273,charlotte, nc,"$197,508.50","$205,948.20",62,26.0,52,4,12,64,$97.87,"1,914.0",126,1.032258065
201608,2016,August,28211,charlotte, nc,"$729,950.00","$995,923.20",157,71.0,36,0,48,58,$230.73,"3,248.0",215,0.369426752
201608,2016,August,28269,charlotte, nc,"$229,950.00","$233,346.13",206,46.5,108,12,88,178,$96.43,"2,369.5",384,0.86407767
201608,2016,August,28215,charlotte, nc,"$170,400.00","$192,288.27",105,31.5,80,0,28,127,$93.30,"1,712.5",232,1.20952381
201608,2016,August,28206,charlotte, nc,"$172,450.00","$216,976.32",17,50.0,8,0,0,26,$150.18,"1,470.0",43,1.529411765
201608,2016,August,28204,charlotte, nc,"$495,450.00","$534,520.77",27,59.5,8,4,4,15,$230.33,"1,724.0",42,0.5555555560000001
201608,2016,August,28216,charlotte, nc,"$162,449.50","$227,617.08",110,49.5,64,4,40,117,$92.91,"1,808.0",227,1.0636363640000002
201607,2016,July,28205,charlotte, nc,"$350,000.00","$370,285.73",103,43.0,64,4,36,108,$195.54,"1,744.0",211,1.0485436890000002
201607,2016,July,28270,charlotte, nc,"$475,000.00","$521,038.35",148,51.0,64,0,52,76,$143.38,"3,190.0",224,0.513513514
201607,2016,July,28269,charlotte, nc,"$219,900.00","$229,479.03",187,42.0,112,4,64,199,$97.63,"2,347.0",386,1.064171123
201607,2016,July,28203,charlotte, nc,"$439,900.00","$524,614.46",78,58.0,28,4,20,106,$271.02,"1,657.0",184,1.358974359
201607,2016,July,28211,charlotte, nc,"$695,000.00","$930,161.16",157,58.0,56,0,40,59,$232.71,"3,145.0",216,0.375796178
201607,2016,July,28202,charlotte, nc,"$369,000.00","$440,679.22",82,57.0,32,0,32,35,$312.22,"1,243.0",117,0.426829268
201607,2016,July,28206,charlotte, nc,"$151,500.00","$200,773.33",17,53.0,12,0,4,30,$103.57,"1,470.0",47,1.764705882
201607,2016,July,28217,charlotte, nc,"$190,000.00","$246,035.48",26,33.0,16,4,0,21,$107.32,"1,675.0",47,0.807692308
201607,2016,July,28210,charlotte, nc,"$399,000.00","$570,366.27",150,52.0,72,4,44,116,$167.16,"2,252.0",266,0.773333333
201607,2016,July,28212,charlotte, nc,"$135,000.00","$140,717.33",26,29.0,24,4,4,52,$85.50,"1,514.0",78,2.0
201607,2016,July,28278,charlotte, nc,"$359,400.00","$464,808.00",225,60.0,84,12,64,77,$117.39,"3,049.0",302,0.342222222
201607,2016,July,28227,charlotte, nc,"$347,171.00","$361,046.68",156,58.0,72,4,44,109,$110.82,"3,162.0",265,0.6987179490000001
201607,2016,July,28214,charlotte, nc,"$183,700.00","$260,680.87",144,53.0,64,16,60,123,$100.74,"2,157.0",267,0.854166667
201607,2016,July,28209,charlotte, nc,"$450,000.00","$599,564.35",87,63.0,32,0,28,58,$241.11,"2,120.0",145,0.666666667
201607,2016,July,28273,charlotte, nc,"$199,000.00","$201,330.86",57,31.0,52,0,24,75,$96.33,"2,067.0",132,1.315789474
201607,2016,July,28213,charlotte, nc,"$164,900.00","$187,304.80",67,40.0,48,0,12,66,$87.41,"2,058.0",133,0.985074627
201607,2016,July,28277,charlotte, nc,"$439,000.00","$539,550.88",260,42.0,168,4,96,209,$144.47,"3,118.0",469,0.803846154
201607,2016,July,28226,charlotte, nc,"$625,000.00","$766,126.07",188,53.0,60,4,52,103,$173.22,"3,409.0",291,0.54787234
201607,2016,July,28208,charlotte, nc,"$143,000.00","$199,738.67",82,57.0,36,0,8,38,$101.28,"1,460.0",120,0.463414634
201607,2016,July,28207,charlotte, nc,"$1,100,000.00","$1,261,453.15",86,74.0,16,0,16,32,$317.54,"3,368.0",118,0.37209302299999997
201607,2016,July,28216,charlotte, nc,"$160,000.00","$239,076.74",114,53.0,60,4,32,105,$94.00,"1,856.0",219,0.921052632
201607,2016,July,28262,charlotte, nc,"$199,900.00","$237,737.74",62,44.0,52,0,16,51,$93.83,"2,196.0",113,0.822580645
201607,2016,July,28215,charlotte, nc,"$169,000.00","$187,702.06",78,45.0,64,0,24,133,$89.44,"1,900.0",211,1.705128205
201607,2016,July,28204,charlotte, nc,"$499,999.00","$554,624.69",30,67.0,4,0,8,19,$228.99,"2,481.0",49,0.6333333329999999
