month_date_yyyymm,postal_code,zip_name,nielsen_hh_rank,hotness_rank,hotness_rank_mm,hotness_rank_yy,hotness_score,supply_score,demand_score,median_days_on_market,median_days_on_market_mm,median_dom_mm_day,median_days_on_market_yy,median_dom_yy_day,median_dom_vs_us,ldp_unique_viewers_per_property_mm,ldp_unique_viewers_per_property_yy,ldp_unique_viewers_per_property_vs_us,median_listing_price,median_listing_price_mm,median_listing_price_yy,median_listing_price_vs_us
202104,28269,"charlotte, nc",45,209,432,232,92.974355,89.1593008,96.78940901,13,-0.103448276,-1.5,-0.611940299,-20.5,-30,0.888268156,2.448979592,3.7556,305000,0.031276416,0.140186916,0.8133
202104,28213,"charlotte, nc",1585,248,313,-206,92.375837,91.23627571,93.51539895,11,-0.043478261,-0.5,-0.56,-14,-32,0.497076023,0.347368421,2.8444,280117.5,0.046503157,0.4365,0.747
202104,28215,"charlotte, nc",492,302,1622,640,91.642554,89.55170637,93.73340204,12.5,-0.561403509,-16,-0.671052632,-25.5,-30.5,0.733333333,2.095238095,2.8889,330450,-0.064020224,0.291324736,0.8812
202104,28262,"charlotte, nc",1328,306,552,-157,91.587063,89.55170637,93.62241865,12.5,-0.418604651,-9,-0.444444444,-10,-30.5,0.264705882,1.504854369,2.8667,370700,0.019807428,0.366056787,0.9885
202104,28214,"charlotte, nc",2030,394,938,96,90.407864,84.89833129,95.91739665,17,-0.46031746,-14.5,-0.521126761,-18.5,-26,0.288702929,2.019607843,3.4222,290000,-0.086614173,0.050743673,0.7733
202104,28270,"charlotte, nc",2561,408,1076,264,90.22157,90.61793967,89.82520116,11.5,-0.43902439,-9,-0.705128205,-27.5,-31.5,0.48951049,1.067961165,2.3667,734950,0.020763889,0.4699,1.9599
202104,28273,"charlotte, nc",1971,415,549,-239,90.160133,87.50247731,92.81778905,14.5,0.035714286,0.5,-0.508474576,-15,-28.5,0.673469388,1.05,2.7333,324950,0.048225806,0.192698096,0.8665
202104,28212,"charlotte, nc",1702,489,-250,-395,89.301994,85.36604701,93.23794047,16.5,0.32,4,-0.4,-11,-26.5,-0.115789474,0.81294964,2.8,255500,0.10845987,0.073529412,0.6813
202104,28216,"charlotte, nc",589,865,480,-224,85.544413,81.59657537,89.49225098,19.5,-0.093023256,-2,-0.5125,-20.5,-23.5,0.35483871,0.85840708,2.3333,284950,0.070234742,0.139822796,0.7599
202104,28227,"charlotte, nc",482,1574,144,-752,80.185501,72.54350153,87.8275001,26,-0.103448276,-3,-0.333333333,-13,-17,0.207317073,1.129032258,2.2,352470,-0.114396985,-0.011304348,0.9399
202104,28277,"charlotte, nc",86,2059,197,-1230,77.375243,77.56946371,77.18102184,22.5,-0.1,-2.5,-0.328358209,-11,-20.5,0.184,0.897435897,1.6444,496147,-0.012569097,0.103898098,1.3231
202104,28278,"charlotte, nc",5032,2399,1990,7,75.637164,69.71342503,81.56090214,28,-0.404255319,-19,-0.434343434,-21.5,-15,0.386554622,1.260273973,1.8333,597901.5,-0.01005588,0.571563937,1.5944
202104,28210,"charlotte, nc",464,3667,-1498,-676,68.843395,69.71342503,67.97336399,28,0.4,8,-0.466666667,-24.5,-15,0.060869565,0.820895522,1.3556,447000,0.016024548,-0.033512469,1.192
202104,28209,"charlotte, nc",3826,4606,3169,-1822,64.443696,74.16465179,54.7227397,25,-0.411764706,-17.5,-0.450549451,-20.5,-18,0.5,0.627118644,1.0667,734000,0.009628611,0.267702936,1.9573
202104,28208,"charlotte, nc",2204,4911,1004,-4332,63.155496,61.49669032,64.814301,34,-0.028571429,-1,0.152542373,4.5,-9,0.533333333,0.4375,1.2778,402450,0.010546139,0.694883133,1.0732
202104,28226,"charlotte, nc",1124,5773,18,-2986,59.344405,55.65817115,63.03063934,38.5,-0.287037037,-15.5,-0.3125,-17.5,-4.5,0.077669903,0.423076923,1.2333,630517.5,-0.15931,0.111044053,1.6814
202104,28217,"charlotte, nc",4081,6454,-2332,-6383,56.381545,57.58848944,55.17460066,37,0.897435897,17.5,0.396226415,10.5,-6,0.243589744,-0.361842105,1.0778,360117.5,-0.028468719,0.500489583,0.9603
202104,28204,"charlotte, nc",10785,7849,-2678,-7431,50.475643,66.78029252,34.1709937,30,0.304347826,7,-0.154929577,-5.5,-13,-0.057971014,-0.409090909,0.7222,630311.5,0.1503924,0.244303954,1.6808
202104,28211,"charlotte, nc",2613,8103,-2690,-3391,49.385628,55.23009235,43.54116295,39,0.147058824,5,-0.365853659,-22.5,-4,-0.025,0.368421053,0.8667,1024500,-0.108936725,0.281425891,2.732
202104,28203,"charlotte, nc",6166,8571,-1879,-3795,47.31658,53.98945658,40.64370367,40,0.15942029,5.5,-0.436619718,-31,-3,0.121212121,0.088235294,0.8222,532000,0.13869863,-0.131428571,1.4187
202104,28205,"charlotte, nc",630,8590,-1142,-3662,47.213524,55.23009235,39.19695588,39,-0.012658228,-0.5,-0.178947368,-8.5,-4,0.125,0.714285714,0.8,463140,-0.004,0.08252013,1.235
202104,28206,"charlotte, nc",8412,9578,-2497,-383,42.893099,30.74636331,55.03983511,76.5,0.457142857,24,-0.512738854,-80.5,33.5,0.168674699,0.701754386,1.0778,212500,-0.154228856,-0.423636595,0.5667
202104,28202,"charlotte, nc",7277,11891,-1534,-6115,30.512505,46.71211701,14.31289389,48,-0.010309278,-0.5,-0.04950495,-2.5,5,-0.097560976,-0.051282051,0.4111,409950,0.025003125,0.171453065,1.0932
202104,28207,"charlotte, nc",9623,12107,368,-7948,29.14305,26.10487931,32.18122002,90.5,-0.309160305,-40.5,0.436507937,27.5,47.5,0.192307692,-0.060606061,0.6889,1299250,1.92E-04,-0.053369763,3.4647
202103,28212,"charlotte, nc",1702,239,-92,24,93.259413,89.24696873,97.27185705,12.5,0.041666667,0.5,-0.561403509,-16,-41.5,-0.253926702,0.93877551,3.7013,230500,-0.077077077,0.060379528,0.6231
202103,28213,"charlotte, nc",1585,561,-200,-384,89.4444,90.2121889,88.67661136,11.5,-0.258064516,-4,-0.557692308,-14.5,-42.5,-0.373626374,0.089171975,2.2208,267670,0.516973647,0.347947385,0.7235
202103,28269,"charlotte, nc",45,641,-99,478,88.612795,87.36040204,89.86518826,14.5,-0.340909091,-7.5,-0.608108108,-22.5,-39.5,-0.36971831,1.057471264,2.3247,295750,0.023356401,0.046904508,0.7994
202103,28262,"charlotte, nc",1328,858,127,-798,86.796027,80.7634014,92.82865348,21.5,-0.232142857,-6.5,0.162162162,3,-32.5,-0.184,0.096774194,2.6494,363500,0.038423082,0.378486509,0.9826
202103,28273,"charlotte, nc",1971,964,-626,-883,86.032227,87.97862157,84.0858328,14,0.75,6,-0.243243243,-4.5,-40,-0.340807175,0.057553957,1.9091,310000,-0.057507259,0.087719298,0.838
202103,28214,"charlotte, nc",2030,1332,-264,-641,83.42374,71.29467135,95.55280791,31.5,-0.030769231,-1,-0.045454545,-1.5,-22.5,-0.175862069,1.489583333,3.1039,317500,0.007936508,0.139054316,0.8582
202103,28216,"charlotte, nc",589,1345,-993,-607,83.31605,80.7634014,85.86869815,21.5,0.162162162,3,-0.410958904,-15,-32.5,-0.515625,0.371681416,2.013,266250,0.048434731,0.075757576,0.7197
202103,28270,"charlotte, nc",2561,1484,509,-801,82.370772,81.77648373,82.96506063,20.5,-0.506024096,-21,-0.305084746,-9,-33.5,-0.344036697,0.702380952,1.8571,720000,0.078651685,0.359773371,1.9462
202103,28227,"charlotte, nc",482,1718,36,-226,80.67366,73.77552648,87.57179324,29,-0.016949153,-0.5,-0.317647059,-13.5,-25,-0.057471264,0.842696629,2.1299,398000,0.134226275,0.075675676,1.0758
202103,28215,"charlotte, nc",492,1924,-777,137,79.505026,74.15842374,84.85162731,28.5,0.461538462,9,-0.387096774,-18,-25.5,-0.157303371,0.898734177,1.9481,353052.5,0.207017094,0.380513412,0.9543
202103,28210,"charlotte, nc",464,2169,-572,252,77.969448,82.43458839,73.50430759,20,-0.069767442,-1.5,-0.523809524,-22,-34,-0.262820513,0.916666667,1.4935,439950,-0.011348315,-0.022333333,1.1892
202103,28277,"charlotte, nc",86,2256,-1412,-1293,77.516752,77.60051053,77.43299298,25,0.388888889,7,-0.180327869,-5.5,-29,-0.368686869,0.689189189,1.6234,502462.5,0.035572776,0.114231068,1.3582
202103,28217,"charlotte, nc",4081,4122,-3419,-3934,67.563417,82.75366943,52.37316528,19.5,0.625,7.5,-0.303571429,-8.5,-34.5,-0.585106383,-0.642201835,1.013,370670,0.013036349,0.547682672,1.0019
202103,28278,"charlotte, nc",5032,4389,-2365,-932,66.247208,57.35481812,75.13959796,47,0.02173913,1,-0.040816327,-2,-7,-0.504166667,1.163636364,1.5455,603975,0.132974293,0.512773951,1.6326
202103,28204,"charlotte, nc",10785,5171,2065,-2167,62.531908,79.44320357,45.62061264,23,-0.417721519,-16.5,-0.634920635,-40,-31,-0.041666667,-0.316831683,0.8961,547910,0.21986163,-0.11197731,1.481
202103,28211,"charlotte, nc",2613,5413,4753,-411,61.439056,68.94543714,53.9326739,34,-0.624309392,-56.5,-0.333333333,-17,-20,0.012658228,0.860465116,1.039,1149750,0.087346633,0.210263158,3.1079
202103,28226,"charlotte, nc",1124,5791,-346,-2406,59.739949,51.6472559,67.83264199,54,-0.28,-21,0.058823529,3,0,-0.294520548,0.745762712,1.3377,750000,-0.112163362,0.234567901,2.0273
202103,28208,"charlotte, nc",2204,5915,-420,-5292,59.245373,68.00015954,50.49058711,35,-0.102564103,-4,0.166666667,5,-19,-0.210526316,-0.166666667,0.974,398250,0.138101022,0.612348178,1.0765
202103,28203,"charlotte, nc",6166,6692,-3004,-2805,55.865108,68.36311423,43.36710274,34.5,0.277777778,7.5,-0.4,-23,-19.5,-0.371428571,0.081967213,0.8571,467200,0.074269947,-0.266562009,1.2629
202103,28206,"charlotte, nc",8412,7081,-3081,-1363,54.16999,52.64039566,55.69958519,52.5,0.666666667,21,-0.426229508,-39,-1.5,-0.231481481,0.23880597,1.0779,251250,-0.028985507,-0.249776053,0.6791
202103,28205,"charlotte, nc",630,7448,-1075,-2261,52.668315,63.52903638,41.80759413,39.5,0.025974026,1,-0.177083333,-8.5,-14.5,-0.219512195,0.641025641,0.8312,465000,0.019888931,0.064017226,1.2569
202103,28209,"charlotte, nc",3826,7775,-1272,-5795,51.292278,60.7929164,41.79164008,42.5,-0.212962963,-11.5,0.25,8.5,-11.5,-0.333333333,0.142857143,0.8312,727000,0.136115018,0.054387237,1.9651
202103,28202,"charlotte, nc",7277,10357,182,-5666,39.129308,55.9149649,22.34365029,48.5,-0.253846154,-16.5,-0.02020202,-1,-5.5,-0.226415094,-0.068181818,0.5325,399950,-0.075260116,0.052638505,1.0811
202103,28207,"charlotte, nc",9623,12475,-154,-8593,27.544671,23.5681238,31.52121889,131,-0.057553957,-8,1.594059406,80.5,77,-0.277777778,0,0.6753,1299000,0.051821862,-0.171688187,3.5113
202102,28212,"charlotte, nc",1702,147,98,-15,95.515241,93.61761316,97.4128681,12,-0.5,-12,-0.571428571,-16,-58,0.404411765,0.900497512,3.9792,249750,-0.1328125,0.189285714,0.7085
202102,28273,"charlotte, nc",1971,338,-23,-251,92.612169,95.9384811,89.28585622,8,-0.724137931,-21,-0.578947368,-11,-62,-0.180147059,0.592857143,2.3229,328915,0.013636784,0.154087719,0.9331
202102,28216,"charlotte, nc",589,352,569,499,92.44327,89.11497039,95.77156937,18.5,-0.597826087,-27.5,-0.569767442,-24.5,-51.5,0.264822134,1.882882883,3.3333,253950,-0.121280277,-0.017563542,0.7204
202102,28213,"charlotte, nc",1585,361,-246,-187,92.347892,91.14970393,93.54607956,15.5,-0.184210526,-3.5,-0.354166667,-8.5,-54.5,-0.230985915,1.1328125,2.8438,176450,-0.321085033,-0.188735632,0.5006
202102,28269,"charlotte, nc",45,542,-276,67,90.416485,86.57155347,94.26141557,22,0.047619048,1,-0.290322581,-9,-48,0.208510638,2.120879121,2.9583,289000,-0.009934909,6.93E-04,0.8199
202102,28217,"charlotte, nc",4081,703,1739,1200,88.961968,93.61761316,84.30632278,12,-0.793103448,-46,-0.833333333,-60,-58,0.146341463,0.105882353,1.9583,365900,0.036837631,0.742380952,1.038
202102,28277,"charlotte, nc",86,844,953,-12,87.791599,89.57199062,86.01120693,18,-0.666666667,-36,-0.5,-18,-52,0.076086957,1.224719101,2.0625,485202.5,0.10026985,0.128377907,1.3765
202102,28262,"charlotte, nc",1328,985,694,-871,86.69475,81.54433096,91.84516949,28,-0.333333333,-14,0.166666667,4,-42,0.736111111,0.488095238,2.6042,350050,0.052133271,0.4002,0.993
202102,28214,"charlotte, nc",2030,1068,-661,-527,85.92179,77.256289,94.58729086,32.5,0.120689655,3.5,-0.044117647,-1.5,-37.5,0.239316239,1.843137255,3.0208,315000,-0.028946638,0.177570093,0.8936
202102,28215,"charlotte, nc",492,1147,50,-674,85.335612,88.31617852,82.35504511,19.5,-0.472972973,-17.5,-0.22,-5.5,-50.5,0.133757962,1,1.8542,292500,-0.025,0.203703704,0.8298
202102,28210,"charlotte, nc",464,1597,1545,2558,81.858284,86.83384334,76.88272464,21.5,-0.63559322,-37.5,-0.744047619,-62.5,-48.5,0.114285714,1.197183099,1.625,445000,-0.039706517,0.034883721,1.2624
202102,28227,"charlotte, nc",482,1754,-1020,-695,80.825021,80.10968485,81.54035687,29.5,0.282608696,6.5,-0.344444444,-15.5,-40.5,0.080745342,0.722772277,1.8125,350900,0.014455045,-0.088663746,0.9955
202102,28270,"charlotte, nc",2561,1993,2121,-363,79.10424,69.42335969,88.78512101,41.5,-0.51744186,-44.5,-0.308333333,-18.5,-28.5,0.063414634,0.981818182,2.2708,667500,0.1125,0.273854962,1.8936
202102,28278,"charlotte, nc",5032,2024,1649,1480,78.84195,66.62560108,91.05829988,46,-0.292307692,-19,-0.313432836,-21,-24,0.714285714,2.80952381,2.5,533088,0.159138943,0.363399906,1.5123
202102,28203,"charlotte, nc",6166,3688,3227,-494,69.522712,82.44644915,56.59897469,27,-0.61971831,-44,-0.625,-45,-43,0.153846154,0.418918919,1.0938,434900,-0.298435231,-0.275045841,1.2338
202102,28206,"charlotte, nc",8412,4000,-3803,-1245,68.022493,78.12264038,57.9223463,31.5,1.25,17.5,-0.466101695,-27.5,-38.5,-0.524229075,0.611940299,1.125,258750,-0.137212404,-0.19140625,0.734
202102,28226,"charlotte, nc",1124,5445,590,-1678,61.564599,49.16742837,73.96176926,75,-0.193548387,-18,-0.074074074,-6,5,0.028169014,0.946666667,1.5208,844750,-0.050842697,0.469130435,2.3965
202102,28208,"charlotte, nc",2204,5495,-1759,-4741,61.244685,71.66474586,50.82462346,39,-0.1875,-9,0.114285714,4,-31,-0.068627451,0.055555556,0.9896,349925,-7.14E-05,0.250178635,0.9927
202102,28205,"charlotte, nc",630,6373,2517,1065,57.375909,71.96280253,42.78901562,38.5,-0.5,-38.5,-0.5,-38.5,-31.5,0.108108108,1.277777778,0.8542,455932,0.006010485,0.042683206,1.2934
202102,28209,"charlotte, nc",3826,6503,1923,-2423,56.773835,62.03552836,51.51214084,54,-0.25,-18,-0.386363636,-34,-16,0.297297297,0.215189873,1,639900,0.155054152,0.02384,1.8153
202102,28204,"charlotte, nc",10785,7236,-2179,-5457,53.640265,71.08452887,36.19600207,39.5,-0.081395349,-3.5,-0.318965517,-18.5,-30.5,-0.064935065,-0.225806452,0.75,449157.5,-0.016773565,-0.339474265,1.2742
202102,28211,"charlotte, nc",2613,10166,-2042,-4733,40.879466,40.82581568,40.93311608,90.5,0.222972973,16.5,0.052325581,4.5,20.5,-0.0125,0.410714286,0.8229,1057390.5,0.18514963,0.243990287,2.9997
202102,28202,"charlotte, nc",7277,10539,-1399,-5021,39.234193,55.10471724,23.36366888,65,0.160714286,9,-0.133333333,-10,-5,0.152173913,0.104166667,0.5521,432500,-0.014806378,0.109258784,1.227
202102,28207,"charlotte, nc",9623,12321,-476,-6738,29.082383,21.84159281,36.32317291,139,-0.047945205,-7,0.275229358,30,69,-0.076923077,-0.064935065,0.75,1235000,-0.046332046,-0.14532872,3.5035
202101,28213,"charlotte, nc",1585,115,-8,332,95.509412,93.51057636,97.50824762,19,-0.449275362,-15.5,-0.660714286,-37,-57,0.056547619,1.709923664,4.1279,259900,0.071973603,0.190836197,0.7509
202101,28206,"charlotte, nc",8412,197,-71,977,93.809431,95.47448088,92.14438191,14,-0.471698113,-12.5,-0.681818182,-30,-62,0.343195266,2.847457627,2.6395,299900,-0.047785363,-0.183471214,0.8665
202101,28212,"charlotte, nc",1702,245,-239,377,93.236949,91.54279061,94.93110809,24,0.548387097,8.5,-0.603305785,-36.5,-52,-0.432150313,0.98540146,3.1628,288000,0.129411765,0.309090909,0.8321
202101,28269,"charlotte, nc",45,266,41,93,92.82942,92.94003493,92.71880458,21,-0.447368421,-17,-0.511627907,-22,-55,0.305555556,1.640449438,2.7326,291900,0.055696203,0.101717305,0.8434
202101,28273,"charlotte, nc",1971,315,-178,-251,92.214244,89.49349893,94.93498933,29,-0.049180328,-1.5,-0.049180328,-1.5,-47,0.486338798,1.176,3.1628,324490,0.001543258,0.224490566,0.9375
202101,28214,"charlotte, nc",2030,407,-36,-40,91.067339,89.49349893,92.6411799,29,-0.226666667,-8.5,-0.283950617,-11.5,-47,0.471698113,1.752941176,2.7209,324390,0.11587348,0.297871489,0.9372
202101,28227,"charlotte, nc",482,734,1090,271,87.393751,92.00465748,82.78284494,23,-0.566037736,-30,-0.634920635,-40,-53,0.158273381,0.712765957,1.8721,345900,-0.001443418,-0.052328767,0.9994
202101,28216,"charlotte, nc",589,921,-398,-464,85.625849,77.29866097,93.95303707,46,0.095238095,4,-0.051546392,-2.5,-30,0.39010989,1.75,2.9419,289000,0.082397004,0.144781145,0.835
202101,28215,"charlotte, nc",492,1197,144,-715,83.372793,84.92140501,81.82418009,37,-0.129411765,-5.5,0.104477612,3.5,-39,0.427272727,1.150684932,1.8256,300000,0.052982573,0.271725307,0.8668
202101,28262,"charlotte, nc",1328,1679,-18,-1669,79.815641,81.40500679,78.22627596,42,-0.184466019,-9.5,1.048780488,21.5,-34,0.043478261,-0.294117647,1.6744,332705,0.012800609,0.249596244,0.9613
202101,28277,"charlotte, nc",86,1797,-40,-787,79.058801,70.9295556,87.1880458,54,0.069306931,3.5,-0.018181818,-1,-22,0.448818898,1.520547945,2.1395,440985,0.001545521,0.045746442,1.2741
202101,28217,"charlotte, nc",4081,2442,-1270,-1674,75.098001,66.85037842,83.34562391,58,0.757575758,25,-0.079365079,-5,-18,0.744680851,0.271317829,1.907,352900,0.238245614,0.58134116,1.0196
202101,28210,"charlotte, nc",464,3142,1214,476,71.389482,65.69765185,77.08131186,59,0.026086957,1.5,-0.284848485,-23.5,-17,0.707317073,1.222222222,1.6279,463400,0.053421232,0.116626506,1.3389
202101,28278,"charlotte, nc",5032,3673,-1714,1509,68.717252,60.35707355,77.07743062,65,0.428571429,19.5,-0.273743017,-24.5,-11,0.414141414,1.641509434,1.6279,459900,0.094822743,0.148601399,1.3288
202101,28208,"charlotte, nc",2204,3736,1586,-2955,68.42616,76.37880846,60.47351058,48,-0.157894737,-9,-0.04950495,-2.5,-28,0.47826087,0.342105263,1.186,349950,0.196430708,0.40288635,1.0111
202101,28270,"charlotte, nc",2561,4114,-1227,-2530,66.708713,43.35726761,90.06015913,86,0.421487603,25.5,0.194444444,14,10,0.614173228,1.135416667,2.3837,600000,0.039051,0.257861635,1.7335
202101,28204,"charlotte, nc",10785,5057,2485,-3174,62.408306,80.45410441,44.36250728,43,-0.381294964,-26.5,-0.426666667,-32,-33,0.203125,-0.172043011,0.8953,456820,0.075123558,-0.337461929,1.3199
202101,28226,"charlotte, nc",1124,6035,561,-2935,58.127304,38.59887444,77.65573452,93,0.062857143,5.5,0.134146341,11,17,0.448979592,1,1.6512,890000,0.085233508,0.592841163,2.5714
202101,28203,"charlotte, nc",6166,6915,-390,-3641,54.323695,54.80302736,53.84436251,71,0.314814815,17,-0.197740113,-17.5,-5,0.685185185,0.109756098,1.0581,619900,0.028879668,0.03333889,1.791
202101,28211,"charlotte, nc",2613,8124,-213,-1502,49.258684,51.95420144,46.56316709,74,0.04964539,3.5,-0.26,-26,-2,0.31147541,0.632653061,0.9302,892200,0.123041098,0.019657143,2.5778
202101,28209,"charlotte, nc",3826,8426,-3303,-3694,48.088492,53.91422472,42.26275956,72,0.411764706,21,-0.269035533,-26.5,-4,0.193548387,0.088235294,0.8605,554000,0.030697674,-0.06252644,1.6006
202101,28205,"charlotte, nc",630,8890,-184,-1934,46.219678,50.14942752,42.2899282,77,0.25203252,15.5,-0.055214724,-4.5,1,0.644444444,1.114285714,0.8605,453208,0.013668175,0.035495719,1.3094
202101,28202,"charlotte, nc",7277,9140,-55,-4579,44.985445,69.06268193,20.90820881,56,-0.026086957,-1.5,-0.337278107,-28.5,-20,0.210526316,-0.148148148,0.5349,439000,0.064242424,0.204554809,1.2684
202101,28207,"charlotte, nc",9623,11845,20,-7183,31.486513,17.81874636,45.15427906,146,0.114503817,15,0.474747475,47,70,0.5,0.114285714,0.907,1295000,-0.018939394,-0.040740741,3.7416
202012,28212,"charlotte, nc",1702,6,80,85,98.293568,97.44807351,99.13906262,15.5,-0.446428571,-12.5,-0.635294118,-27,-50.5,0.86381323,3.742574257,8.2586,255000,0.083062391,0.159090909,0.75
202012,28213,"charlotte, nc",1585,107,16,272,94.537101,90.42931048,98.64489229,34.5,0.169491525,5,-0.361111111,-19.5,-31.5,0.460869565,2.428571429,5.7931,242450,-0.010408163,0.065714286,0.7131
202012,28206,"charlotte, nc",8412,126,2543,1710,94.131727,94.57184773,93.69160683,26.5,-0.411111111,-18.5,-0.543103448,-31.5,-39.5,0.836956522,3.023809524,2.9138,314950,0.02439421,-0.14219725,0.9263
202012,28273,"charlotte, nc",1971,137,181,-82,93.87113,92.89630144,94.84595784,30.5,-0.075757576,-2.5,-0.207792208,-8,-35.5,0.089285714,0.989130435,3.1552,323990,-0.007277128,0.248756986,0.9529
202012,28269,"charlotte, nc",45,307,60,-44,91.220755,87.82333411,94.6181762,38,0.134328358,4.5,-0.173913043,-8,-28,0.111111111,1.5,3.1034,276500,-0.0125,0.069632495,0.8132
202012,28214,"charlotte, nc",2030,371,1231,-116,90.471778,88.1592155,92.78434098,37.5,-0.21875,-10.5,-0.175824176,-8,-28.5,-0.01242236,1.208333333,2.7414,290705,-0.013422249,0.237042553,0.855
202012,28216,"charlotte, nc",589,523,-155,-86,89.093506,83.41826886,94.76874373,42,0.292307692,9.5,-0.168316832,-8.5,-24,0.197368421,1.6,3.1379,267000,-0.050666667,0.037285963,0.7853
202012,28217,"charlotte, nc",4081,1172,-29,-1037,83.821713,91.57594008,76.06748514,33,-0.043478261,-1.5,-0.274725275,-12.5,-33,-0.078431373,-0.040816327,1.6207,285000,0.018038936,0.221079692,0.8382
202012,28215,"charlotte, nc",492,1341,-229,-389,82.760019,82.75036677,82.7696703,42.5,0.180555556,6.5,-0.15,-7.5,-23.5,0.018518519,1.244897959,1.8966,284905,0.003204282,0.202638244,0.838
202012,28262,"charlotte, nc",1328,1661,-788,-1488,80.737009,71.79368389,89.68033356,51.5,0.430555556,15.5,0.051020408,2.5,-14.5,0.15,-0.08,2.3793,328500,0.039721475,0.24549763,0.9662
202012,28277,"charlotte, nc",86,1757,158,248,80.208092,72.99436337,87.42182071,50.5,0.24691358,10,-0.257352941,-17.5,-15.5,0.322916667,1.396226415,2.1897,440304.5,-0.003198877,0.080634434,1.295
202012,28227,"charlotte, nc",482,1824,-746,-1514,79.769902,69.69345996,89.84634391,53,0.341772152,13.5,0.104166667,5,-13,0.0859375,0.878378378,2.3966,346400,-0.023744099,-0.008728001,1.0188
202012,28278,"charlotte, nc",5032,1959,-455,3278,78.907034,79.36066713,78.45340128,45.5,0.22972973,8.5,-0.473988439,-41,-20.5,0.03125,1.605263158,1.7069,420068,-0.003347735,0.077373686,1.2355
202012,28270,"charlotte, nc",2561,2887,-1727,-861,73.679639,59.94903868,87.41023859,60.5,0.657534247,24,-0.159722222,-11.5,-5.5,0.175925926,1.048387097,2.1897,577450,0.035877657,0.247326925,1.6984
202012,28210,"charlotte, nc",464,4356,-879,-1800,66.660876,63.70550537,69.61624585,57.5,0.337209302,14.5,-0.166666667,-11.5,-8.5,0.108108108,0.782608696,1.4138,439900,4.55E-04,0.066553522,1.2938
202012,28209,"charlotte, nc",3826,5123,1304,-1657,63.151494,72.34576481,53.95722338,51,0.03030303,1.5,-0.341935484,-26.5,-15,0.107142857,0.347826087,1.069,537500,-0.132644828,-0.101095409,1.5809
202012,28208,"charlotte, nc",2204,5322,498,-3153,62.257741,64.28461123,60.2308702,57,0.163265306,8,-0.155555556,-10.5,-9,0.15,0.38,1.1897,292495,-0.006791287,0.074065914,0.8603
202012,28203,"charlotte, nc",6166,6525,-1987,-2406,57.11335,68.24955602,45.97714462,54,0.402597403,15.5,-0.382857143,-33.5,-12,-0.035714286,0.08,0.931,602500,0.012605042,0.066371681,1.7721
202012,28226,"charlotte, nc",1124,6596,310,-4260,56.808355,35.56096054,78.05574859,87.5,0.296296296,20,0.315789474,21,21.5,0.342465753,1.130434783,1.6897,820100,0.045445854,0.536487119,2.4121
202012,28204,"charlotte, nc",10785,7542,3308,-6674,52.866574,50.10423905,55.62890896,69.5,-0.027972028,-2,0.208695652,12,3.5,0.56097561,-0.015384615,1.1034,424900,-0.055567904,-0.375147059,1.2497
202012,28211,"charlotte, nc",2613,7911,1586,-1211,51.071346,49.14292333,52.99976836,70.5,0.014388489,1,-0.298507463,-30,4.5,0.196078431,0.648648649,1.0517,794450,-0.064252061,-0.027005511,2.3366
202012,28205,"charlotte, nc",630,8706,-1197,-2826,47.519497,58.79082696,36.24816616,61.5,0.308510638,14.5,-0.108695652,-7.5,-4.5,0.022727273,0.8,0.7759,447097,0.009203884,0.033989362,1.315
202012,28202,"charlotte, nc",7277,9085,1442,-4132,45.818856,63.70550537,27.93220601,57.5,-0.025423729,-1.5,-0.298780488,-24.5,-8.5,0.117647059,0.027027027,0.6552,412500,0.028914364,0.269426066,1.2132
202012,28207,"charlotte, nc",9623,11865,324,-8683,31.211876,18.56613389,43.85761717,131,0.060728745,7.5,0.658227848,52,65,0.106382979,0,0.8966,1320000,0.016166282,0.012414347,3.8824
202011,28212,"charlotte, nc",1702,86,-38,-56,94.77937,91.49188157,98.06685769,28,0.4,8,-0.096774194,-3,-29.5,0.01984127,1.294642857,4.6727,235443.5,-0.039006122,0.037708032,0.6759
202011,28213,"charlotte, nc",1585,123,-99,71,93.91404,90.3495702,97.47851003,29.5,0.966666667,14.5,-0.280487805,-11.5,-28,0.004366812,1.555555556,4.1818,245000,0.042553191,0.110063976,0.7034
202011,28273,"charlotte, nc",1971,318,-286,-247,90.947469,87.3008596,94.59407832,33,1.2,18,0.1,3,-24.5,-0.2,1.24,3.0545,326365,0.125396552,0.19547619,0.937
202011,28269,"charlotte, nc",45,367,-60,98,90.376313,86.67812798,94.07449857,33.5,0.155172414,4.5,-0.202380952,-8.5,-24,-0.124324324,1.655737705,2.9455,280000,0.033210332,0.071749823,0.8038
202011,28216,"charlotte, nc",589,368,245,44,90.361032,87.72874881,92.99331423,32.5,-0.071428571,-2.5,-0.144736842,-5.5,-25,-0.160220994,1.666666667,2.7636,281250,0.022727273,0.08214698,0.8074
202011,28262,"charlotte, nc",1328,873,-442,-834,85.505253,83.58357211,87.4269341,36,0.333333333,9,0.058823529,2,-21.5,-0.111111111,-0.189189189,2.1818,315950,0.047621258,0.294877049,0.9071
202011,28227,"charlotte, nc",482,1078,400,-677,83.91595,78.61318052,89.21872015,39.5,0.012820513,0.5,-0.102272727,-4.5,-18,-0.015384615,0.72972973,2.3273,354825,-0.009836752,-0.014375,1.0187
