month_date_yyyymm,postal_code,zip_name,flag,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy
202005,28227,"charlotte, nc",*,364999,0.0238,0.0023,91,-0.0808,-0.1078,49,0.256410256,,60,0.5,-0.3478,4,0,-0.75,32,0.6,-0.2727,75,0.5957,-0.1279,142.8571429,0.0057,0.1495,2280,0.0305,-0.199,366189.5714,0.0295,-0.0559,166,0.137,-0.117,0.824175824,0.3494,-0.019
202005,28262,"charlotte, nc",*,270890,-0.0018,,49,0.0426,,40,0.777777778,,24,0,0,8,,,16,1,0.3333,29,0.0357,-0.1714,128.477306,0.0098,0.1296,2175,-0.0084,-2.00E-04,276229.0741,0.0085,0.0155,78,0.04,0.2188,0.591836735,-0.0039,-0.6151
202005,28209,"charlotte, nc",,625000,0.0794,0.1469,84,-0.087,-0.2566,70,0.538461538,0.647058824,40,0.6667,-0.375,0,,,28,1.3333,-0.3636,71,0.449,-0.1548,291.1764706,0.0191,0.0869,2189,0.0144,0.0392,764513.7955,0.0515,0.1214,155,0.0993,-0.2132,0.845238095,0.3126,0.1019
202005,28215,"charlotte, nc",*,271900,0.0625,0.1722,86,-0.14,0.0238,43,0.131578947,,56,0.0769,-0.3913,52,1.1667,,20,-0.1667,-0.4444,87,-0.0938,-0.25,139.7109429,-0.002,0.0906,1926,0.0394,0.0881,294110.1642,0.0358,0.0441,173,-0.1173,-0.135,1.011627907,0.0516,-0.3693
202005,28213,"charlotte, nc",,229900,0.179,-0.0802,35,-0.2222,-0.1463,32,0.28,0.254901961,32,-0.1111,-0.2,0,,,16,0.3333,0,43,0.5926,-0.1569,119.7735192,0.0258,0.0014,1755,0.0741,-0.1447,233547.0678,0.069,-0.0327,78,0.0833,-0.1522,1.228571429,0.6286,-0.0153
202005,28270,"charlotte, nc",,488900,-0.0222,0.0878,71,0.0597,-0.3173,51,0.307692308,0.342105263,32,0.1429,-0.4667,0,-1,,32,0.6,-0.3333,62,0.2157,-0.2791,166.7944785,0.0038,0.0854,3156,0.0337,0.0641,630456.7073,-0.0459,0.0447,133,0.1271,-0.3,0.873239437,0.112,0.0463
202004,28213,"charlotte, nc",,195000,-0.018,-0.199,45,0.4516,0.0714,25,-0.038461538,-0.074074074,36,0.2857,-0.1,0,,,12,0.5,0,27,-0.2059,-0.4808,116.7631608,-0.0144,0.029,1634,0.0414,-0.1965,218475.2328,-0.0242,-0.0754,72,0.1077,-0.234,0.6,-0.4968,-0.6381
202004,28214,"charlotte, nc",*,275995,-0.0098,,95,0.2838,,35.5,0.075757576,,48,-0.25,-0.25,8,-0.75,,24,0.2,0.5,62,-0.2152,-0.2152,131.2937047,-0.0713,0.0914,2116.5,0.0593,-0.0684,319486.7285,-0.0351,-0.037,157,0.0261,0.0608,0.652631579,-0.4149,-0.4923
202004,28278,"charlotte, nc",,380450,-0.0471,0.0334,134,0.0308,-0.4199,49.5,0.010204082,-0.181818182,52,-0.3158,-0.4348,0,-1,-1,52,0,-0.1875,62,-0.2874,-0.2152,141.1369132,-0.026,0.0125,2760,-0.0456,-0.048,501815.7674,-0.1306,-0.0322,196,-0.0968,-0.3677,0.462686567,-0.2065,0.1207
202004,28277,"charlotte, nc",,449450,-0.0033,-0.0038,115,0.0268,-0.4773,33.5,0.098360656,-0.220930233,52,-0.5185,-0.6176,0,-1,-1,20,-0.5833,-0.7222,95,-0.2213,-0.3871,159.9535825,-0.0344,0.0234,2593,-0.046,-0.1234,523824.8294,-0.1132,-0.05,210,-0.1026,-0.44,0.826086957,-0.2632,0.1215
202004,28273,"charlotte, nc",,272449.5,-0.044,0.0091,46,0.4375,-0.2069,29.5,0.594594595,-0.063492063,32,-0.2,-0.4286,0,-1,-1,20,1.5,0,29,-0.2162,-0.5085,136.6726606,-0.0422,0.0292,1869.5,-0.0158,-0.0791,264931.5031,-0.1046,-0.1618,75,0.087,-0.359,0.630434783,-0.5258,-0.3868
202004,28262,"charlotte, nc",,271365,0.0291,0.0874,47,0.8077,0.5667,22.5,0.216216216,-0.274193548,24,-0.4,0.2,0,,,8,1,-0.3333,28,0.037,-0.125,127.2301809,0.0438,0.1017,2193.5,0.0085,-0.0651,273897.2983,0.007,-0.0243,75,0.4151,0.2097,0.595744681,-0.4427,-0.4709
202004,28215,"charlotte, nc",,255900,6.00E-04,0.1047,100,0.3514,0.5625,38,-0.182795699,-0.11627907,52,0.0833,0.0833,24,2,,24,0.5,0,96,-0.1579,0.0105,139.9967791,0.0364,0.0055,1853,-0.0453,0.1316,283949.5773,-0.0262,-0.0287,196,0.0426,0.2327,0.96,-0.5805,-0.5244
202004,28204,"charlotte, nc",,506557.5,-0.179,-0.1443,21,-0.0455,-0.25,35.5,-0.436507937,0.014285714,12,-0.25,0,0,,,4,-0.5,-0.5,20,-0.1304,-0.0909,259.6235901,-0.1327,-0.0509,1908.5,-0.0635,-0.1251,543960.3056,-0.1087,-0.0455,41,-0.0889,-0.18,0.952380952,-0.0931,0.1667
202004,28212,"charlotte, nc",,238000,0.0949,0.1081,32,0.5238,0.3333,27.5,-0.035087719,-0.246575342,20,-0.2857,0.25,0,,,8,-0.3333,0,29,-0.1944,0.3182,132.3896753,-0.0361,0.0144,1740,0.0919,0.0594,232748.4373,0.0758,0.099,61,0.0702,0.3261,0.90625,-0.808,-0.0104
202004,28209,"charlotte, nc",,579000,-0.1603,0.0533,92,0.1948,-0.0108,45.5,0.338235294,-0.031914894,24,-0.5385,-0.6471,0,-1,-1,12,-0.5714,-0.625,49,-0.2097,-0.4368,285.7125114,-0.0023,0.0683,2158,-0.1072,0.0382,727099.0332,-0.1281,0.04,141,0.0144,-0.2167,0.532608696,-0.2726,-0.4029
202004,28226,"charlotte, nc",,567500,-0.0658,-0.092,129,0.032,-0.3768,56,0.098039216,-0.026086957,40,-0.3333,-0.4737,4,0,,24,-0.3333,-0.625,67,-0.2556,-0.3366,198.2157251,-0.0204,0.0058,2915,-0.0438,-0.095,794477.3809,-0.0424,3.00E-04,196,-0.0884,-0.3636,0.519379845,-0.2006,0.0315
202004,28270,"charlotte, nc",,500000,-0.0557,0.0812,67,-0.029,-0.3163,39,0.322033898,0.098591549,28,-0.5625,-0.5333,4,0,,20,0,-0.375,51,-0.2273,-0.2714,166.1654565,-0.0133,0.058,3053,0.0156,0.0363,660790.2366,-0.0149,0.0696,118,-0.1259,-0.2976,0.76119403,-0.1953,0.0469
202004,28202,"charlotte, nc",,349950,-0.079,0.0067,68,0.0794,-0.0556,50.5,0.02020202,0.030612245,8,-0.8182,-0.7143,0,,,12,-0.5,-0.25,25,-0.2424,-0.5,340.4326071,0.0359,0.0947,1131,-0.0342,-0.0181,483520.6329,-0.072,-0.0224,93,-0.0313,-0.2377,0.367647059,-0.1562,-0.3268
202004,28269,"charlotte, nc",,267500,-0.0531,0.0348,122,0.1961,0.0167,33.5,-0.094594595,0.098360656,52,-0.4348,-0.5357,20,-0.375,,36,0.2857,0,82,-0.3109,-0.4641,127.4324804,-0.0078,0.0748,2045,-0.0576,-0.0647,271564.8763,-0.042,0.0305,204,-0.0769,-0.2527,0.672131148,-0.4945,-0.6029
202004,28207,"charlotte, nc",,1372500,-0.1248,-0.0315,48,-0.1579,-0.4286,63,0.247524752,-0.271676301,8,-0.6,-0.6,0,,,4,-0.5,-0.8,25,-0.1071,-0.5098,368.1146511,-0.0517,0.042,3242.5,-0.1451,-0.1153,1438475.908,-0.1052,-0.0471,73,-0.1412,-0.4593,0.520833333,0.0296,-0.0863
202004,28208,"charlotte, nc",,237450,-0.0387,-0.302,84,0.6154,0.0244,29.5,-0.016666667,-0.397959184,44,-0.1538,-0.1538,0,-1,,8,-0.3333,-0.6,63,-0.2125,-0.2125,184.2505592,0.004,-0.0701,1336,0.0175,-0.124,283366.6387,0.0107,-0.145,147,0.1136,-0.0926,0.75,-0.7885,-0.2256
202004,28227,"charlotte, nc",,356500,-0.0365,-0.0435,99,0.1786,0,39,-0.082352941,0.083333333,40,-0.4118,-0.1667,4,,0,20,1.5,-0.5455,47,-0.2419,-0.338,142.0411125,-0.0076,0.1183,2212.5,-0.0266,-0.2566,355707.7846,-0.0083,-0.0949,146,0,-0.1412,0.474747475,-0.2633,-0.2424
202004,28210,"charlotte, nc",,462499.5,0.0278,0.1411,107,-0.0614,-0.3097,52.5,0.25,0.265060241,36,-0.5,-0.5909,0,,,20,-0.5,-0.5833,77,-0.23,-0.3689,220.7158954,0.0263,0.1363,2239,0.0124,0.0838,722626.0242,0.0137,0.208,184,-0.1402,-0.3357,0.719626168,-0.1576,-0.0675
202004,28216,"charlotte, nc",,249995,0.0101,-0.0489,70,0.1864,0,40,0.095890411,0.081081081,40,-0.3333,-0.4118,0,-1,-1,12,-0.25,-0.4,53,-0.1452,-0.2838,142.2864529,0.0032,0.0623,1814.5,0.0249,-0.09,317012.1264,5.00E-04,0.0213,123,0.0165,-0.1458,0.757142857,-0.2937,-0.3
202004,28211,"charlotte, nc",,799500,-0.1584,0.0316,126,0.008,-0.2921,61.5,0.205882353,0.078947368,36,-0.3571,-0.4706,4,,0,24,0,-0.5385,63,-0.2674,-0.3824,262.1351351,-0.0792,0.0249,3047.5,-0.0722,0.0303,1025471.556,-0.1052,0.0334,189,-0.1043,-0.325,0.5,-0.188,-0.073
202004,28205,"charlotte, nc",,427835,-0.021,0.1526,166,0.044,-0.2906,47.5,-0.010416667,-0.020618557,56,-0.3913,-0.5172,0,-1,-1,40,-0.3333,-0.5652,116,-0.2162,-0.1594,246.5333286,0.0026,0.084,1716,-0.0064,0.01,470941.9698,0.0025,0.0521,282,-0.0814,-0.2419,0.698795181,-0.232,0.1091
202004,28203,"charlotte, nc",,612500,-0.0385,0.0877,42,-0.0233,-0.3824,71,0.234782609,0.378640777,12,-0.25,-0.5,0,,,4,-0.6667,-0.8333,39,-0.1875,-0.3276,318.4836702,-0.0063,0.0533,1999,-0.0191,0.0401,729103.0103,-0.0236,0.2263,81,-0.1099,-0.3571,0.928571429,-0.1877,0.0756
202003,28216,"charlotte, nc",,247500,-0.0425,0.0022,59,-0.0635,-0.2436,36.5,-0.151162791,-0.013513514,60,0.875,0.0714,8,0,-0.6667,16,-0.5,-0.5,62,0,-0.1622,141.8366035,0.0863,0.102,1770.5,-0.0612,-0.0848,316841.386,0.0311,0.0716,121,-0.032,-0.2039,1.050847458,0.0667,0.1021
202003,28203,"charlotte, nc",,637000,0.0618,0.1464,43,0.0238,-0.3857,57.5,-0.201388889,0.474358974,16,-0.3333,-0.6364,0,,,12,0.5,-0.5714,48,-0.0204,-0.1111,320.4911657,-0.0055,0.0558,2038,-0.0088,0.0604,746694.667,0.0381,0.2431,91,0,-0.2661,1.11627907,-0.0504,0.3449
202003,28205,"charlotte, nc",,437023,-6.00E-04,0.1657,159,-0.0914,-0.2392,48,-0.376623377,0.090909091,92,0.2105,-0.1481,8,-0.5,-0.5,60,0.1538,-0.2105,148,0.1563,0.1045,245.9039569,0.0328,0.078,1727,-0.0406,0.0333,469769.0356,0.0192,0.0595,307,0.0132,-0.105,0.93081761,0.1994,0.2897
202003,28211,"charlotte, nc",,950000,0.1176,0.178,125,0.0776,-0.2331,51,-0.406976744,-0.089285714,56,0.0769,-0.2222,0,-1,-1,24,-0.1429,-0.4545,86,0.2836,0.0118,284.6691541,0.0482,0.0877,3284.5,0.052,0.0972,1145990.342,0.0265,0.1031,211,0.153,-0.1492,0.688,0.1104,0.1665
202003,28270,"charlotte, nc",,529500,0.0105,0.0919,69,0.3529,-0.266,29.5,-0.508333333,-0.280487805,64,0.7778,0.3333,4,,0,20,-0.1667,-0.4444,66,0,0.1786,168.4023682,0.0115,0.0757,3006,-0.0303,-0.0014,670810.6889,-0.0646,0.0507,135,0.1538,-0.1,0.956521739,-0.3376,0.3608
202003,28212,"charlotte, nc",,217375,0.0351,-0.0016,21,0.1667,-0.0455,28.5,0.017857143,0.357142857,28,0.4,0.75,0,,,12,0.5,0,36,0.0909,0.6364,137.3533594,0.0696,0.0559,1593.5,-0.026,-0.0517,216345.2076,0.0467,0.0133,57,0.1176,0.2955,1.714285714,-0.119,0.7143
202003,28262,"charlotte, nc",,263695,0.0548,0.0674,26,0,-0.0714,18.5,-0.229166667,-0.513157895,40,1,9,0,-1,,4,0,-0.6667,27,0.2273,0.0385,121.8879447,-0.064,0.0596,2175,0.1393,-0.0658,272003.5045,0.0386,-0.0306,53,0.1042,-0.0185,1.038461538,0.1923,0.1099
202003,28207,"charlotte, nc",,1568250,0.0853,0.095,57,-0.0172,-0.2963,50.5,-0.536697248,-0.352564103,20,-0.1667,-0.1667,0,,,8,-0.3333,-0.6,28,0.2174,-0.3488,388.171848,0.0051,0.0761,3793,0.1421,0.0369,1607657.414,0.1367,0.0802,85,0.0494,-0.3145,0.49122807,0.0947,-0.0396
202003,28208,"charlotte, nc",,247000,-0.1175,-0.2841,52,0.0196,-0.2464,30,-0.142857143,-0.302325581,52,0.625,0.4444,4,0,0,12,0,-0.4,80,0.1111,0,183.5076775,-0.0937,-0.057,1313,-0.1235,-0.1331,280380.3982,-0.0795,-0.1154,132,0.0732,-0.1141,1.538461538,0.1267,0.379
202003,28269,"charlotte, nc",,282499.5,-0.0218,0.1385,102,-0.0642,-0.1429,37,0.193548387,-0.119047619,92,-0.08,0.15,32,-0.3333,,28,-0.125,-0.125,119,-0.0775,-0.156,128.4339615,0.0141,0.0813,2170,-0.0411,0.0191,283458.7494,-0.0166,0.0883,221,-0.0714,-0.15,1.166666667,-0.0168,-0.0182
202003,28278,"charlotte, nc",,399250,0.0211,0.077,130,-0.0441,-0.3953,49,-0.268656716,-0.155172414,76,0.2667,0.5833,4,0,-0.8333,52,0,-0.35,87,0.061,0.381,144.8972425,-0.0037,0.0353,2892,0.007,-0.0076,577204.7322,0.0104,0.0973,217,-0.0046,-0.2194,0.669230769,0.0663,0.3762
202003,28215,"charlotte, nc",,255740,0.0524,0.1016,74,-0.1957,0.0278,46.5,0.86,0.056818182,48,-0.2941,2,8,-0.6,-0.6,16,-0.3333,0,114,-0.1679,0.2,135.0813961,0.0238,0.0364,1941,0.0469,0.1072,291589.7841,-0.045,0.0223,188,-0.179,0.1257,1.540540541,0.0514,0.2211
202003,28204,"charlotte, nc",,617000,-0.0926,-0.0597,22,0,-0.2143,63,0.086206897,-0.284090909,16,1,3,0,,,8,0,-0.3333,23,0.2105,0.3529,299.3476983,-0.002,0.0944,2038,-0.0828,-0.151,610316.1607,0.0287,0.0174,45,0.0976,0,1.045454545,0.1818,0.4383
202003,28213,"charlotte, nc",,198576,-0.087,-0.1655,31,-0.0606,-0.2619,26,0.083333333,-0.071428571,28,-0.2222,0,0,,,8,-0.3333,-0.3333,34,0.3077,-0.3333,118.4726878,-0.0426,0.0655,1569,0.0077,-0.2412,223901.9805,-0.0315,-0.0298,65,0.1017,-0.3011,1.096774194,0.3089,-0.1175
202003,28206,"charlotte, nc",*,334900,0.0466,0.0282,14,-0.2222,0.0769,91.5,0.550847458,,4,-0.5,,0,,,4,0,,8,0,-0.2727,208.5541593,-0.0085,0.1027,1435,0.0156,-0.0828,297264.3611,0.0236,-0.0104,22,-0.1538,-0.0833,0.571428571,0.127,-0.2747
202003,28214,"charlotte, nc",,278740,0.042,0.0553,74,-0.1084,-0.1294,33,-0.029411765,-0.25,64,0.4545,0.1429,32,-0.2,,20,0,0,79,-0.2178,-0.0125,141.3728141,0.0903,0.1649,1998,0.0374,-0.0504,331104.1335,0.0458,0.0877,153,-0.1685,-0.0727,1.067567568,-0.1493,0.1264
202003,28210,"charlotte, nc",,450000,0.0465,0.1312,114,0.0755,-0.245,42,-0.5,-0.086956522,72,0.125,-0.1818,0,-1,-1,40,0.1111,0,100,0.1765,0.0417,215.0521887,0.0204,0.1331,2211.5,0.0248,0.0712,712879.9307,0.0233,0.2555,214,0.1204,-0.1336,0.877192982,0.0753,0.2414
202003,28227,"charlotte, nc",,370000,-0.0391,0.0266,84,-0.0118,-0.1683,42.5,-0.055555556,-0.166666667,68,0.3077,0.7,0,-1,-1,8,-0.6,-0.8333,62,0.0877,0.0508,143.1321218,0.0399,0.13,2273,-0.0257,-0.1853,358683.8389,0.0017,-0.0411,146,0.0282,-0.0875,0.738095238,0.0675,0.1539
202003,28273,"charlotte, nc",,285000,0,0.0556,32,0.0667,-0.3962,18.5,-0.026315789,-0.513157895,40,0.1111,-0.1667,16,,0,8,-0.3333,-0.6667,37,-0.0976,-0.3393,142.6934097,-0.0144,0.0954,1899.5,0.0136,-0.0643,295881.9079,-0.0115,-0.0827,69,-0.0282,-0.367,1.15625,-0.2104,0.0996
202003,28277,"charlotte, nc",,450950,0.0487,0.0521,112,0.0874,-0.4717,30.5,-0.152777778,-0.37755102,108,0.2857,0,4,0,-0.8,48,0.3333,-0.2,122,0.2449,-0.1029,165.644256,-0.0103,0.0671,2718,0.0722,-0.0446,590714.325,0.0695,0.0914,234,0.1642,-0.3276,1.089285714,0.1378,0.4478
202003,28226,"charlotte, nc",,607500,0.0565,-0.0489,125,0.0593,-0.3243,51,-0.37037037,-0.037735849,60,0,-0.0625,4,0,,36,-0.1,-0.3571,90,0.1111,0.0345,202.3423707,0.0461,0.0103,3048.5,0.0426,-0.0454,829637.8291,0.0642,0.0695,215,0.0804,-0.2096,0.72,0.0336,0.2497
202003,28209,"charlotte, nc",,689500,0.1032,0.2101,77,0.2222,-0.1348,34,-0.613636364,-0.209302326,52,0.0833,0,4,0,,28,0.75,-0.125,62,-0.0159,-0.2439,286.374164,-0.0133,0.085,2417,0.1363,0.1495,833929.6241,0.0823,0.1757,139,0.1032,-0.1871,0.805194805,-0.1948,-0.1162
202003,28202,"charlotte, nc",,379950,-0.0255,0.1018,63,0.125,-0.1127,49.5,-0.34,0.302631579,44,1.75,-0.0833,0,,,24,0.2,2,33,-0.1538,-0.1538,328.633218,0.002,0.0572,1171,0.0052,0.0202,521056.1758,-0.0377,0.1173,96,0.0105,-0.1273,0.523809524,-0.1726,-0.0255
202002,28217,"charlotte, nc",,210000,-0.059,0.1551,13,-0.0714,-0.2353,72,0.142857143,0.5,4,0,-0.6667,0,,,0,-1,-1,13,0.625,0.3,147.2868217,-0.0085,0.1413,1319,0,0.082,311028.7143,-0.0237,0.2812,26,0.1818,-0.037,1,0.4286,0.4118
202002,28205,"charlotte, nc",,437268,-9.00E-04,0.1664,175,-0.0789,-0.1463,77,-0.055214724,0.222222222,76,0.1176,-0.24,16,0,0,52,0.1818,-0.0714,128,0.3617,0.1228,238.0833333,0.0254,0.0474,1800,-0.0036,0.0853,460914.9784,-0.0268,0.0567,303,0.0669,-0.0502,0.731428571,0.2367,0.1753
202002,28212,"charlotte, nc",,210000,-0.0455,-0.0045,18,-0.28,-0.2174,28,-0.537190083,-0.034482759,20,0.6667,-0.1667,0,,,8,0,-0.3333,33,0.1379,0.5,128.4109149,0.0563,-0.0391,1636,-0.1077,-0.0368,206692.5,-0.0857,-0.0376,51,-0.0556,0.1333,1.833333333,0.6733,0.8768
202002,28214,"charlotte, nc",,267500,0.0703,0.0642,83,-0.117,-0.1075,34,-0.160493827,-0.46875,44,-0.2667,-0.2143,40,0,4,20,0.25,-0.2857,101,0.2949,0.4638,129.6633303,0.0376,0.0561,1926,0.019,-0.01,316595.5,-0.0048,0.0283,184,0.0698,0.1358,1.21686747,0.3871,0.4749
202002,28208,"charlotte, nc",,279900,0.1221,-0.0661,51,-0.1053,-0.2609,35,-0.306930693,-0.3,32,0.1429,-0.1111,4,-0.5,,12,0,-0.4,72,0.2414,0.0435,202.4773702,-0.0043,0.0407,1498,0.1171,-0.005,304582.8214,0.0389,0.0049,123,0.0696,-0.1087,1.411764706,0.3942,0.4118
202002,28207,"charlotte, nc",,1445000,0.0704,0.0452,58,-0.0333,-0.275,109,0.101010101,0.135416667,24,0.2,0,0,,,12,-0.25,0.5,23,1.0909,-0.2813,386.2174044,0.0738,0.021,3321,0.1206,-0.0632,1414318.855,0.1031,-0.0282,81,0.1408,-0.2768,0.396551724,0.2132,-0.0034
202002,28278,"charlotte, nc",,390999,-0.0235,0.0464,136,-0.1282,-0.343,67,-0.251396648,-0.263736264,60,-0.0625,-0.0625,4,-0.5,-0.75,52,0.1818,-0.2778,82,0.1549,0.5472,145.4388985,-0.0276,0.0273,2872,0,0.0042,571239.1824,-0.0267,0.0914,218,-0.0396,-0.1615,0.602941176,0.1478,0.3469
202002,28213,"charlotte, nc",,217500,-0.0034,-0.0994,33,0.2692,-0.1538,24,-0.571428571,-0.323943662,36,0.2857,0.125,0,,,12,,0,26,0.0833,-0.4222,123.75,0.0126,0.1815,1557,-0.0183,-0.2853,231176.0323,-0.0746,0.0023,59,0.18,-0.2976,0.787878788,-0.1352,-0.366
202002,28270,"charlotte, nc",,524000,0.0985,0.0849,51,-0.2609,-0.4457,60,-0.166666667,-0.111111111,36,0,-0.3077,0,,,24,0,0,66,0.6098,0.4667,166.481687,0.017,0.071,3100,0.0411,0.0114,717151.2903,0.0139,0.1166,117,0.0636,-0.146,1.294117647,0.6999,0.805
202002,28226,"charlotte, nc",,575000,0.0291,-0.0605,118,-0.0923,-0.3099,81,-0.012195122,0,60,0.3636,-0.25,4,,,40,0.25,-0.2308,81,0.5577,0.2656,193.422184,0.0243,0.0057,2924,0.0119,0.0125,779585.3256,0.0164,0.1308,199,0.0934,-0.1532,0.686440678,0.2864,0.3122
202002,28215,"charlotte, nc",*,243000,0.0301,0.0731,92,-0.1786,0.0575,25,-0.253731343,,68,-0.15,0.4167,20,4,1.5,24,0.2,-0.25,137,0.3431,0.3431,131.9444444,-0.0012,0.0751,1854,0.03,0.0363,305315.3186,0.109,0.1367,229,0.0701,0.2116,1.489130435,0.5784,0.3167
202002,28203,"charlotte, nc",,599900,0,0.255,42,-0.0667,-0.3226,72,-0.186440678,0.24137931,24,-0.1429,-0.1429,0,,,8,0,-0.6667,49,0.1395,-0.0392,322.2710623,-0.0014,0.031,2056,0,0.4464,719311.3478,0.0452,0.2301,91,0.0341,-0.1947,1.166666667,0.2111,0.3441
202002,28277,"charlotte, nc",,430000,0.0197,0.0413,103,-0.1825,-0.5318,36,-0.345454545,-0.428571429,84,0.1667,-0.16,4,,-0.75,36,0,-0.64,98,0.3803,-0.0667,167.3640167,0.0041,0.0857,2535,-0.015,-0.0964,552319.963,0.028,0.0619,201,0.0203,-0.3815,0.951456311,0.388,0.4742
202002,28202,"charlotte, nc",,389900,0.0698,0.1682,56,-0.125,-0.1515,75,-0.112426036,0.171875,16,-0.5,-0.6,0,,,20,-0.1667,0.6667,39,0.1143,0.3929,327.9788839,0.0037,0.0492,1165,9.00E-04,0.0596,541494.7458,0.0468,0.2387,95,-0.0404,0.0106,0.696428571,0.1496,0.2722
202002,28227,"charlotte, nc",*,385039,0.0549,,85,-0.0957,-0.2056,45,-0.285714286,-0.181818182,52,0,0.0833,4,0,-0.5,20,-0.1667,-0.5455,57,0.0556,0.14,137.6404494,0.0192,0.1031,2333,-0.0904,-0.0897,358069.2941,-0.0261,0.0337,142,-0.0405,-0.0955,0.670588235,0.0961,0.2033
202002,28206,"charlotte, nc",,320000,-0.1287,0.0016,18,-0.4,0.3846,59,0.340909091,0.191919192,8,0,1,0,,,4,0,,8,0.3333,-0.3333,210.3365385,-0.0262,0.1834,1413,-0.0925,-0.1177,290422.5,-0.1167,-0.0286,26,-0.2778,0.04,0.444444444,0.2444,-0.4786
202002,28204,"charlotte, nc",,680000,-0.0138,-0.0209,22,0,-0.2903,58,-0.226666667,-0.296969697,8,1,1,0,,,8,,-0.3333,19,0.1176,0.7273,299.9586264,0,0.0966,2222,0.0148,-0.0973,593284.6154,0.0469,-0.0344,41,0.0513,-0.0238,0.863636364,0.0909,0.5088
202002,28210,"charlotte, nc",,430000,0.0361,0.1169,106,-0.1908,-0.2535,84,0.018181818,0.253731343,64,0.6,-0.2381,4,,,36,-0.1818,-0.1818,85,0.3934,0.1644,210.7511312,0.0043,0.0997,2158,0.041,0.0483,696669.075,0.1344,0.2638,191,-0.0052,-0.1116,0.801886792,0.3362,0.2878
202002,28211,"charlotte, nc",,849999,-0.0286,0.0304,116,0.0087,-0.1831,86,-0.14,0.068322981,52,0.625,0,4,0,0,28,0.4,-0.3636,67,0.4255,-0.0822,271.5909091,-0.0468,0.0245,3122,0.0071,-0.017,1116368.654,-0.0248,0.0243,183,0.1296,-0.1488,0.577586207,0.1689,0.0635
202002,28273,"charlotte, nc",,285000,0.0755,0.0459,30,-0.1429,-0.434,19,-0.37704918,-0.6,36,0,0,0,,-1,12,0.5,-0.25,41,0.5769,-0.1633,144.772118,0.0575,0.1201,1874,-0.037,-0.0768,299336.8929,0.0307,-0.0933,71,0.1639,-0.3039,1.366666667,0.6238,0.4421
202002,28262,"charlotte, nc",,250000,-0.061,0.0311,26,0.3684,-0.1034,24,0.170731707,-0.333333333,20,-0.1667,0,4,,,4,,-0.6667,22,0.1,-0.0833,130.2281369,0.0281,0.1393,1909,-0.1174,-0.1338,261892.6667,-0.0909,-0.052,48,0.2308,-0.0943,0.846153846,-0.2065,0.0186
202002,28216,"charlotte, nc",,258490,0.0239,0.1726,63,-0.2317,-0.241,43,-0.113402062,-0.065217391,32,-0.3846,-0.3333,8,1,0,32,-0.1111,0.1429,62,0.1273,-0.1622,130.5714286,-0.0311,0.0681,1886,0.0173,0.0211,307275.2841,0.0357,0.1564,125,-0.0876,-0.2038,0.984126984,0.3134,0.0926
202002,28209,"charlotte, nc",,625000,0.0576,0.2184,63,0.0328,-0.3226,88,-0.106598985,0.76,48,1,0.0909,4,,,16,0.3333,-0.3333,63,0.2353,-0.0597,290.247678,0.0454,0.1616,2127,0.0136,0.047,770535.0308,0.1222,0.1775,126,0.125,-0.2125,1,0.1639,0.2796
202002,28269,"charlotte, nc",*,288800,0.09,,109,-0.0992,-0.2044,31,-0.279069767,-0.360824742,100,0.3889,0.5625,48,11,11,32,0.1429,-0.2727,129,0.29,0.0661,126.6534175,0.0434,0.0697,2263,0.0784,0.0911,288252.8222,0.0498,0.1324,238,0.0769,-0.0775,1.183486239,0.357,0.3003
202001,28217,"charlotte, nc",,223165,-0.0439,0.2467,14,0,0.0769,63,0.384615385,-0.176470588,4,0,-0.5,0,,,4,0,0,8,-0.4286,-0.4286,148.5461441,-0.0011,0.2938,1319,-0.1337,0.1015,318594.7311,-0.0142,0.334,22,-0.2143,-0.1852,0.571428571,-0.4286,-0.5055
202001,28269,"charlotte, nc",,264950,0.025,0.1395,121,0.1,-0.2484,43,-0.065217391,-0.165048544,72,0.3846,-0.3333,4,-0.75,-0.6667,28,0.1667,-0.3636,100,-0.1935,-0.0196,121.3905635,-0.0041,0.0304,2098.5,0.0189,0.0267,274588.4894,0.0298,0.1031,221,-0.0556,-0.1597,0.826446281,-0.3008,0.1929
202001,28227,"charlotte, nc",*,365000,0.0445,,94,-0.0309,-0.1897,63,0.3125,-0.045454545,52,0.4444,0,4,,0,24,0.2,-0.625,54,0.0189,0.0385,135.0443844,0.0164,0.0627,2565,0.0166,0.0465,367667.9455,0.0559,0.0848,148,-0.0133,-0.119,0.574468085,0.0281,0.1262
