month_date_yyyymm,postal_code,zip_name,flag,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy
201812,28278,"charlotte, nc",,392452,-0.0115,-0.0656,222,-0.0306,0.3537,74,0.042253521,-0.252525253,32,-0.4667,0,4,-0.875,0,36,-0.3571,2,58,-0.1077,-0.0645,137.2826526,-0.0045,0.0106,3045,-0.0054,-0.0665,572240.5778,-0.0159,0.0756,280,-0.0476,0.2389,0.261261261,-0.0226,-0.1168
201812,28216,"charlotte, nc",,225000,-0.0213,4.00E-04,91,-0.0619,0.4444,56,0.131313131,-0.066666667,48,-0.0769,0.3333,0,-1,-1,16,-0.6364,0,59,-0.0923,0.0727,115.7239232,0.003,0.0264,1890,-0.0131,-0.0825,256486.6476,-0.0252,-0.1601,150,-0.0741,0.2712,0.648351648,-0.0218,-0.2247
201812,28213,"charlotte, nc",,245000,0.0652,0.3243,45,-0.1176,0.3636,42,0.37704918,0.105263158,8,-0.8182,-0.7778,0,,,24,0,5,30,-0.2683,-0.3182,106.5353626,-0.0103,0.0943,2288,0.1265,0.289,245025.9231,0.0572,0.286,75,-0.1848,-0.026,0.666666667,-0.1373,-0.6667
201812,28214,"charlotte, nc",,264000,0.0454,0.1005,96,-0.1028,0.2,58,0.397590361,0.054545455,24,-0.5714,-0.25,0,-1,,20,-0.5,1.5,71,-0.1647,-0.517,120.5639281,0.0012,0.1276,2034,0.018,-0.0883,303774.9352,-0.0192,0.1145,167,-0.1302,-0.2643,0.739583333,-0.0548,-1.0979
201812,28206,"charlotte, nc",,395000,0.3211,0.2742,16,0,0.6,37,-0.301886792,-0.274509804,12,0.5,0.5,0,,,4,0,,8,-0.4667,-0.4286,204.5650301,0.0033,0.1859,1823,0.4231,0.2401,344577.7778,0.1621,0.2578,24,-0.2258,0,0.5,-0.4375,-0.9
201812,28270,"charlotte, nc",,498000,0,0.0268,92,-0.1402,0.0952,67,0.155172414,0.063492063,20,-0.4444,0,0,,,28,-0.4167,0.1667,32,-0.0857,-0.2,150.1965188,0.0041,-3.00E-04,3362,0.0263,0.1136,656886.4742,0.0613,0.3017,124,-0.1268,0,0.347826087,0.0207,-0.1284
201812,28204,"charlotte, nc",*,600000,0.0084,,31,0.069,,71,0.03649635,,8,-0.3333,1,0,,,0,-1,,13,0.1818,0.8571,279.2620865,0.0084,0.1067,2407,0.0698,0.6165,600506.25,0.053,0.2886,44,0.1,1,0.419354839,0.04,-0.0473
201812,28226,"charlotte, nc",,590000,-0.015,-0.1246,171,-0.0856,0.2667,79,0.187969925,-0.159574468,36,-0.1,1.25,0,,,40,-0.2857,0.25,51,-0.2917,-0.2817,186.6946779,-0.0084,-0.0032,2884,-0.0422,-0.1462,653917.8226,-0.0355,-0.1901,222,-0.1429,0.0777,0.298245614,-0.0868,-0.2277
201812,28209,"charlotte, nc",,439500,0.0149,0.0467,107,-0.0776,0.6212,58,0.045045045,-0.079365079,24,-0.3333,0.5,4,,,28,-0.3636,0.4,53,-0.1587,0.325,244.8210923,-0.0198,-0.0407,1966,0.0705,0.173,562533.688,-0.0383,0.0425,160,-0.1061,0.5094,0.495327103,-0.0478,-0.1107
201812,28212,"charlotte, nc",,205000,0.054,-0.0592,27,-0.0357,0.125,53,0.432432432,0.177777778,12,0,0.5,0,,,8,0,1,21,-0.16,-0.3438,131.5789474,0.0473,0.0907,1725,0.0897,-0.016,217844.0882,0.111,0.1061,48,-0.0943,-0.1429,0.777777778,-0.1151,-0.5556
201812,28262,"charlotte, nc",,225000,-0.0385,0.047,34,-0.15,0.1724,42,0.448275862,0.05,12,-0.5714,-0.25,0,,,8,-0.5,0,29,0.16,0.381,104.9270073,-0.0057,0.0476,2171,-0.0491,0.0042,254212.1951,-0.0298,-0.007,63,-0.0308,0.26,0.852941176,0.2279,0.1288
201812,28215,"charlotte, nc",,220900,-0.0114,0.0376,113,0.0463,0.2283,49,0.289473684,-0.092592593,64,0,0.2308,4,0,-0.75,44,-0.2143,1.75,112,-0.1942,0.1915,118.7134503,0.0107,0.0909,1856,0.0137,0.0918,236953.3333,-0.0232,-0.032,225,-0.0891,0.2097,0.991150442,-0.2959,-0.0306
201812,28269,"charlotte, nc",*,236380,-0.0151,,165,-0.073,,53,0.394736842,,48,-0.52,-0.1429,4,-0.5,,36,-0.4,0.5,113,-0.0259,-0.0887,115.1257527,0.0021,0.0661,2124,-0.0038,0,258272.1916,-0.004,0.0198,278,-0.0544,0.3052,0.684848485,0.0332,-0.7084
201812,28205,"charlotte, nc",,360000,0.0287,0.0084,217,-0.0441,0.75,63,0.024390244,0.166666667,24,-0.6842,-0.25,8,1,1,60,-0.375,0.875,67,0.0308,0.0152,225.4286909,0.0012,0.0399,1620,0.009,-6.00E-04,402663.1179,0.0061,0.0499,284,-0.0274,0.4947,0.30875576,0.0224,-0.2235
201811,28213,"charlotte, nc",,229999,0.0457,0.2283,51,0.1591,0.4167,30.5,-0.102941176,0.051724138,44,0.5714,0.5714,0,,,24,0.5,2,41,-0.18,-0.1961,107.6392358,3.00E-04,0.1048,2031,0.0117,0.1249,231768.9221,0.0201,0.1845,92,-0.0213,0.0575,0.803921569,-0.3324,-0.6127
201811,28278,"charlotte, nc",,397000,-0.0074,-0.021,229,-0.0691,0.1684,71,-0.053333333,-0.128834356,60,-0.1176,0.0714,32,1.6667,7,56,-0.0667,-0.0667,65,-0.0152,-0.0714,137.9087339,0.0115,0.0538,3061.5,-0.0241,-0.0638,581457.6716,-0.035,0.1144,294,-0.0577,0.1053,0.283842795,0.0156,-0.0733
201811,28209,"charlotte, nc",*,433057.5,-0.0786,,116,0.0943,,55.5,0.099009901,,36,-0.3077,0.2857,0,-1,,44,0,2.6667,63,-0.1127,0.3696,249.7559191,-0.0143,-0.0499,1836.5,-0.0998,0.0724,584934.8931,-0.0997,0.0596,179,0.0113,0.5565,0.543103448,-0.1267,-0.1236
201811,28206,"charlotte, nc",*,299000,0.0993,,16,0,,53,-0.109243697,,8,1,,0,,,4,-0.5,0,15,-0.1176,0,203.8925721,-0.0139,0.02,1281,0.0865,-0.1286,296518.8596,0.0999,-0.0623,31,-0.0606,0.6316,0.9375,-0.125,-2.8125
201811,28262,"charlotte, nc",,234000,-0.0164,0.0685,40,0.1111,0.6,29,-0.30952381,-0.516666667,28,0,0.75,0,,,16,1,1,25,-0.1667,0.087,105.5266197,0.0238,0.0712,2283,0.053,-0.047,262021.1308,-0.0263,-0.0286,65,-0.0152,0.3542,0.625,-0.2083,-0.295
201811,28204,"charlotte, nc",,595000,0.0968,0.266,29,-0.0938,0.3182,68.5,-0.014388489,-0.247252747,12,0,0.5,0,,,4,-0.6667,0,11,-0.0833,-0.2143,276.9362675,0.0576,0.0018,2250,0.1719,0.5131,570264.5161,0.0672,0.0949,40,-0.0909,0.1111,0.379310345,0.0043,-0.2571
201811,28277,"charlotte, nc",,409950,-0.0144,-0.0672,269,-0.0324,0.2396,55,0.028037383,-0.160305344,84,-0.3,0.2353,20,4,1.5,128,-0.1111,1.1333,95,-0.0306,-0.1518,153.6250034,0.0124,0.0343,2839,-0.0091,-0.0577,504936.6632,-0.0342,-0.1097,364,-0.0319,0.1064,0.353159851,6.00E-04,-0.163
201811,28207,"charlotte, nc",*,1250000,0.025,,81,0.0385,0.4464,82.5,0.25,0.2890625,12,-0.25,0,0,,,16,-0.2,1,25,-0.0385,0.1364,356.1511659,0.0169,0.3112,3184,0.0301,-0.0378,1297498.369,0.0073,0.0709,106,0.0192,0.359,0.308641975,-0.0247,-0.0842
201811,28208,"charlotte, nc",,276400,-0.0298,0.6264,81,0,0.1571,74,-0.129411765,0.450980392,36,-0.1,0.8,0,-1,-1,20,-0.375,0.6667,68,0,0.1724,181.8243361,0.0182,0.261,1358,-0.0073,0.0355,280672.2604,-0.0206,0.2373,149,0,0.1641,0.839506173,0,0.0109
201811,28205,"charlotte, nc",,349949.5,-0.0019,-0.0264,227,0.0089,0.6099,61.5,0.138888889,0.217821782,76,-0.05,0.4615,4,,,96,0.1429,1.6667,65,0.1017,-0.1447,225.1539984,-0.0037,0.0387,1605.5,-0.0281,-0.0548,400207.3248,-0.0163,0.0135,292,0.0282,0.3456,0.286343612,0.0241,-0.2527
201811,28273,"charlotte, nc",,259950,0,0.0521,82,-0.1183,0.5472,46.5,0.273972603,0.309859155,32,-0.4286,-0.1111,12,-0.5,0.5,36,-0.25,1.25,57,0.0556,0.3571,124.6589143,0.014,0.102,1998,-0.0111,-0.004,293085.2414,0.0153,-0.0515,139,-0.0544,0.4632,0.695121951,0.1145,-0.0973
201811,28211,"charlotte, nc",,639900,-0.0174,-0.1971,169,-0.0117,0.1655,65.5,0.169642857,0,44,-0.2143,0.1,0,,,60,0.0714,0.6667,45,-0.0625,-0.2373,239.7444925,-0.0048,-0.0068,2929,0.0093,-0.0538,955903.8462,0.0243,0.0176,214,-0.0228,0.049,0.266272189,-0.0144,-0.1406
201811,28227,"charlotte, nc",,310495,-0.0289,-0.0417,136,-0.0423,0.1333,49.5,0.053191489,-0.201612903,68,-0.0556,0.3077,4,0,,60,-0.0625,2.75,79,0.1127,0.0533,125.1186853,1.00E-04,0.0667,2445,-0.0543,-0.1093,353641.5471,-0.0114,-0.0441,215,0.0094,0.1026,0.580882353,0.0809,-0.0441
201811,28203,"charlotte, nc",,570950,0.0071,0.0357,72,0.0588,-0.1529,62.5,0.008064516,0.344086022,20,-0.1667,-0.1667,0,,-1,24,0,0.2,49,0,0.0208,300.5125261,-0.0044,0.0684,1658.5,0.0094,-0.1846,597025.8813,-0.0065,-0.0382,121,0.0342,-0.0902,0.680555556,-0.04,0.1158
201811,28214,"charlotte, nc",,252535,0.0146,0.0839,107,0.2022,0.049,41.5,-0.023529412,-0.034883721,56,0.2727,-0.125,28,6,6,40,0.25,0.4286,85,-0.1748,-0.4097,120.4252505,0.0261,0.1239,1998,0.0015,-0.0531,309707.9512,-0.0386,0.1453,192,0,-0.2195,0.794392523,-0.3629,-0.6174
201811,28226,"charlotte, nc",,599000,-8.00E-04,-0.0848,187,-0.0878,0.1472,66.5,0.156521739,-0.147435897,40,-0.4118,0,0,-1,,56,-0.2632,0.4,72,0.0286,0,188.2837905,0.0048,0.013,3011,-0.0337,-0.1114,677996.7686,-0.0026,-0.166,259,-0.0582,0.1021,0.385026738,0.0436,-0.0567
201811,28217,"charlotte, nc",,185000,-0.016,-0.1572,17,-0.0556,0,64.5,0.162162162,0.697368421,8,-0.3333,0,0,,-1,8,1,1,17,0.2143,0,115.3266263,-0.1269,-0.1153,1509,0.1236,-0.0473,274809.916,0.0253,0.2384,34,0.0625,0,1,0.2222,0
201811,28270,"charlotte, nc",,498000,-0.0029,0.002,107,-0.0183,0.049,58,0,-0.121212121,36,-0.1818,0,0,,,48,0.0909,0.7143,35,-0.1667,-0.3636,149.5862753,-0.0084,-0.0168,3276,-0.0059,0.0244,618967.9547,-0.0139,0.1689,142,-0.0596,-0.0955,0.327102804,-0.0582,-0.2121
201811,28215,"charlotte, nc",,223445,-0.0262,0.0747,108,-0.0924,0.2,38,-0.136363636,-0.037974684,64,-0.1579,-0.0588,4,-0.6667,0,56,-0.1765,0.4,139,0.178,0.404,117.4611463,0.0104,0.0759,1831,-0.0353,0.0909,242591.6844,-0.0305,0.0366,247,0.0422,0.3069,1.287037037,0.2954,0.187
201811,28210,"charlotte, nc",,392000,-0.038,-0.1543,163,-0.0523,0.0188,50,-0.029126214,-0.173553719,64,-0.0588,0.1429,4,,-0.5,68,-0.15,0.7,65,-0.0299,-0.3085,190.0108578,-0.0299,-0.0412,2065,-0.011,-0.1667,553625.3384,-0.0146,-0.1457,228,-0.046,-0.1024,0.398773006,0.0092,-0.1887
201811,28216,"charlotte, nc",,229890,0.0071,0.0332,97,-0.1565,0.4058,49.5,0.253164557,-0.01,52,-0.1333,0.8571,4,,,44,0.2222,1.2,65,-0.0972,-0.0441,115.3806072,0.0046,0.0493,1915,0.0052,-0.056,263109.6645,0.0088,-0.1108,162,-0.1337,0.1825,0.670103093,0.044,-0.3154
201811,28212,"charlotte, nc",,194499.5,0,-0.0026,28,-0.2,0.0769,37,0.298245614,-0.186813187,12,-0.4,0,0,,,8,-0.3333,-0.3333,25,0.087,-0.2647,125.6353011,-0.0224,0.1528,1583,-0.0213,-0.0754,196076.5198,-0.0023,0.0621,53,-0.0862,-0.1167,0.892857143,0.2357,-0.4148
201811,28269,"charlotte, nc",*,239999,-0.005,,178,0.0723,,38,0.055555556,,100,-0.0741,0.1905,8,-0.3333,1,60,-0.2105,1.5,116,-0.0252,-0.1212,114.8861127,0.0026,0.0768,2132,0.0031,-0.0377,259298.2632,0.0132,0.0139,294,0.0316,0.225,0.651685393,-0.0652,-0.5705
201811,28202,"charlotte, nc",,330000,-0.0636,-0.0059,74,-0.0864,-0.119,62,0.068965517,-0.023622047,16,-0.3333,-0.3333,0,,-1,20,0.25,0,39,-0.1702,-0.2642,289.9172192,-0.033,-0.0625,1146.5,-0.0095,-0.0082,443036.1849,-0.0308,-0.0533,113,-0.1172,-0.1752,0.527027027,-0.0532,-0.1039
201810,28205,"charlotte, nc",,350599,0.0017,-0.0649,225,0.148,0.4901,54,0.08,0.35,80,-0.1304,0.3333,0,-1,,84,0.05,0.3125,59,-0.1571,-0.314,225.9892644,-0.0035,0.0491,1652,-0.0288,-0.0701,406838.347,-0.0222,-0.0339,284,0.0677,0.1983,0.262222222,-0.0949,-0.3073
201810,28213,"charlotte, nc",,219950,0.0998,0.0889,44,-0.0833,0.3333,34,-0.055555556,-0.116883117,28,-0.2222,0,0,-1,-1,16,-0.3333,0.3333,50,-0.2308,-0.0385,107.606679,-3.00E-04,0.12,2007.5,0.1471,0.0555,227199.0385,0.0925,0.1321,94,-0.1681,0.1059,1.136363636,-0.2178,-0.4394
201810,28217,"charlotte, nc",,188000,-0.0481,0.2754,18,-0.1429,0.125,55.5,0.734375,0.337349398,12,0.5,0,0,-1,,4,0,-0.5,14,0,-0.2632,132.091162,0.0298,0.1755,1343,-0.1435,0.0464,268028.9578,-0.034,0.3123,32,-0.0857,-0.0857,0.777777778,0.1111,-0.4097
201810,28270,"charlotte, nc",,499450,-0.0478,9.00E-04,109,-0.0684,-0.1349,58,-0.09375,-0.016949153,44,0.375,-0.0833,0,,,44,-0.0833,0.1,42,-0.1429,-0.1429,150.8558352,-0.0044,-0.0011,3295.5,-0.0322,-0.0361,627693.7175,-0.0086,0.1804,151,-0.0904,-0.1371,0.385321101,-0.0335,-0.0036
201810,28210,"charlotte, nc",,407495,-0.0578,-0.0228,172,-0.0171,-0.0947,51.5,0.03,-0.134453782,68,-0.15,0.0625,0,-1,,80,0.1765,0.0526,67,-0.0429,-0.1928,195.8714427,-0.0249,0.0078,2088,-0.0466,-0.1367,561820.2495,-0.0491,-0.1036,239,-0.0245,-0.1245,0.389534884,-0.0105,-0.0473
201810,28206,"charlotte, nc",,272000,-0.0903,-0.3325,16,-0.2381,0.4545,59.5,0.4875,0.776119403,4,-0.6667,-0.5,0,,,8,0,1,17,0.7,-0.15,206.7620286,0.0266,0.2273,1179,0.1358,-0.2898,269593.6508,-0.0381,-0.1585,33,0.0645,0.0645,1.0625,0.5863,-0.7557
201810,28211,"charlotte, nc",,651200,0.0096,-0.1509,171,0.0301,0.0892,56,0.056603774,-0.111111111,56,-0.0667,0.0769,0,,,56,-0.2632,0.0769,48,-0.0943,-0.1864,240.8998932,0.0125,-0.0129,2902,-0.0352,-0.0325,933195.57,0.0271,-0.0138,219,0,0.0139,0.280701754,-0.0386,-0.0951
201810,28204,"charlotte, nc",,542500,-0.0136,0.0852,32,0.0323,0.1034,69.5,-0.097402597,0.069230769,12,2,0.5,0,,,12,0,0,12,-0.2,0.0909,261.8579014,0.0221,0.0203,1920,-0.1812,0.1643,534374.4444,-0.0017,-0.0543,44,-0.0435,0.1,0.375,-0.1089,-0.0043
201810,28227,"charlotte, nc",,319745,-0.0162,-0.007,142,0.127,0.0923,47,0.044444444,-0.25984252,72,0.0588,0.5,4,,,64,0.7778,0.4545,71,-0.1341,-0.0139,125.1118977,0.0106,0.0798,2585.5,-0.015,-0.0701,357703.7501,-0.0158,-0.0199,213,0.024,0.0545,0.5,-0.1508,-0.0538
201810,28202,"charlotte, nc",,352400,0.0069,0.0535,81,0.0253,-0.0581,58,-0.049180328,-0.100775194,24,-0.4,-0.25,0,,,16,-0.4286,0,47,-0.1897,-0.1607,299.8035703,0.0174,-0.0329,1157.5,-0.0022,4.00E-04,457103.3393,0.0072,-0.0666,128,-0.0657,-0.0986,0.580246914,-0.1539,-0.0709
201810,28262,"charlotte, nc",,237900,-0.0286,-0.0206,36,-0.027,0.0588,42,-0.086956522,-0.184466019,28,0.4,2.5,0,,,8,-0.6,-0.3333,30,-0.1429,0,103.07313,-0.0146,0.0394,2168,-0.0504,-0.1395,269093.1818,0.0019,0.0152,66,-0.0833,0.0313,0.833333333,-0.1126,-0.049
201810,28203,"charlotte, nc",,566900,0.0902,0.0364,68,-0.0286,-0.2093,62,0.265306122,0.377777778,24,0,-0.5,0,,-1,24,-0.1429,0.2,49,0.0426,-0.0755,301.8491457,-0.0093,0.0497,1643,0.0024,-0.1922,600909.5267,-0.0079,-0.061,117,0,-0.1583,0.720588235,0.0492,0.1043
201810,28226,"charlotte, nc",,599500,-0.0408,-0.0777,205,0.0904,0.1714,57.5,-0.128787879,-0.217687075,68,-0.1053,0.4167,4,,,76,0.1176,0.2667,70,0.1111,-0.1026,187.382208,-0.0146,0.0067,3116,-0.0124,-0.1067,679770.2643,-0.0585,-0.1934,275,0.0956,0.087,0.341463415,0.0064,-0.1043
201810,28212,"charlotte, nc",,194500,-0.0226,0.0267,35,0.0938,0.0294,28.5,-0.22972973,-0.197183099,20,-0.1667,-0.1667,0,,,12,0,0.5,23,-0.3611,-0.2581,128.5198848,0.0305,0.2129,1617.5,-0.0238,-0.0343,196530.4643,0.0026,0.1254,58,-0.1471,-0.1077,0.657142857,-0.4679,-0.2546
201810,28215,"charlotte, nc",,229450,-0.0359,0.3041,119,0.0818,0.4167,44,0.189189189,0.1,76,0.3571,0.2667,12,0.5,2,68,0.8889,1.125,118,0.1132,0,116.2518688,0.034,0.1247,1898,-0.0011,0.2491,250231.2718,0.0065,0.1933,237,0.0972,0.1733,0.991596639,0.028,-0.4132
201810,28273,"charlotte, nc",*,259950,0.0115,,93,0.1341,,36.5,-0.223404255,,56,0.0769,0.1667,24,5,1,48,0.5,2,54,-0.0847,0.1739,122.9349158,0.0444,0.082,2020.5,-0.0263,0.0135,288663.8482,-0.0175,-0.0855,147,0.0426,0.5978,0.580645161,-0.1389,-0.4194
201810,28269,"charlotte, nc",,241200,-0.0348,-0.0331,166,0.1216,0.4188,36,-0.142857143,-0.272727273,108,0.125,0.4211,12,0.5,,76,0.5833,0.5833,119,-0.0985,-0.15,114.5837123,0.0247,0.0935,2125.5,-0.0068,-0.0524,255923.2778,-0.0241,0.0034,285,0.0179,0.1089,0.71686747,-0.175,-0.4797
201810,28208,"charlotte, nc",*,284900,-0.0339,0.8627,81,-0.0581,0.1408,85,0.133333333,,40,0.6667,0.1111,4,,,32,0,1,68,-0.0933,0.193,178.5753631,0.0076,0.3851,1368,0.0201,0.056,286586.1112,0.0021,0.3166,149,-0.0745,0.1641,0.839506173,-0.0326,0.0367
201810,28214,"charlotte, nc",,248900,0.0965,0.0592,89,0.0349,-0.0632,42.5,0.036585366,-0.198113208,44,-0.2143,-0.1538,4,0,-0.6667,32,-0.2727,0.1429,103,-0.1825,-0.2137,117.3660217,0.0232,0.0801,1995,-0.0192,-0.0436,322136.6296,0.0039,0.1574,192,-0.0943,-0.1504,1.157303371,-0.3078,-0.2216
201810,28207,"charlotte, nc",,1219500,0.0257,0.2946,78,0.04,0.2787,66,-0.070422535,-0.195121951,16,-0.4286,-0.2,0,,,20,0,-0.1667,26,-0.1333,-0.1875,350.2415459,0.006,0.1961,3091,0.0228,-0.0433,1288119.558,0.0625,2.00E-04,104,-0.0095,0.1183,0.333333333,-0.0667,-0.1913
201810,28209,"charlotte, nc",,470000,-0.0874,0.0881,106,-0.045,0.4324,50.5,-0.028846154,-0.019417476,52,0.1818,1.6,4,-0.5,,44,-0.2667,0,71,0.1639,0.3396,253.3846242,-0.0224,0.015,2040,-0.0629,0.1758,649705.4641,-0.0706,0.1727,177,0.0291,0.3937,0.669811321,0.1203,-0.0464
201810,28277,"charlotte, nc",,415950,0.0399,-0.0383,278,-0.0036,0.0373,53.5,0.163043478,-0.157480315,120,0,0.5,4,,-0.8,144,0.3846,0.3846,98,-0.0297,-0.1833,151.7426272,0.0012,0.0184,2865,-0.0017,-0.0537,522841.2178,0.0124,-0.0633,376,-0.0105,-0.0309,0.352517986,-0.0095,-0.0952
201810,28278,"charlotte, nc",,399949.5,-0.0589,-0.0131,246,0.0207,0.23,75,0.136363636,-0.019607843,68,0.1333,0.5455,12,0,-0.4,60,-0.25,-0.1667,66,0.0645,0.0476,136.3443098,0.0044,0.0594,3137,-0.0383,-0.0712,602544.3068,-0.0252,0.1329,312,0.0297,0.1863,0.268292683,0.011,-0.0467
201810,28216,"charlotte, nc",,228267.5,0.0145,0.0423,115,0.1275,0.3855,39.5,0.161764706,0.179104478,60,-0.0625,0.1538,0,-1,,36,-0.3077,0.8,72,-0.027,0.0141,114.8482363,-0.0043,0.0454,1905,0.0079,-0.0821,260811.0728,-0.0031,-0.1112,187,0.0625,0.2143,0.626086957,-0.0994,-0.2293
201809,28209,"charlotte, nc",,515000,0,0.1438,111,0.0882,0.4416,52,0.083333333,0.155555556,44,0.2222,0.1,8,,,60,0.6667,0.6667,61,-0.1159,0,259.1948765,0.0014,0.0482,2177,9.00E-04,0.0698,699026.9839,0.0376,0.1583,172,0.0058,0.2464,0.54954955,-0.1269,-0.2427
201809,28210,"charlotte, nc",,432500,-0.0168,-0.0057,175,0.0736,-0.0979,50,-0.074074074,0,80,0.0526,0.1765,4,,0,68,0.0625,-0.1905,70,-0.1026,-0.1026,200.8675799,-0.0025,0.0459,2190,-0.0476,-0.0902,590851.0419,-0.0499,-0.0979,245,0.0166,-0.0993,0.4,-0.0785,-0.0021
201809,28217,"charlotte, nc",,197500,0.0131,0.1618,21,0.05,0.2353,32,-0.146666667,-0.219512195,8,-0.5,-0.3333,4,,,4,0,,14,0.2727,-0.3913,128.2668501,-0.0506,0.0603,1568,0.0912,0.0432,277463.0435,-0.1672,0.3352,35,0.129,-0.125,0.666666667,0.1167,-0.6863
201809,28211,"charlotte, nc",*,645000,-0.0786,-0.1029,166,0.0779,0.0311,53,-0.07826087,,60,0.0714,0.0714,0,-1,-1,76,0.4615,0.2667,53,-0.1017,0.1042,237.9164463,-0.0314,-0.0249,3008,0.006,0.054,908546.8966,-0.0327,-0.015,219,0.0282,0.0478,0.319277108,-0.0638,0.0211
201809,28204,"charlotte, nc",,550000,0.2036,0.1022,31,-0.0313,0.069,77,0.25203252,0.452830189,4,0,-0.5,0,,,12,0,2,15,0.0714,0.5,256.2034161,0.0142,0.0124,2345,0.3493,0.4221,535276.1765,0.0486,-0.0303,46,0,0.1795,0.483870968,0.0464,0.139
201809,28226,"charlotte, nc",,625000,-0.0114,-0.031,188,0.0387,0.0682,66,-0.070422535,0.03125,76,0.2667,0.3571,0,,-1,68,0.1333,0.2143,63,-0.137,-0.1923,190.158046,0.0116,0.0356,3155,-0.0142,-0.1075,722024.239,-0.0039,-0.1491,251,-0.0118,-0.0118,0.335106383,-0.0682,-0.1081
201809,28207,"charlotte, nc",,1189000,-0.0656,0.1164,75,0.25,0.1719,71,-0.059602649,-0.08974359,28,0.75,0.1667,0,,,20,0.6667,-0.1667,30,-0.0625,0.1111,348.1404959,-0.0188,0.0703,3022,-0.0425,-0.0574,1212317.808,-0.0934,-0.049,105,0.1413,0.1538,0.4,-0.1333,-0.0219
201809,28278,"charlotte, nc",,424999,-0.0127,0.0366,241,0.0255,0.1157,66,0.109243697,-0.014925373,60,-0.1667,-0.1667,12,0,2,80,-0.2,-0.0909,62,0.1481,-0.1014,135.7433809,-0.0051,0.0735,3262,0.0251,-0.0274,618120.1622,0.0369,0.1728,303,0.0484,0.0632,0.257261411,0.0275,-0.0622
201809,28208,"charlotte, nc",*,294900,0.1234,1.0345,86,-0.0652,0.2464,75,0.181102362,,24,-0.3333,-0.4545,0,-1,,32,-0.1111,1,75,0.0714,0.25,177.2299169,0.0028,0.5276,1341,0.0144,0.0387,285972.2813,0.0317,0.4145,161,-0.0062,0.2481,0.872093023,0.1112,0.0025
201809,28270,"charlotte, nc",,524500,0.0397,0.0596,117,-0.041,-0.1761,64,-0.111111111,0.28,32,-0.3333,-0.4667,0,,,48,0,0.0909,49,-0.1695,0.0208,151.5151515,0.0102,-0.0029,3405,0.0068,0.011,633113.8992,0.0389,0.1705,166,-0.0829,-0.1263,0.418803419,-0.0648,0.0808
201809,28277,"charlotte, nc",,400000,-0.095,-0.0453,279,0.0649,0.041,46,-0.031578947,-0.132075472,120,-0.0909,0.0714,0,-1,-1,104,-0.1613,-0.2571,101,-0.114,-0.1583,151.5679443,-0.0148,0.025,2870,-0.0537,-0.0398,516425.1216,-0.0688,-0.0576,380,0.0106,-0.0206,0.362007168,-0.0731,-0.0858
201809,28205,"charlotte, nc",,350000,0.0117,-0.0435,196,0.071,0.3243,50,0.030927835,0.428571429,92,0.2105,0.0952,8,-0.6667,,80,0,0.1111,70,-0.0789,-0.0411,226.7893661,0.0102,0.0548,1701,-0.0018,-0.0053,416089.4834,0.0128,0.0169,266,0.027,0.2036,0.357142857,-0.0582,-0.1361
201809,28213,"charlotte, nc",,200000,-0.0123,-0.0698,48,-0.0204,0.2,36,0.24137931,0.24137931,36,-0.1,-0.1,4,,0,24,0.2,1,65,0.1818,0.0156,107.6370757,2.00E-04,0.0842,1750,-0.0305,-0.0956,207957.8421,0.0148,0.0173,113,0.0865,0.0865,1.354166667,0.2317,-0.2458
201809,28202,"charlotte, nc",,350000,1.00E-04,0.0324,79,-0.1222,-0.1023,61,0.060869565,-0.061538462,40,0.1111,0,0,-1,,28,-0.2222,0.4,58,-0.0169,0.0357,294.6666667,0.0027,-0.0618,1160,-0.0034,-0.0211,453820.8333,0.037,-0.1272,137,-0.0805,-0.0486,0.734177215,0.0786,0.0978
201809,28227,"charlotte, nc",,325000,-0.0299,-0.0296,126,0.0588,-0.0382,45,0.058823529,-0.307692308,68,0.1333,0.0625,0,-1,,36,-0.25,0.5,82,-0.1277,0.1233,123.8045902,0.0017,0.0635,2625,-4.00E-04,-0.077,363441.0935,-0.0421,-0.0087,208,-0.0235,0.0196,0.650793651,-0.1391,0.0935
201809,28212,"charlotte, nc",,199000,0.0051,0.1706,32,0.0323,-0.2195,37,0.104477612,0.057142857,24,0,-0.1429,0,,,12,0.5,0,36,0.1613,0.0909,124.7139588,0.031,0.2506,1657,0.0356,0.0247,196030.2368,0.0012,0.2511,68,0.0968,-0.0811,1.125,0.125,0.3201
